receive_time_ns,parse_ok,error,source_topic,source_stamp_sec,unity_update_time_sec,latency_ms,joint_count,raw_data
1783590536498557765,True,,/joint_states,1783590535.71831,1783590535.877,158.69,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590535.718310000,""unity_update_time_sec"":1783590535.877,""latency_ms"":158.690,""joint_count"":9}"
1783590536498766188,True,,/joint_states,1783590535.81652,1783590535.877,60.476,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590535.816520000,""unity_update_time_sec"":1783590535.877,""latency_ms"":60.476,""joint_count"":9}"
1783590536498906653,True,,/joint_states,1783590535.91854,1783590536.114,195.465,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590535.918540000,""unity_update_time_sec"":1783590536.114,""latency_ms"":195.465,""joint_count"":9}"
1783590536499047859,True,,/joint_states,1783590536.01703,1783590536.114,96.972,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590536.017030000,""unity_update_time_sec"":1783590536.114,""latency_ms"":96.972,""joint_count"":9}"
1783590536581209458,True,,/joint_states,1783590536.11602,1783590536.33,213.984,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590536.116020000,""unity_update_time_sec"":1783590536.330,""latency_ms"":213.984,""joint_count"":9}"
1783590536581508382,True,,/joint_states,1783590536.21754,1783590536.33,112.463,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590536.217540000,""unity_update_time_sec"":1783590536.330,""latency_ms"":112.463,""joint_count"":9}"
1783590536584288841,True,,/joint_states,1783590536.31638,1783590536.33,13.622,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590536.316380000,""unity_update_time_sec"":1783590536.330,""latency_ms"":13.622,""joint_count"":9}"
1783590536655793479,True,,/joint_states,1783590536.41874,1783590536.587,168.255,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590536.418740000,""unity_update_time_sec"":1783590536.587,""latency_ms"":168.255,""joint_count"":9}"
1783590536656395965,True,,/joint_states,1783590536.51667,1783590536.587,70.326,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590536.516670000,""unity_update_time_sec"":1783590536.587,""latency_ms"":70.326,""joint_count"":9}"
1783590536759180916,True,,/joint_states,1783590536.61895,1783590536.631,12.045,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590536.618950000,""unity_update_time_sec"":1783590536.631,""latency_ms"":12.045,""joint_count"":9}"
1783590536827498158,True,,/joint_states,1783590536.7173,1783590536.749,31.701,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590536.717300000,""unity_update_time_sec"":1783590536.749,""latency_ms"":31.701,""joint_count"":9}"
1783590536897703939,True,,/joint_states,1783590536.81959,1783590536.868,48.405,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590536.819590000,""unity_update_time_sec"":1783590536.868,""latency_ms"":48.405,""joint_count"":9}"
1783590537032726406,True,,/joint_states,1783590536.91823,1783590536.932,13.773,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590536.918230000,""unity_update_time_sec"":1783590536.932,""latency_ms"":13.773,""joint_count"":9}"
1783590537084060947,True,,/joint_states,1783590537.01645,1783590537.032,15.546,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590537.016450000,""unity_update_time_sec"":1783590537.032,""latency_ms"":15.546,""joint_count"":9}"
1783590537250329653,True,,/joint_states,1783590537.11868,1783590537.148,29.321,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590537.118680000,""unity_update_time_sec"":1783590537.148,""latency_ms"":29.321,""joint_count"":9}"
1783590537339464813,True,,/joint_states,1783590537.21707,1783590537.259,41.931,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590537.217070000,""unity_update_time_sec"":1783590537.259,""latency_ms"":41.931,""joint_count"":9}"
1783590537438841702,True,,/joint_states,1783590537.31933,1783590537.332,12.667,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590537.319330000,""unity_update_time_sec"":1783590537.332,""latency_ms"":12.667,""joint_count"":9}"
1783590537522399533,True,,/joint_states,1783590537.41784,1783590537.441,23.16,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590537.417840000,""unity_update_time_sec"":1783590537.441,""latency_ms"":23.160,""joint_count"":9}"
1783590537708384670,True,,/joint_states,1783590537.51996,1783590537.56,40.042,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590537.519960000,""unity_update_time_sec"":1783590537.560,""latency_ms"":40.042,""joint_count"":9}"
1783590537741153598,True,,/joint_states,1783590537.61837,1783590537.661,42.627,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590537.618370000,""unity_update_time_sec"":1783590537.661,""latency_ms"":42.627,""joint_count"":9}"
1783590537855358698,True,,/joint_states,1783590537.71673,1783590537.74,23.266,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590537.716730000,""unity_update_time_sec"":1783590537.740,""latency_ms"":23.266,""joint_count"":9}"
1783590537986967763,True,,/joint_states,1783590537.81911,1783590537.831,11.892,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590537.819110000,""unity_update_time_sec"":1783590537.831,""latency_ms"":11.892,""joint_count"":9}"
1783590538149059698,True,,/joint_states,1783590537.91785,1783590537.993,75.153,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590537.917850000,""unity_update_time_sec"":1783590537.993,""latency_ms"":75.153,""joint_count"":9}"
1783590538298805008,True,,/joint_states,1783590538.01969,1783590538.095,75.309,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590538.019690000,""unity_update_time_sec"":1783590538.095,""latency_ms"":75.309,""joint_count"":9}"
1783590538403678875,True,,/joint_states,1783590538.11814,1783590538.162,43.858,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590538.118140000,""unity_update_time_sec"":1783590538.162,""latency_ms"":43.858,""joint_count"":9}"
1783590538537383710,True,,/joint_states,1783590538.22027,1783590538.305,84.734,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590538.220270000,""unity_update_time_sec"":1783590538.305,""latency_ms"":84.734,""joint_count"":9}"
1783590538673768845,True,,/joint_states,1783590538.31876,1783590538.402,83.237,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590538.318760000,""unity_update_time_sec"":1783590538.402,""latency_ms"":83.237,""joint_count"":9}"
1783590538789270508,True,,/joint_states,1783590538.41734,1783590538.567,149.661,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590538.417340000,""unity_update_time_sec"":1783590538.567,""latency_ms"":149.661,""joint_count"":9}"
1783590538819946031,True,,/joint_states,1783590538.51934,1783590538.711,191.659,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590538.519340000,""unity_update_time_sec"":1783590538.711,""latency_ms"":191.659,""joint_count"":9}"
1783590538876420698,True,,/joint_states,1783590538.61778,1783590538.794,176.222,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590538.617780000,""unity_update_time_sec"":1783590538.794,""latency_ms"":176.222,""joint_count"":9}"
1783590538876601909,True,,/joint_states,1783590538.71991,1783590538.794,74.089,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590538.719910000,""unity_update_time_sec"":1783590538.794,""latency_ms"":74.089,""joint_count"":9}"
1783590539019838424,True,,/joint_states,1783590538.81849,1783590538.85,31.514,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590538.818490000,""unity_update_time_sec"":1783590538.850,""latency_ms"":31.514,""joint_count"":9}"
1783590539145172455,True,,/joint_states,1783590538.92068,1783590538.967,46.315,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590538.920680000,""unity_update_time_sec"":1783590538.967,""latency_ms"":46.315,""joint_count"":9}"
1783590539210707986,True,,/joint_states,1783590539.01911,1783590539.094,74.892,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590539.019110000,""unity_update_time_sec"":1783590539.094,""latency_ms"":74.892,""joint_count"":9}"
1783590539235634075,True,,/joint_states,1783590539.11773,1783590539.17,52.27,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590539.117730000,""unity_update_time_sec"":1783590539.170,""latency_ms"":52.270,""joint_count"":9}"
1783590539349607429,True,,/joint_states,1783590539.21986,1783590539.232,12.137,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590539.219860000,""unity_update_time_sec"":1783590539.232,""latency_ms"":12.137,""joint_count"":9}"
1783590539413391138,True,,/joint_states,1783590539.31825,1783590539.33,11.749,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590539.318250000,""unity_update_time_sec"":1783590539.330,""latency_ms"":11.749,""joint_count"":9}"
1783590539581482178,True,,/joint_states,1783590539.42047,1783590539.458,37.533,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590539.420470000,""unity_update_time_sec"":1783590539.458,""latency_ms"":37.533,""joint_count"":9}"
1783590539625448024,True,,/joint_states,1783590539.519,1783590539.568,49.001,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590539.519000000,""unity_update_time_sec"":1783590539.568,""latency_ms"":49.001,""joint_count"":9}"
1783590539773354138,True,,/joint_states,1783590539.62101,1783590539.649,27.993,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590539.621010000,""unity_update_time_sec"":1783590539.649,""latency_ms"":27.993,""joint_count"":9}"
1783590539787035909,True,,/joint_states,1783590539.71955,1783590539.741,21.446,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590539.719550000,""unity_update_time_sec"":1783590539.741,""latency_ms"":21.446,""joint_count"":9}"
1783590539917138035,True,,/joint_states,1783590539.82181,1783590539.844,22.195,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590539.821810000,""unity_update_time_sec"":1783590539.844,""latency_ms"":22.195,""joint_count"":9}"
1783590540040570853,True,,/joint_states,1783590539.92019,1783590539.971,50.815,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590539.920190000,""unity_update_time_sec"":1783590539.971,""latency_ms"":50.815,""joint_count"":9}"
1783590540057647601,True,,/joint_states,1783590540.01855,1783590540.031,12.45,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590540.018550000,""unity_update_time_sec"":1783590540.031,""latency_ms"":12.450,""joint_count"":9}"
1783590540325082327,True,,/joint_states,1783590540.12102,1783590540.197,75.977,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590540.121020000,""unity_update_time_sec"":1783590540.197,""latency_ms"":75.977,""joint_count"":9}"
1783590540350603457,True,,/joint_states,1783590540.21916,1783590540.307,87.835,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590540.219160000,""unity_update_time_sec"":1783590540.307,""latency_ms"":87.835,""joint_count"":9}"
1783590540409467647,True,,/joint_states,1783590540.32151,1783590540.341,19.489,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590540.321510000,""unity_update_time_sec"":1783590540.341,""latency_ms"":19.489,""joint_count"":9}"
1783590540593552774,True,,/joint_states,1783590540.42006,1783590540.457,36.944,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590540.420060000,""unity_update_time_sec"":1783590540.457,""latency_ms"":36.944,""joint_count"":9}"
1783590540648522586,True,,/joint_states,1783590540.51863,1783590540.559,40.373,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590540.518630000,""unity_update_time_sec"":1783590540.559,""latency_ms"":40.373,""joint_count"":9}"
1783590540716435426,True,,/joint_states,1783590540.62068,1783590540.648,27.318,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590540.620680000,""unity_update_time_sec"":1783590540.648,""latency_ms"":27.318,""joint_count"":9}"
1783590540884691917,True,,/joint_states,1783590540.72283,1783590540.739,16.171,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590540.722830000,""unity_update_time_sec"":1783590540.739,""latency_ms"":16.171,""joint_count"":9}"
1783590540962082416,True,,/joint_states,1783590540.82139,1783590540.869,47.606,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590540.821390000,""unity_update_time_sec"":1783590540.869,""latency_ms"":47.606,""joint_count"":9}"
1783590541126222130,True,,/joint_states,1783590540.91989,1783590540.959,39.11,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590540.919890000,""unity_update_time_sec"":1783590540.959,""latency_ms"":39.110,""joint_count"":9}"
1783590541211119375,True,,/joint_states,1783590541.022,1783590541.058,35.997,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590541.022000000,""unity_update_time_sec"":1783590541.058,""latency_ms"":35.997,""joint_count"":9}"
1783590541393016910,True,,/joint_states,1783590541.12031,1783590541.168,47.694,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590541.120310000,""unity_update_time_sec"":1783590541.168,""latency_ms"":47.694,""joint_count"":9}"
1783590541494733858,True,,/joint_states,1783590541.2227,1783590541.268,45.301,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590541.222700000,""unity_update_time_sec"":1783590541.268,""latency_ms"":45.301,""joint_count"":9}"
1783590541526648817,True,,/joint_states,1783590541.32101,1783590541.397,75.995,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590541.321010000,""unity_update_time_sec"":1783590541.397,""latency_ms"":75.995,""joint_count"":9}"
1783590541587664621,True,,/joint_states,1783590541.4193,1783590541.497,77.699,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590541.419300000,""unity_update_time_sec"":1783590541.497,""latency_ms"":77.699,""joint_count"":9}"
1783590541727290011,True,,/joint_states,1783590541.52162,1783590541.542,20.383,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590541.521620000,""unity_update_time_sec"":1783590541.542,""latency_ms"":20.383,""joint_count"":9}"
1783590541768492551,True,,/joint_states,1783590541.62029,1783590541.65,29.715,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590541.620290000,""unity_update_time_sec"":1783590541.650,""latency_ms"":29.715,""joint_count"":9}"
1783590541861335678,True,,/joint_states,1783590541.72226,1783590541.768,45.741,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590541.722260000,""unity_update_time_sec"":1783590541.768,""latency_ms"":45.741,""joint_count"":9}"
1783590542011528080,True,,/joint_states,1783590541.8208,1783590541.84,19.202,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590541.820800000,""unity_update_time_sec"":1783590541.840,""latency_ms"":19.202,""joint_count"":9}"
1783590542139394042,True,,/joint_states,1783590541.9191,1783590541.978,58.897,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590541.919100000,""unity_update_time_sec"":1783590541.978,""latency_ms"":58.897,""joint_count"":9}"
1783590542220148150,True,,/joint_states,1783590542.02134,1783590542.124,102.66,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590542.021340000,""unity_update_time_sec"":1783590542.124,""latency_ms"":102.660,""joint_count"":9}"
1783590542279469471,True,,/joint_states,1783590542.12363,1783590542.178,54.373,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590542.123630000,""unity_update_time_sec"":1783590542.178,""latency_ms"":54.373,""joint_count"":9}"
1783590542453864329,True,,/joint_states,1783590542.22197,1783590542.251,29.031,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590542.221970000,""unity_update_time_sec"":1783590542.251,""latency_ms"":29.031,""joint_count"":9}"
1783590542531465405,True,,/joint_states,1783590542.32046,1783590542.423,102.54,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590542.320460000,""unity_update_time_sec"":1783590542.423,""latency_ms"":102.540,""joint_count"":9}"
1783590542680152440,True,,/joint_states,1783590542.42277,1783590542.485,62.233,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590542.422770000,""unity_update_time_sec"":1783590542.485,""latency_ms"":62.233,""joint_count"":9}"
1783590542736375894,True,,/joint_states,1783590542.52134,1783590542.56,38.661,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590542.521340000,""unity_update_time_sec"":1783590542.560,""latency_ms"":38.661,""joint_count"":9}"
1783590542788623957,True,,/joint_states,1783590542.62354,1783590542.688,64.463,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590542.623540000,""unity_update_time_sec"":1783590542.688,""latency_ms"":64.463,""joint_count"":9}"
1783590542902332491,True,,/joint_states,1783590542.72187,1783590542.778,56.126,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590542.721870000,""unity_update_time_sec"":1783590542.778,""latency_ms"":56.126,""joint_count"":9}"
1783590542997777632,True,,/joint_states,1783590542.82032,1783590542.877,56.676,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590542.820320000,""unity_update_time_sec"":1783590542.877,""latency_ms"":56.676,""joint_count"":9}"
1783590543101359224,True,,/joint_states,1783590542.92257,1783590542.959,36.434,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590542.922570000,""unity_update_time_sec"":1783590542.959,""latency_ms"":36.434,""joint_count"":9}"
1783590543253765718,True,,/joint_states,1783590543.02084,1783590543.04,19.158,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590543.020840000,""unity_update_time_sec"":1783590543.040,""latency_ms"":19.158,""joint_count"":9}"
1783590543314194366,True,,/joint_states,1783590543.12322,1783590543.206,82.777,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590543.123220000,""unity_update_time_sec"":1783590543.206,""latency_ms"":82.777,""joint_count"":9}"
1783590543384319204,True,,/joint_states,1783590543.22138,1783590543.257,35.615,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590543.221380000,""unity_update_time_sec"":1783590543.257,""latency_ms"":35.615,""joint_count"":9}"
1783590543489232165,True,,/joint_states,1783590543.32381,1783590543.341,17.194,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590543.323810000,""unity_update_time_sec"":1783590543.341,""latency_ms"":17.194,""joint_count"":9}"
1783590543564314936,True,,/joint_states,1783590543.42218,1783590543.449,26.821,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590543.422180000,""unity_update_time_sec"":1783590543.449,""latency_ms"":26.821,""joint_count"":9}"
1783590543657951689,True,,/joint_states,1783590543.52426,1783590543.568,43.738,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590543.524260000,""unity_update_time_sec"":1783590543.568,""latency_ms"":43.738,""joint_count"":9}"
1783590543813835736,True,,/joint_states,1783590543.62294,1783590543.65,27.062,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590543.622940000,""unity_update_time_sec"":1783590543.650,""latency_ms"":27.062,""joint_count"":9}"
1783590543936532537,True,,/joint_states,1783590543.72125,1783590543.784,62.749,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590543.721250000,""unity_update_time_sec"":1783590543.784,""latency_ms"":62.749,""joint_count"":9}"
1783590544050590981,True,,/joint_states,1783590543.82366,1783590543.902,78.342,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590543.823660000,""unity_update_time_sec"":1783590543.902,""latency_ms"":78.342,""joint_count"":9}"
1783590544173395345,True,,/joint_states,1783590543.92187,1783590544.022,100.127,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590543.921870000,""unity_update_time_sec"":1783590544.022,""latency_ms"":100.127,""joint_count"":9}"
1783590544341706960,True,,/joint_states,1783590544.02415,1783590544.174,149.849,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590544.024150000,""unity_update_time_sec"":1783590544.174,""latency_ms"":149.849,""joint_count"":9}"
1783590544341892069,True,,/joint_states,1783590544.1227,1783590544.174,51.298,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590544.122700000,""unity_update_time_sec"":1783590544.174,""latency_ms"":51.298,""joint_count"":9}"
1783590544509548099,True,,/joint_states,1783590544.22523,1783590544.284,58.769,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590544.225230000,""unity_update_time_sec"":1783590544.284,""latency_ms"":58.769,""joint_count"":9}"
1783590544576190145,True,,/joint_states,1783590544.32325,1783590544.403,79.752,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590544.323250000,""unity_update_time_sec"":1783590544.403,""latency_ms"":79.752,""joint_count"":9}"
1783590544648494510,True,,/joint_states,1783590544.4217,1783590544.513,91.301,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590544.421700000,""unity_update_time_sec"":1783590544.513,""latency_ms"":91.301,""joint_count"":9}"
1783590544684316831,True,,/joint_states,1783590544.52388,1783590544.578,54.117,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590544.523880000,""unity_update_time_sec"":1783590544.578,""latency_ms"":54.117,""joint_count"":9}"
1783590544791079327,True,,/joint_states,1783590544.62265,1783590544.647,24.348,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590544.622650000,""unity_update_time_sec"":1783590544.647,""latency_ms"":24.348,""joint_count"":9}"
1783590544887048374,True,,/joint_states,1783590544.72468,1783590544.758,33.324,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590544.724680000,""unity_update_time_sec"":1783590544.758,""latency_ms"":33.324,""joint_count"":9}"
1783590545006177063,True,,/joint_states,1783590544.82329,1783590544.87,46.706,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590544.823290000,""unity_update_time_sec"":1783590544.870,""latency_ms"":46.706,""joint_count"":9}"
1783590545124228150,True,,/joint_states,1783590544.92562,1783590544.966,40.38,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590544.925620000,""unity_update_time_sec"":1783590544.966,""latency_ms"":40.380,""joint_count"":9}"
1783590545217674464,True,,/joint_states,1783590545.02374,1783590545.087,63.262,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590545.023740000,""unity_update_time_sec"":1783590545.087,""latency_ms"":63.262,""joint_count"":9}"
1783590545316557933,True,,/joint_states,1783590545.12213,1783590545.148,25.867,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590545.122130000,""unity_update_time_sec"":1783590545.148,""latency_ms"":25.867,""joint_count"":9}"
1783590545357561037,True,,/joint_states,1783590545.22427,1783590545.258,33.731,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590545.224270000,""unity_update_time_sec"":1783590545.258,""latency_ms"":33.731,""joint_count"":9}"
1783590545463216827,True,,/joint_states,1783590545.32274,1783590545.359,36.262,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590545.322740000,""unity_update_time_sec"":1783590545.359,""latency_ms"":36.262,""joint_count"":9}"
1783590545539943666,True,,/joint_states,1783590545.42477,1783590545.447,22.227,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590545.424770000,""unity_update_time_sec"":1783590545.447,""latency_ms"":22.227,""joint_count"":9}"
1783590545686040651,True,,/joint_states,1783590545.52338,1783590545.554,30.62,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590545.523380000,""unity_update_time_sec"":1783590545.554,""latency_ms"":30.620,""joint_count"":9}"
1783590545730516328,True,,/joint_states,1783590545.62553,1783590545.675,49.473,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590545.625530000,""unity_update_time_sec"":1783590545.675,""latency_ms"":49.473,""joint_count"":9}"
1783590545918655054,True,,/joint_states,1783590545.72415,1783590545.765,40.85,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590545.724150000,""unity_update_time_sec"":1783590545.765,""latency_ms"":40.850,""joint_count"":9}"
1783590545966132227,True,,/joint_states,1783590545.82242,1783590545.875,52.582,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590545.822420000,""unity_update_time_sec"":1783590545.875,""latency_ms"":52.582,""joint_count"":9}"
1783590546146300493,True,,/joint_states,1783590545.92461,1783590545.955,30.393,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590545.924610000,""unity_update_time_sec"":1783590545.955,""latency_ms"":30.393,""joint_count"":9}"
1783590546288457374,True,,/joint_states,1783590546.0231,1783590546.073,49.896,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590546.023100000,""unity_update_time_sec"":1783590546.073,""latency_ms"":49.896,""joint_count"":9}"
1783590546347660072,True,,/joint_states,1783590546.12528,1783590546.266,140.725,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590546.125280000,""unity_update_time_sec"":1783590546.266,""latency_ms"":140.725,""joint_count"":9}"
1783590546468503932,True,,/joint_states,1783590546.22407,1783590546.348,123.928,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590546.224070000,""unity_update_time_sec"":1783590546.348,""latency_ms"":123.928,""joint_count"":9}"
1783590546676372625,True,,/joint_states,1783590546.32585,1783590546.464,138.154,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590546.325850000,""unity_update_time_sec"":1783590546.464,""latency_ms"":138.154,""joint_count"":9}"
1783590546724473383,True,,/joint_states,1783590546.42457,1783590546.529,104.432,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590546.424570000,""unity_update_time_sec"":1783590546.529,""latency_ms"":104.432,""joint_count"":9}"
1783590547187046464,True,,/joint_states,1783590546.52654,1783590547.053,526.462,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590546.526540000,""unity_update_time_sec"":1783590547.053,""latency_ms"":526.462,""joint_count"":9}"
1783590547188874018,True,,/joint_states,1783590546.62493,1783590547.053,428.074,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590546.624930000,""unity_update_time_sec"":1783590547.053,""latency_ms"":428.074,""joint_count"":9}"
1783590547203041153,True,,/joint_states,1783590546.72338,1783590547.053,329.616,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590546.723380000,""unity_update_time_sec"":1783590547.053,""latency_ms"":329.616,""joint_count"":9}"
1783590547203270946,True,,/joint_states,1783590546.826,1783590547.053,226.996,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590546.826000000,""unity_update_time_sec"":1783590547.053,""latency_ms"":226.996,""joint_count"":9}"
1783590547274724489,True,,/joint_states,1783590546.92402,1783590547.193,268.982,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590546.924020000,""unity_update_time_sec"":1783590547.193,""latency_ms"":268.982,""joint_count"":9}"
1783590547277475803,True,,/joint_states,1783590547.02637,1783590547.193,166.635,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590547.026370000,""unity_update_time_sec"":1783590547.193,""latency_ms"":166.635,""joint_count"":9}"
1783590547346721505,True,,/joint_states,1783590547.12479,1783590547.247,122.209,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590547.124790000,""unity_update_time_sec"":1783590547.247,""latency_ms"":122.209,""joint_count"":9}"
1783590547395386305,True,,/joint_states,1783590547.22305,1783590547.285,61.951,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590547.223050000,""unity_update_time_sec"":1783590547.285,""latency_ms"":61.951,""joint_count"":9}"
1783590547576281382,True,,/joint_states,1783590547.32559,1783590547.347,21.41,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590547.325590000,""unity_update_time_sec"":1783590547.347,""latency_ms"":21.410,""joint_count"":9}"
1783590547653888660,True,,/joint_states,1783590547.42373,1783590547.5,76.265,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590547.423730000,""unity_update_time_sec"":1783590547.500,""latency_ms"":76.265,""joint_count"":9}"
1783590547697098231,True,,/joint_states,1783590547.52606,1783590547.593,66.937,9,"{""source_topic"":""/joint_states"",""source_stamp_sec"":1783590547.526060000,""unity_update_time_sec"":1783590547.593,""latency_ms"":66.937,""joint_count"":9}"
