time_ns,joint_name,hardware_position,ros_position,error
1783426741535551871,basket_link_to_armFork_joint,0.00803369174433303,0.00803369174433303,0.0
1783426741535551871,basket_crane_link_to_basket_link,,0.0,
1783426741535551871,winch_link_to_basket_crane_link,-6.678737640380859,-6.678737640380859,0.0
1783426741635648664,base_to_cylinder_joint,-0.008726645739822998,-0.008726645739822998,0.0
1783426741635648664,cylinder_to_arm1_joint,-0.12217304763960307,-0.12217304763960307,0.0
1783426741635648664,arm_link1_to_arm2_joint,-0.15350509770711263,-0.15350509770711263,0.0
1783426741635648664,arm_link2_to_arm3_joint,-0.15350509770711263,-0.15350509770711263,0.0
1783426741635648664,arm_link3_to_arm4_joint,-0.15350509770711263,-0.15350509770711263,0.0
1783426741635648664,arm_link4_to_armFork_joint,0.22462634015954638,0.22462634015954638,0.0
1783426741635648664,basket_link_to_armFork_joint,0.00803369174433303,0.00803369174433303,0.0
1783426741635648664,basket_crane_link_to_basket_link,,0.0,
1783426741635648664,winch_link_to_basket_crane_link,-6.6787261962890625,-6.678730010986328,-3.814697265625e-06
1783426741735540371,base_to_cylinder_joint,-0.008726645739822998,-0.008726645739822998,0.0
1783426741735540371,cylinder_to_arm1_joint,-0.12217304763960307,-0.12217304763960307,0.0
1783426741735540371,arm_link1_to_arm2_joint,-0.15552529780069987,-0.15552529780069987,0.0
1783426741735540371,arm_link2_to_arm3_joint,-0.15552529780069987,-0.15552529780069987,0.0
1783426741735540371,arm_link3_to_arm4_joint,-0.15552529780069987,-0.15552529780069987,0.0
1783426741735540371,arm_link4_to_armFork_joint,0.22462634015954638,0.22462634015954638,0.0
1783426741735540371,basket_link_to_armFork_joint,0.008539825509502589,0.008337425266656567,-0.00020240024284602122
1783426741735540371,basket_crane_link_to_basket_link,,0.0,
1783426741735540371,winch_link_to_basket_crane_link,-6.678707122802734,-6.678718566894531,-1.1444091796875e-05
1783426741835543768,base_to_cylinder_joint,-0.008726645739822998,-0.008726645739822998,0.0
1783426741835543768,cylinder_to_arm1_joint,-0.12391837522712172,-0.12391837522712172,0.0
1783426741835543768,arm_link1_to_arm2_joint,-0.1575454978942871,-0.1575454978942871,0.0
1783426741835543768,arm_link2_to_arm3_joint,-0.1575454978942871,-0.1575454978942871,0.0
1783426741835543768,arm_link3_to_arm4_joint,-0.1575454978942871,-0.1575454978942871,0.0
1783426741835543768,arm_link4_to_armFork_joint,0.22637166774706502,0.22637166774706502,0.0
1783426741835543768,basket_link_to_armFork_joint,0.008539825509502589,0.008539825509502589,0.0
1783426741835543768,basket_crane_link_to_basket_link,,0.0,
1783426741835543768,winch_link_to_basket_crane_link,-6.678703308105469,-6.678703308105469,0.0
1783426741935604172,base_to_cylinder_joint,-0.008726645739822998,-0.008726645739822998,0.0
