time_ns,time_s,statusjoy,state_name
1783496559885336143,1783496559.8853362,0,no_battery_power
1783496559894490224,1783496559.89449,0,no_battery_power
1783496559899181544,1783496559.8991816,0,no_battery_power
1783496559938389725,1783496559.9383898,0,no_battery_power
1783496559938763378,1783496559.9387634,0,no_battery_power
1783496559938877283,1783496559.938877,0,no_battery_power
1783496559938947325,1783496559.9389474,0,no_battery_power
1783496559939014020,1783496559.9390142,0,no_battery_power
1783496559940065329,1783496559.9400654,0,no_battery_power
1783496559956102906,1783496559.9561028,0,no_battery_power
1783496559960193225,1783496559.9601934,0,no_battery_power
1783496559978063302,1783496559.9780633,0,no_battery_power
1783496559978376601,1783496559.9783766,0,no_battery_power
1783496559980687090,1783496559.9806871,0,no_battery_power
1783496559984614783,1783496559.9846146,0,no_battery_power
1783496559989364253,1783496559.9893641,0,no_battery_power
1783496559996986711,1783496559.9969866,0,no_battery_power
1783496560009402030,1783496560.009402,0,no_battery_power
1783496560017832428,1783496560.0178325,0,no_battery_power
1783496560025812088,1783496560.025812,0,no_battery_power
1783496560030019047,1783496560.030019,0,no_battery_power
1783496560040470018,1783496560.0404701,0,no_battery_power
1783496560040690904,1783496560.040691,0,no_battery_power
1783496560050292096,1783496560.0502923,0,no_battery_power
1783496560058475970,1783496560.058476,0,no_battery_power
1783496560071101776,1783496560.0711017,0,no_battery_power
1783496560074522975,1783496560.074523,0,no_battery_power
1783496560079091434,1783496560.0790915,0,no_battery_power
1783496560091580522,1783496560.0915804,0,no_battery_power
1783496560091668608,1783496560.0916684,0,no_battery_power
1783496560095508616,1783496560.0955088,0,no_battery_power
1783496560099620606,1783496560.0996206,0,no_battery_power
1783496560115762800,1783496560.1157627,0,no_battery_power
1783496560120018911,1783496560.120019,0,no_battery_power
1783496560128934522,1783496560.1289344,0,no_battery_power
1783496560132409934,1783496560.1324098,0,no_battery_power
1783496560138557005,1783496560.138557,0,no_battery_power
1783496560143931942,1783496560.1439319,0,no_battery_power
1783496560148480233,1783496560.1484802,0,no_battery_power
1783496560157130966,1783496560.157131,0,no_battery_power
1783496560161099265,1783496560.1610992,0,no_battery_power
1783496560169370835,1783496560.169371,0,no_battery_power
1783496560177531736,1783496560.1775317,0,no_battery_power
1783496560181831369,1783496560.1818314,0,no_battery_power
1783496560182145029,1783496560.182145,0,no_battery_power
1783496560192466507,1783496560.1924665,0,no_battery_power
1783496560194159263,1783496560.1941593,0,no_battery_power
1783496560198110931,1783496560.198111,0,no_battery_power
1783496560202052430,1783496560.2020524,0,no_battery_power
1783496560210181602,1783496560.2101817,0,no_battery_power
1783496560218456377,1783496560.2184563,0,no_battery_power
1783496560218599587,1783496560.2185998,0,no_battery_power
1783496560234808947,1783496560.234809,0,no_battery_power
1783496560240379913,1783496560.2403798,0,no_battery_power
1783496560240647727,1783496560.2406478,0,no_battery_power
1783496560245095750,1783496560.2450957,0,no_battery_power
1783496560255428619,1783496560.2554286,0,no_battery_power
1783496560258933726,1783496560.2589338,0,no_battery_power
1783496560275506932,1783496560.275507,0,no_battery_power
1783496560279812275,1783496560.2798123,0,no_battery_power
1783496560287897634,1783496560.2878976,0,no_battery_power
1783496560296006177,1783496560.2960062,0,no_battery_power
1783496560300013099,1783496560.300013,0,no_battery_power
1783496560304345373,1783496560.3043454,0,no_battery_power
1783496560316505091,1783496560.3165052,0,no_battery_power
1783496560320679859,1783496560.32068,0,no_battery_power
1783496560338380206,1783496560.3383803,0,no_battery_power
1783496560343315736,1783496560.3433156,0,no_battery_power
1783496560347798835,1783496560.3477988,0,no_battery_power
1783496560349481712,1783496560.3494818,0,no_battery_power
1783496560374033295,1783496560.3740335,0,no_battery_power
1783496560378174700,1783496560.3781748,0,no_battery_power
1783496560382209605,1783496560.3822095,0,no_battery_power
1783496560386688556,1783496560.3866885,0,no_battery_power
1783496560390264416,1783496560.3902643,0,no_battery_power
1783496560398587282,1783496560.3985875,0,no_battery_power
1783496560402798830,1783496560.402799,0,no_battery_power
1783496560402893278,1783496560.4028933,0,no_battery_power
1783496560419810741,1783496560.4198108,0,no_battery_power
1783496560419917622,1783496560.4199176,0,no_battery_power
1783496560431350772,1783496560.4313507,0,no_battery_power
1783496560439472049,1783496560.4394722,0,no_battery_power
1783496560444990315,1783496560.4449902,0,no_battery_power
1783496560453179810,1783496560.4531798,0,no_battery_power
1783496560456181110,1783496560.456181,0,no_battery_power
1783496560456276669,1783496560.4562767,0,no_battery_power
1783496560472298938,1783496560.472299,0,no_battery_power
1783496560476108619,1783496560.4761086,0,no_battery_power
1783496560493086796,1783496560.4930868,0,no_battery_power
1783496560493331657,1783496560.4933317,0,no_battery_power
1783496560499808538,1783496560.4998085,0,no_battery_power
1783496560501055345,1783496560.5010552,0,no_battery_power
1783496560505108174,1783496560.505108,0,no_battery_power
1783496560517492073,1783496560.517492,0,no_battery_power
1783496560522121858,1783496560.522122,0,no_battery_power
1783496560540311746,1783496560.5403118,0,no_battery_power
1783496560542061500,1783496560.5420616,0,no_battery_power
1783496560547046633,1783496560.5470467,0,no_battery_power
1783496560557379482,1783496560.5573795,0,no_battery_power
1783496560558498409,1783496560.5584984,0,no_battery_power
1783496560562522423,1783496560.5625224,0,no_battery_power
1783496560579336652,1783496560.5793366,0,no_battery_power
1783496560582927050,1783496560.582927,0,no_battery_power
1783496560602363485,1783496560.6023633,0,no_battery_power
1783496560602574602,1783496560.6025746,0,no_battery_power
1783496560603534619,1783496560.6035347,0,no_battery_power
1783496560607376931,1783496560.6073768,0,no_battery_power
1783496560611888443,1783496560.6118884,0,no_battery_power
1783496560620026671,1783496560.6200266,0,no_battery_power
1783496560620175962,1783496560.6201758,0,no_battery_power
1783496560632035626,1783496560.6320355,0,no_battery_power
1783496560636057586,1783496560.6360576,0,no_battery_power
1783496560641100819,1783496560.641101,0,no_battery_power
1783496560650169979,1783496560.6501698,0,no_battery_power
1783496560656820057,1783496560.65682,0,no_battery_power
1783496560660974787,1783496560.6609747,0,no_battery_power
1783496560664913741,1783496560.6649137,0,no_battery_power
1783496560673113886,1783496560.6731138,0,no_battery_power
1783496560677422326,1783496560.6774223,0,no_battery_power
1783496560681335712,1783496560.681336,0,no_battery_power
1783496560697726684,1783496560.6977267,0,no_battery_power
1783496560704385698,1783496560.7043858,0,no_battery_power
1783496560705935635,1783496560.7059357,0,no_battery_power
1783496560709820618,1783496560.7098207,0,no_battery_power
1783496560718199169,1783496560.7181993,0,no_battery_power
1783496560722368817,1783496560.7223687,0,no_battery_power
1783496560738844569,1783496560.7388446,0,no_battery_power
1783496560742736715,1783496560.7427366,0,no_battery_power
1783496560757165754,1783496560.757166,0,no_battery_power
1783496560759584056,1783496560.759584,0,no_battery_power
1783496560763958701,1783496560.7639587,0,no_battery_power
1783496560764061574,1783496560.7640617,0,no_battery_power
1783496560780104401,1783496560.7801044,0,no_battery_power
1783496560783739724,1783496560.7837396,0,no_battery_power
1783496560800174399,1783496560.8001742,0,no_battery_power
1783496560807863712,1783496560.8078637,0,no_battery_power
1783496560808297559,1783496560.8082974,0,no_battery_power
1783496560812532410,1783496560.8125324,0,no_battery_power
1783496560816442700,1783496560.8164427,0,no_battery_power
1783496560820523962,1783496560.820524,0,no_battery_power
1783496560832737551,1783496560.8327374,0,no_battery_power
1783496560836694589,1783496560.8366945,0,no_battery_power
1783496560853253839,1783496560.8532538,0,no_battery_power
1783496560861245942,1783496560.8612459,0,no_battery_power
1783496560861345008,1783496560.861345,0,no_battery_power
1783496560865678435,1783496560.8656783,0,no_battery_power
1783496560865747655,1783496560.8657477,0,no_battery_power
1783496560873669015,1783496560.8736691,0,no_battery_power
1783496560877836880,1783496560.8778367,0,no_battery_power
1783496560882376655,1783496560.8823767,0,no_battery_power
1783496560898636741,1783496560.8986368,0,no_battery_power
1783496560902483091,1783496560.9024832,0,no_battery_power
1783496560910786160,1783496560.9107862,0,no_battery_power
1783496560910884866,1783496560.9108849,0,no_battery_power
1783496560919005872,1783496560.9190059,0,no_battery_power
1783496560923003055,1783496560.9230032,0,no_battery_power
1783496560923066264,1783496560.9230664,0,no_battery_power
1783496560939316051,1783496560.939316,0,no_battery_power
1783496560943390570,1783496560.9433904,0,no_battery_power
1783496560951510554,1783496560.9515104,0,no_battery_power
1783496560962070521,1783496560.9620705,0,no_battery_power
1783496560962343074,1783496560.9623432,0,no_battery_power
1783496560972201731,1783496560.9722018,0,no_battery_power
1783496560972298844,1783496560.9722989,0,no_battery_power
1783496560980364916,1783496560.9803648,0,no_battery_power
1783496560980512324,1783496560.9805121,0,no_battery_power
1783496560996554559,1783496560.9965546,0,no_battery_power
1783496561005015665,1783496561.0050156,0,no_battery_power
1783496561013013790,1783496561.0130138,0,no_battery_power
1783496561016751275,1783496561.0167513,0,no_battery_power
1783496561021158771,1783496561.0211587,0,no_battery_power
1783496561025369286,1783496561.0253694,0,no_battery_power
1783496561037298801,1783496561.0372987,0,no_battery_power
1783496561041747344,1783496561.0417476,0,no_battery_power
1783496561054038870,1783496561.0540388,0,no_battery_power
1783496561058010055,1783496561.05801,0,no_battery_power
1783496561064788063,1783496561.0647879,0,no_battery_power
1783496561066364330,1783496561.0663645,0,no_battery_power
1783496561074554306,1783496561.0745544,0,no_battery_power
1783496561074738342,1783496561.0747385,0,no_battery_power
1783496561078909754,1783496561.0789096,0,no_battery_power
1783496561090798792,1783496561.0907989,0,no_battery_power
1783496561098913556,1783496561.0989134,0,no_battery_power
1783496561103909991,1783496561.10391,0,no_battery_power
1783496561113948256,1783496561.113948,0,no_battery_power
1783496561115393346,1783496561.1153932,0,no_battery_power
1783496561119703508,1783496561.1197035,0,no_battery_power
1783496561123736279,1783496561.1237364,0,no_battery_power
1783496561127771244,1783496561.1277711,0,no_battery_power
1783496561140039496,1783496561.1400394,0,no_battery_power
1783496561144162066,1783496561.144162,0,no_battery_power
1783496561161360989,1783496561.161361,0,no_battery_power
1783496561167389777,1783496561.1673896,0,no_battery_power
1783496561169463500,1783496561.1694636,0,no_battery_power
1783496561176727493,1783496561.1767275,0,no_battery_power
1783496561181044288,1783496561.1810443,0,no_battery_power
1783496561185247279,1783496561.1852472,0,no_battery_power
1783496561193319333,1783496561.1933193,0,no_battery_power
1783496561197348507,1783496561.1973486,0,no_battery_power
1783496561226645201,1783496561.2266452,0,no_battery_power
1783496561226958551,1783496561.2269585,0,no_battery_power
1783496561227084388,1783496561.2270844,0,no_battery_power
1783496561230239386,1783496561.2302394,0,no_battery_power
1783496561234259393,1783496561.2342594,0,no_battery_power
1783496561237973424,1783496561.2379735,0,no_battery_power
1783496561242506035,1783496561.242506,0,no_battery_power
1783496561258962781,1783496561.2589626,0,no_battery_power
1783496561264236308,1783496561.2642362,0,no_battery_power
1783496561271809913,1783496561.2718098,0,no_battery_power
1783496561275294061,1783496561.275294,0,no_battery_power
1783496561279389250,1783496561.2793891,0,no_battery_power
1783496561283256689,1783496561.2832565,0,no_battery_power
1783496561287529602,1783496561.2875297,0,no_battery_power
1783496561299950591,1783496561.2999506,0,no_battery_power
1783496561303899655,1783496561.3038998,0,no_battery_power
1783496561311666754,1783496561.3116667,0,no_battery_power
1783496561320362272,1783496561.3203623,0,no_battery_power
1783496561324487236,1783496561.3244872,0,no_battery_power
1783496561328675299,1783496561.3286753,0,no_battery_power
1783496561332933775,1783496561.332934,0,no_battery_power
1783496561340613780,1783496561.3406138,0,no_battery_power
1783496561344913794,1783496561.344914,0,no_battery_power
1783496561353178971,1783496561.353179,0,no_battery_power
1783496561382580162,1783496561.3825803,0,no_battery_power
1783496561382857655,1783496561.3828578,0,no_battery_power
1783496561386130705,1783496561.3861306,0,no_battery_power
1783496561390435698,1783496561.3904357,0,no_battery_power
1783496561393961505,1783496561.3939614,0,no_battery_power
1783496561394162744,1783496561.3941627,0,no_battery_power
1783496561398259926,1783496561.3982599,0,no_battery_power
1783496561415977194,1783496561.4159772,0,no_battery_power
1783496561421211006,1783496561.4212108,0,no_battery_power
1783496561426865589,1783496561.4268656,0,no_battery_power
1783496561434968130,1783496561.434968,0,no_battery_power
1783496561440424611,1783496561.4404247,0,no_battery_power
1783496561443802229,1783496561.443802,0,no_battery_power
1783496561455469940,1783496561.4554698,0,no_battery_power
1783496561459225710,1783496561.4592257,0,no_battery_power
1783496561474348124,1783496561.474348,0,no_battery_power
1783496561480255092,1783496561.480255,0,no_battery_power
1783496561480490225,1783496561.4804902,0,no_battery_power
1783496561488248418,1783496561.4882483,0,no_battery_power
1783496561492581113,1783496561.4925811,0,no_battery_power
1783496561500798080,1783496561.500798,0,no_battery_power
1783496561512848522,1783496561.5128486,0,no_battery_power
1783496561523617923,1783496561.523618,0,no_battery_power
1783496561524988913,1783496561.524989,0,no_battery_power
1783496561528852886,1783496561.528853,0,no_battery_power
1783496561541812470,1783496561.5418124,0,no_battery_power
1783496561542059715,1783496561.5420597,0,no_battery_power
1783496561547399626,1783496561.5473998,0,no_battery_power
1783496561553826283,1783496561.5538263,0,no_battery_power
1783496561557913717,1783496561.5579135,0,no_battery_power
1783496561574871646,1783496561.5748715,0,no_battery_power
1783496561578638937,1783496561.5786388,0,no_battery_power
1783496561582636191,1783496561.5826364,0,no_battery_power
1783496561586551641,1783496561.5865517,0,no_battery_power
1783496561595583541,1783496561.5955834,0,no_battery_power
1783496561598695689,1783496561.5986958,0,no_battery_power
1783496561603377552,1783496561.6033776,0,no_battery_power
