event_time,sensor_id,raw_time,converted_time,delta_ms,matched,reason
1754904972.293,imu,1754904972.293,1754904972.293,0.05,1,matched
1754904972.299,imu,1754904972.299,1754904972.299,0.04,1,matched
1754904972.306,imu,1754904972.306,1754904972.306,0.08,1,matched
1754904972.313,imu,1754904972.313,1754904972.313,0.05,1,matched
1754904972.319,imu,1754904972.319,1754904972.319,0.05,1,matched
1754904972.327,imu,1754904972.327,1754904972.327,0.07,1,matched
1754904972.334,imu,1754904972.334,1754904972.334,0.08,1,matched
1754904972.340,imu,1754904972.340,1754904972.340,0.05,1,matched
1754904972.347,imu,1754904972.347,1754904972.347,0.04,1,matched
1754904972.353,imu,1754904972.353,1754904972.353,0.06,1,matched
1754904972.361,imu,1754904972.361,1754904972.361,0.04,1,matched
1754904972.367,imu,1754904972.367,1754904972.367,0.05,1,matched
1754904972.374,imu,1754904972.374,1754904972.374,0.05,1,matched
1754904972.381,imu,1754904972.381,1754904972.381,0.09,1,matched
1754904972.388,imu,1754904972.388,1754904972.388,0.10,1,matched
1754904972.395,imu,1754904972.395,1754904972.395,0.09,1,matched
1754904972.401,imu,1754904972.401,1754904972.401,0.05,1,matched
1754904972.408,imu,1754904972.408,1754904972.408,0.06,1,matched
1754904972.414,imu,1754904972.414,1754904972.414,0.04,1,matched
1754904972.421,imu,1754904972.421,1754904972.421,0.06,1,matched
1754904972.428,imu,1754904972.428,1754904972.428,0.05,1,matched
1754904972.435,imu,1754904972.435,1754904972.435,0.10,1,matched
1754904972.441,imu,1754904972.441,1754904972.441,0.06,1,matched
1754904972.448,imu,1754904972.448,1754904972.448,0.05,1,matched
1754904972.457,imu,1754904972.457,1754904972.457,0.05,1,matched
1754904972.464,gps,1754904972.464,1754904972.464,0.06,1,matched
1754904972.465,imu,1754904972.465,1754904972.465,0.04,1,matched
1754904972.471,imu,1754904972.471,1754904972.471,0.05,1,matched
1754904972.474,lidar,1754904972.474,1754904972.474,0.04,1,matched
1754904972.477,imu,1754904972.477,1754904972.477,0.05,1,matched
1754904972.484,imu,1754904972.484,1754904972.484,0.07,1,matched
1754904972.491,imu,1754904972.491,1754904972.491,0.05,1,matched
1754904972.497,imu,1754904972.497,1754904972.497,0.05,1,matched
1754904972.504,imu,1754904972.504,1754904972.504,0.05,1,matched
1754904972.511,imu,1754904972.511,1754904972.511,0.05,1,matched
1754904972.517,imu,1754904972.517,1754904972.517,0.07,1,matched
1754904972.525,imu,1754904972.525,1754904972.525,0.06,1,matched
1754904972.531,imu,1754904972.530,1754904972.531,0.05,1,matched
1754904972.540,imu,1754904972.540,1754904972.540,0.04,1,matched
1754904972.545,imu,1754904972.545,1754904972.545,0.04,1,matched
1754904972.554,imu,1754904972.554,1754904972.554,0.06,1,matched
1754904972.561,imu,1754904972.561,1754904972.561,0.06,1,matched
1754904972.567,imu,1754904972.567,1754904972.567,0.07,1,matched
1754904972.574,imu,1754904972.574,1754904972.574,0.06,1,matched
1754904972.581,imu,1754904972.581,1754904972.581,0.07,1,matched
1754904972.587,imu,1754904972.587,1754904972.587,0.05,1,matched
1754904972.594,imu,1754904972.594,1754904972.594,0.07,1,matched
1754904972.601,imu,1754904972.601,1754904972.601,0.04,1,matched
1754904972.607,imu,1754904972.607,1754904972.607,0.04,1,matched
1754904972.614,imu,1754904972.614,1754904972.614,0.05,1,matched
1754904972.622,imu,1754904972.621,1754904972.621,0.06,1,matched
1754904972.628,imu,1754904972.628,1754904972.628,0.06,1,matched
1754904972.635,imu,1754904972.635,1754904972.635,0.07,1,matched
1754904972.642,imu,1754904972.642,1754904972.642,0.05,1,matched
1754904972.648,imu,1754904972.648,1754904972.648,0.05,1,matched
1754904972.655,imu,1754904972.655,1754904972.655,0.04,1,matched
1754904972.662,imu,1754904972.662,1754904972.662,0.05,1,matched
1754904972.668,imu,1754904972.668,1754904972.668,0.04,1,matched
1754904972.671,gps,1754904972.671,1754904972.671,0.05,1,matched
1754904972.675,imu,1754904972.675,1754904972.675,0.05,1,matched
1754904972.682,imu,1754904972.681,1754904972.682,0.04,1,matched
1754904972.688,imu,1754904972.688,1754904972.688,0.04,1,matched
1754904972.695,imu,1754904972.695,1754904972.695,0.05,1,matched
1754904972.701,imu,1754904972.701,1754904972.701,0.04,1,matched
1754904972.708,imu,1754904972.708,1754904972.708,0.07,1,matched
1754904972.715,imu,1754904972.715,1754904972.715,0.05,1,matched
1754904972.722,imu,1754904972.722,1754904972.722,0.09,1,matched
1754904972.728,imu,1754904972.728,1754904972.728,0.08,1,matched
1754904972.735,imu,1754904972.735,1754904972.735,0.04,1,matched
1754904972.741,imu,1754904972.741,1754904972.741,0.04,1,matched
1754904972.748,imu,1754904972.748,1754904972.748,0.04,1,matched
1754904972.757,imu,1754904972.757,1754904972.757,0.09,1,matched
1754904972.764,imu,1754904972.764,1754904972.764,0.07,1,matched
1754904972.771,imu,1754904972.770,1754904972.771,0.05,1,matched
1754904972.777,imu,1754904972.777,1754904972.777,0.05,1,matched
1754904972.784,imu,1754904972.784,1754904972.784,0.07,1,matched
1754904972.790,imu,1754904972.790,1754904972.790,0.04,1,matched
1754904972.797,imu,1754904972.797,1754904972.797,0.09,1,matched
1754904972.804,imu,1754904972.804,1754904972.804,0.07,1,matched
1754904972.811,imu,1754904972.810,1754904972.811,0.08,1,matched
1754904972.817,imu,1754904972.817,1754904972.817,0.06,1,matched
1754904972.828,lidar,1754904972.828,1754904972.828,0.07,1,matched
1754904972.828,imu,1754904972.828,1754904972.828,0.02,1,matched
1754904972.831,imu,1754904972.830,1754904972.831,0.07,1,matched
1754904972.837,imu,1754904972.837,1754904972.837,0.05,1,matched
1754904972.844,imu,1754904972.844,1754904972.844,0.05,1,matched
1754904972.850,imu,1754904972.850,1754904972.850,0.07,1,matched
1754904972.857,imu,1754904972.857,1754904972.857,0.05,1,matched
1754904972.864,imu,1754904972.864,1754904972.864,0.06,1,matched
1754904972.870,imu,1754904972.870,1754904972.870,0.06,1,matched
1754904972.877,imu,1754904972.877,1754904972.877,0.05,1,matched
1754904972.884,imu,1754904972.884,1754904972.884,0.06,1,matched
1754904972.887,gps,1754904972.887,1754904972.887,0.04,1,matched
1754904972.890,imu,1754904972.890,1754904972.890,0.03,1,matched
1754904972.897,imu,1754904972.897,1754904972.897,0.04,1,matched
1754904972.904,imu,1754904972.903,1754904972.904,0.06,1,matched
1754904972.910,imu,1754904972.910,1754904972.910,0.04,1,matched
1754904972.917,imu,1754904972.917,1754904972.917,0.07,1,matched
1754904972.924,imu,1754904972.924,1754904972.924,0.08,1,matched
1754904972.930,imu,1754904972.930,1754904972.930,0.06,1,matched
1754904972.937,imu,1754904972.937,1754904972.937,0.06,1,matched
1754904972.943,imu,1754904972.943,1754904972.943,0.07,1,matched
1754904972.950,imu,1754904972.950,1754904972.950,0.04,1,matched
1754904972.957,imu,1754904972.957,1754904972.957,0.06,1,matched
1754904972.963,imu,1754904972.963,1754904972.963,0.05,1,matched
1754904972.970,imu,1754904972.970,1754904972.970,0.06,1,matched
1754904972.979,imu,1754904972.979,1754904972.979,0.12,1,matched
1754904972.986,imu,1754904972.986,1754904972.986,0.09,1,matched
1754904972.990,imu,1754904972.990,1754904972.990,0.06,1,matched
1754904972.997,imu,1754904972.997,1754904972.997,0.06,1,matched
1754904973.003,imu,1754904973.003,1754904973.003,0.06,1,matched
1754904973.010,imu,1754904973.010,1754904973.010,0.06,1,matched
1754904973.017,imu,1754904973.017,1754904973.017,0.04,1,matched
1754904973.024,imu,1754904973.024,1754904973.024,0.05,1,matched
1754904973.031,imu,1754904973.031,1754904973.031,0.05,1,matched
1754904973.038,imu,1754904973.037,1754904973.037,0.04,1,matched
1754904973.044,imu,1754904973.044,1754904973.044,0.05,1,matched
1754904973.051,imu,1754904973.051,1754904973.051,0.05,1,matched
1754904973.057,imu,1754904973.057,1754904973.057,0.05,1,matched
1754904973.064,imu,1754904973.064,1754904973.064,0.06,1,matched
1754904973.071,imu,1754904973.070,1754904973.070,0.04,1,matched
1754904973.077,imu,1754904973.077,1754904973.077,0.06,1,matched
1754904973.079,gps,1754904973.079,1754904973.079,0.04,1,matched
1754904973.084,imu,1754904973.084,1754904973.084,0.06,1,matched
1754904973.091,imu,1754904973.091,1754904973.091,0.04,1,matched
1754904973.097,imu,1754904973.097,1754904973.097,0.05,1,matched
1754904973.105,imu,1754904973.104,1754904973.105,0.09,1,matched
1754904973.111,imu,1754904973.111,1754904973.111,0.05,1,matched
1754904973.118,imu,1754904973.118,1754904973.118,0.04,1,matched
1754904973.126,imu,1754904973.126,1754904973.126,0.04,1,matched
1754904973.131,imu,1754904973.131,1754904973.131,0.08,1,matched
1754904973.143,imu,1754904973.143,1754904973.143,0.09,1,matched
1754904973.145,imu,1754904973.145,1754904973.145,0.04,1,matched
1754904973.151,imu,1754904973.151,1754904973.151,0.05,1,matched
1754904973.158,imu,1754904973.158,1754904973.158,0.05,1,matched
1754904973.165,imu,1754904973.164,1754904973.165,0.07,1,matched
1754904973.171,imu,1754904973.171,1754904973.171,0.04,1,matched
1754904973.177,lidar,1754904973.177,1754904973.177,0.04,1,matched
1754904973.178,imu,1754904973.178,1754904973.178,0.04,1,matched
1754904973.185,imu,1754904973.185,1754904973.185,0.06,1,matched
1754904973.192,imu,1754904973.192,1754904973.192,0.06,1,matched
1754904973.198,imu,1754904973.198,1754904973.198,0.05,1,matched
1754904973.205,imu,1754904973.205,1754904973.205,0.06,1,matched
1754904973.211,imu,1754904973.211,1754904973.211,0.05,1,matched
1754904973.218,imu,1754904973.218,1754904973.218,0.04,1,matched
1754904973.225,imu,1754904973.225,1754904973.225,0.06,1,matched
1754904973.232,imu,1754904973.231,1754904973.231,0.06,1,matched
1754904973.238,imu,1754904973.238,1754904973.238,0.08,1,matched
1754904973.245,imu,1754904973.245,1754904973.245,0.05,1,matched
1754904973.252,imu,1754904973.251,1754904973.252,0.05,1,matched
1754904973.258,imu,1754904973.258,1754904973.258,0.05,1,matched
1754904973.264,gps,1754904973.264,1754904973.264,0.03,1,matched
1754904973.265,imu,1754904973.265,1754904973.265,0.03,1,matched
1754904973.272,imu,1754904973.272,1754904973.272,0.04,1,matched
1754904973.278,imu,1754904973.278,1754904973.278,0.06,1,matched
1754904973.285,imu,1754904973.285,1754904973.285,0.05,1,matched
1754904973.292,imu,1754904973.292,1754904973.292,0.10,1,matched
1754904973.298,imu,1754904973.298,1754904973.298,0.04,1,matched
1754904973.305,imu,1754904973.305,1754904973.305,0.04,1,matched
1754904973.312,imu,1754904973.312,1754904973.312,0.04,1,matched
1754904973.318,imu,1754904973.318,1754904973.318,0.05,1,matched
1754904973.325,imu,1754904973.325,1754904973.325,0.05,1,matched
1754904973.339,imu,1754904973.339,1754904973.339,0.05,1,matched
1754904973.339,imu,1754904973.339,1754904973.339,0.02,1,matched
1754904973.345,imu,1754904973.345,1754904973.345,0.06,1,matched
1754904973.352,imu,1754904973.352,1754904973.352,0.06,1,matched
1754904973.358,imu,1754904973.358,1754904973.358,0.06,1,matched
1754904973.365,imu,1754904973.365,1754904973.365,0.05,1,matched
1754904973.372,imu,1754904973.372,1754904973.372,0.08,1,matched
1754904973.378,imu,1754904973.378,1754904973.378,0.07,1,matched
1754904973.385,imu,1754904973.385,1754904973.385,0.06,1,matched
1754904973.392,imu,1754904973.392,1754904973.392,0.10,1,matched
1754904973.398,imu,1754904973.398,1754904973.398,0.05,1,matched
1754904973.405,imu,1754904973.405,1754904973.405,0.06,1,matched
1754904973.412,imu,1754904973.412,1754904973.412,0.09,1,matched
1754904973.418,imu,1754904973.418,1754904973.418,0.05,1,matched
1754904973.425,imu,1754904973.425,1754904973.425,0.05,1,matched
1754904973.432,imu,1754904973.432,1754904973.432,0.06,1,matched
1754904973.438,imu,1754904973.438,1754904973.438,0.05,1,matched
1754904973.445,imu,1754904973.445,1754904973.445,0.09,1,matched
1754904973.452,imu,1754904973.452,1754904973.452,0.10,1,matched
1754904973.459,imu,1754904973.459,1754904973.459,0.11,1,matched
1754904973.463,gps,1754904973.463,1754904973.463,0.07,1,matched
1754904973.465,imu,1754904973.465,1754904973.465,0.04,1,matched
1754904973.472,imu,1754904973.472,1754904973.472,0.04,1,matched
1754904973.478,imu,1754904973.478,1754904973.478,0.05,1,matched
1754904973.484,lidar,1754904973.484,1754904973.484,0.05,1,matched
1754904973.485,imu,1754904973.485,1754904973.485,0.03,1,matched
1754904973.492,imu,1754904973.492,1754904973.492,0.10,1,matched
1754904973.498,imu,1754904973.498,1754904973.498,0.05,1,matched
1754904973.505,imu,1754904973.505,1754904973.505,0.04,1,matched
1754904973.512,imu,1754904973.512,1754904973.512,0.04,1,matched
1754904973.519,imu,1754904973.519,1754904973.519,0.06,1,matched
1754904973.525,imu,1754904973.525,1754904973.525,0.04,1,matched
1754904973.533,imu,1754904973.532,1754904973.532,0.09,1,matched
1754904973.538,imu,1754904973.538,1754904973.538,0.05,1,matched
1754904973.545,imu,1754904973.545,1754904973.545,0.04,1,matched
1754904973.552,imu,1754904973.552,1754904973.552,0.04,1,matched
1754904973.558,imu,1754904973.558,1754904973.558,0.04,1,matched
1754904973.565,imu,1754904973.565,1754904973.565,0.10,1,matched
1754904973.572,imu,1754904973.572,1754904973.572,0.05,1,matched
1754904973.578,imu,1754904973.578,1754904973.578,0.06,1,matched
1754904973.585,imu,1754904973.585,1754904973.585,0.06,1,matched
1754904973.592,imu,1754904973.592,1754904973.592,0.07,1,matched
1754904973.598,imu,1754904973.598,1754904973.598,0.04,1,matched
1754904973.605,imu,1754904973.605,1754904973.605,0.05,1,matched
1754904973.612,imu,1754904973.612,1754904973.612,0.08,1,matched
1754904973.618,imu,1754904973.618,1754904973.618,0.05,1,matched
1754904973.625,imu,1754904973.625,1754904973.625,0.06,1,matched
1754904973.636,imu,1754904973.636,1754904973.636,0.06,1,matched
1754904973.642,imu,1754904973.642,1754904973.642,0.05,1,matched
1754904973.649,imu,1754904973.649,1754904973.649,0.06,1,matched
1754904973.656,imu,1754904973.656,1754904973.656,0.08,1,matched
1754904973.662,imu,1754904973.662,1754904973.662,0.07,1,matched
1754904973.666,gps,1754904973.666,1754904973.666,0.04,1,matched
1754904973.669,imu,1754904973.669,1754904973.669,0.03,1,matched
1754904973.676,imu,1754904973.676,1754904973.676,0.07,1,matched
1754904973.682,imu,1754904973.682,1754904973.682,0.04,1,matched
1754904973.690,imu,1754904973.690,1754904973.690,0.10,1,matched
1754904973.697,imu,1754904973.697,1754904973.697,0.11,1,matched
1754904973.704,imu,1754904973.704,1754904973.704,0.09,1,matched
1754904973.711,imu,1754904973.710,1754904973.710,0.09,1,matched
1754904973.717,imu,1754904973.717,1754904973.717,0.06,1,matched
1754904973.724,imu,1754904973.724,1754904973.724,0.08,1,matched
1754904973.730,imu,1754904973.730,1754904973.730,0.05,1,matched
1754904973.740,imu,1754904973.739,1754904973.740,0.05,1,matched
1754904973.746,imu,1754904973.746,1754904973.746,0.05,1,matched
1754904973.753,imu,1754904973.753,1754904973.753,0.10,1,matched
1754904973.763,imu,1754904973.763,1754904973.763,0.05,1,matched
1754904973.767,imu,1754904973.767,1754904973.767,0.05,1,matched
1754904973.773,imu,1754904973.773,1754904973.773,0.04,1,matched
1754904973.778,lidar,1754904973.778,1754904973.778,0.04,1,matched
1754904973.780,imu,1754904973.780,1754904973.780,0.03,1,matched
1754904973.786,imu,1754904973.786,1754904973.786,0.09,1,matched
1754904973.793,imu,1754904973.793,1754904973.793,0.07,1,matched
1754904973.800,imu,1754904973.799,1754904973.800,0.07,1,matched
1754904973.806,imu,1754904973.806,1754904973.806,0.05,1,matched
1754904973.813,imu,1754904973.813,1754904973.813,0.06,1,matched
1754904973.820,imu,1754904973.819,1754904973.819,0.06,1,matched
1754904973.827,imu,1754904973.827,1754904973.827,0.06,1,matched
1754904973.833,imu,1754904973.833,1754904973.833,0.06,1,matched
1754904973.840,imu,1754904973.839,1754904973.839,0.04,1,matched
1754904973.846,imu,1754904973.846,1754904973.846,0.04,1,matched
1754904973.853,imu,1754904973.853,1754904973.853,0.05,1,matched
1754904973.860,imu,1754904973.860,1754904973.860,0.17,1,matched
1754904973.866,imu,1754904973.866,1754904973.866,0.05,1,matched
1754904973.873,imu,1754904973.873,1754904973.873,0.06,1,matched
1754904973.880,imu,1754904973.880,1754904973.880,0.05,1,matched
1754904973.886,imu,1754904973.886,1754904973.886,0.08,1,matched
1754904973.888,gps,1754904973.888,1754904973.888,0.04,1,matched
1754904973.893,imu,1754904973.893,1754904973.893,0.04,1,matched
1754904973.900,imu,1754904973.899,1754904973.900,0.07,1,matched
1754904973.906,imu,1754904973.906,1754904973.906,0.05,1,matched
1754904973.913,imu,1754904973.913,1754904973.913,0.05,1,matched
1754904973.919,imu,1754904973.919,1754904973.919,0.05,1,matched
1754904973.927,imu,1754904973.927,1754904973.927,0.11,1,matched
1754904973.936,imu,1754904973.935,1754904973.936,0.04,1,matched
1754904973.942,imu,1754904973.942,1754904973.942,0.06,1,matched
1754904973.949,imu,1754904973.949,1754904973.949,0.04,1,matched
1754904973.955,imu,1754904973.955,1754904973.955,0.05,1,matched
1754904973.962,imu,1754904973.962,1754904973.962,0.06,1,matched
1754904973.969,imu,1754904973.969,1754904973.969,0.05,1,matched
1754904973.975,imu,1754904973.975,1754904973.975,0.04,1,matched
1754904973.982,imu,1754904973.982,1754904973.982,0.05,1,matched
1754904973.989,imu,1754904973.988,1754904973.989,0.08,1,matched
1754904973.995,imu,1754904973.995,1754904973.995,0.05,1,matched
1754904974.002,imu,1754904974.002,1754904974.002,0.05,1,matched
1754904974.008,imu,1754904974.008,1754904974.008,0.06,1,matched
1754904974.015,imu,1754904974.015,1754904974.015,0.04,1,matched
1754904974.022,imu,1754904974.022,1754904974.022,0.09,1,matched
1754904974.028,imu,1754904974.028,1754904974.028,0.06,1,matched
1754904974.035,imu,1754904974.035,1754904974.035,0.04,1,matched
1754904974.042,imu,1754904974.042,1754904974.042,0.07,1,matched
1754904974.048,imu,1754904974.048,1754904974.048,0.03,1,matched
1754904974.055,imu,1754904974.055,1754904974.055,0.04,1,matched
1754904974.062,imu,1754904974.062,1754904974.062,0.06,1,matched
1754904974.067,lidar,1754904974.067,1754904974.067,0.05,1,matched
1754904974.068,imu,1754904974.068,1754904974.068,0.03,1,matched
1754904974.075,imu,1754904974.075,1754904974.075,0.13,1,matched
1754904974.082,imu,1754904974.082,1754904974.082,0.06,1,matched
1754904974.085,gps,1754904974.084,1754904974.084,0.05,1,matched
1754904974.088,imu,1754904974.088,1754904974.088,0.03,1,matched
1754904974.095,imu,1754904974.095,1754904974.095,0.04,1,matched
1754904974.102,imu,1754904974.101,1754904974.102,0.05,1,matched
1754904974.108,imu,1754904974.108,1754904974.108,0.10,1,matched
1754904974.115,imu,1754904974.115,1754904974.115,0.04,1,matched
1754904974.121,imu,1754904974.121,1754904974.121,0.05,1,matched
1754904974.128,imu,1754904974.128,1754904974.128,0.11,1,matched
1754904974.135,imu,1754904974.135,1754904974.135,0.07,1,matched
1754904974.141,imu,1754904974.141,1754904974.141,0.06,1,matched
1754904974.148,imu,1754904974.148,1754904974.148,0.04,1,matched
1754904974.155,imu,1754904974.154,1754904974.155,0.04,1,matched
1754904974.161,imu,1754904974.161,1754904974.161,0.08,1,matched
1754904974.168,imu,1754904974.168,1754904974.168,0.03,1,matched
1754904974.175,imu,1754904974.175,1754904974.175,0.06,1,matched
1754904974.181,imu,1754904974.181,1754904974.181,0.07,1,matched
1754904974.188,imu,1754904974.188,1754904974.188,0.09,1,matched
1754904974.195,imu,1754904974.195,1754904974.195,0.08,1,matched
1754904974.201,imu,1754904974.201,1754904974.201,0.05,1,matched
1754904974.208,imu,1754904974.208,1754904974.208,0.04,1,matched
1754904974.215,imu,1754904974.215,1754904974.215,0.06,1,matched
1754904974.223,imu,1754904974.223,1754904974.223,0.06,1,matched
1754904974.228,imu,1754904974.228,1754904974.228,0.08,1,matched
1754904974.235,imu,1754904974.235,1754904974.235,0.05,1,matched
1754904974.241,imu,1754904974.241,1754904974.241,0.04,1,matched
1754904974.248,imu,1754904974.248,1754904974.248,0.05,1,matched
1754904974.255,imu,1754904974.255,1754904974.255,0.08,1,matched
1754904974.261,imu,1754904974.261,1754904974.261,0.05,1,matched
1754904974.267,gps,1754904974.267,1754904974.267,0.04,1,matched
1754904974.268,imu,1754904974.268,1754904974.268,0.03,1,matched
1754904974.275,imu,1754904974.275,1754904974.275,0.05,1,matched
1754904974.281,imu,1754904974.281,1754904974.281,0.05,1,matched
1754904974.288,imu,1754904974.288,1754904974.288,0.06,1,matched
1754904974.295,imu,1754904974.294,1754904974.295,0.05,1,matched
1754904974.301,imu,1754904974.301,1754904974.301,0.05,1,matched
1754904974.308,imu,1754904974.308,1754904974.308,0.05,1,matched
1754904974.315,imu,1754904974.314,1754904974.315,0.04,1,matched
1754904974.321,imu,1754904974.321,1754904974.321,0.07,1,matched
1754904974.328,imu,1754904974.328,1754904974.328,0.08,1,matched
1754904974.335,imu,1754904974.335,1754904974.335,0.04,1,matched
1754904974.341,imu,1754904974.341,1754904974.341,0.05,1,matched
1754904974.348,imu,1754904974.348,1754904974.348,0.05,1,matched
1754904974.354,imu,1754904974.354,1754904974.354,0.06,1,matched
1754904974.361,imu,1754904974.361,1754904974.361,0.05,1,matched
1754904974.368,imu,1754904974.368,1754904974.368,0.06,1,matched
1754904974.374,imu,1754904974.374,1754904974.374,0.04,1,matched
1754904974.376,lidar,1754904974.375,1754904974.375,0.05,1,matched
1754904974.381,imu,1754904974.381,1754904974.381,0.06,1,matched
1754904974.388,imu,1754904974.388,1754904974.388,0.06,1,matched
1754904974.394,imu,1754904974.394,1754904974.394,0.06,1,matched
1754904974.401,imu,1754904974.401,1754904974.401,0.07,1,matched
1754904974.408,imu,1754904974.408,1754904974.408,0.06,1,matched
1754904974.414,imu,1754904974.414,1754904974.414,0.05,1,matched
1754904974.421,imu,1754904974.421,1754904974.421,0.06,1,matched
1754904974.428,imu,1754904974.427,1754904974.428,0.04,1,matched
1754904974.434,imu,1754904974.434,1754904974.434,0.10,1,matched
1754904974.441,imu,1754904974.441,1754904974.441,0.05,1,matched
1754904974.447,imu,1754904974.447,1754904974.447,0.04,1,matched
1754904974.454,imu,1754904974.454,1754904974.454,0.04,1,matched
1754904974.461,imu,1754904974.461,1754904974.461,0.06,1,matched
1754904974.464,gps,1754904974.464,1754904974.464,0.04,1,matched
1754904974.467,imu,1754904974.467,1754904974.467,0.04,1,matched
1754904974.474,imu,1754904974.474,1754904974.474,0.05,1,matched
1754904974.481,imu,1754904974.481,1754904974.481,0.09,1,matched
1754904974.488,imu,1754904974.488,1754904974.488,0.09,1,matched
1754904974.494,imu,1754904974.494,1754904974.494,0.09,1,matched
1754904974.501,imu,1754904974.501,1754904974.501,0.15,1,matched
1754904974.507,imu,1754904974.507,1754904974.507,0.04,1,matched
1754904974.514,imu,1754904974.514,1754904974.514,0.04,1,matched
1754904974.521,imu,1754904974.521,1754904974.521,0.06,1,matched
1754904974.528,imu,1754904974.528,1754904974.528,0.12,1,matched
1754904974.535,imu,1754904974.535,1754904974.535,0.05,1,matched
1754904974.541,imu,1754904974.541,1754904974.541,0.03,1,matched
1754904974.547,imu,1754904974.547,1754904974.547,0.03,1,matched
1754904974.554,imu,1754904974.554,1754904974.554,0.04,1,matched
1754904974.561,imu,1754904974.561,1754904974.561,0.06,1,matched
1754904974.571,imu,1754904974.571,1754904974.571,0.07,1,matched
1754904974.574,imu,1754904974.574,1754904974.574,0.05,1,matched
1754904974.581,imu,1754904974.581,1754904974.581,0.08,1,matched
1754904974.588,imu,1754904974.588,1754904974.588,0.06,1,matched
1754904974.595,imu,1754904974.595,1754904974.595,0.06,1,matched
1754904974.601,imu,1754904974.601,1754904974.601,0.07,1,matched
1754904974.608,imu,1754904974.608,1754904974.608,0.05,1,matched
1754904974.615,imu,1754904974.614,1754904974.614,0.03,1,matched
1754904974.622,imu,1754904974.622,1754904974.622,0.06,1,matched
1754904974.628,imu,1754904974.628,1754904974.628,0.08,1,matched
1754904974.635,imu,1754904974.635,1754904974.635,0.07,1,matched
1754904974.641,imu,1754904974.641,1754904974.641,0.04,1,matched
1754904974.648,imu,1754904974.648,1754904974.648,0.04,1,matched
1754904974.655,imu,1754904974.655,1754904974.655,0.05,1,matched
1754904974.661,imu,1754904974.661,1754904974.661,0.06,1,matched
1754904974.665,gps,1754904974.665,1754904974.665,0.04,1,matched
1754904974.668,imu,1754904974.668,1754904974.668,0.05,1,matched
1754904974.675,imu,1754904974.675,1754904974.675,0.05,1,matched
1754904974.682,imu,1754904974.681,1754904974.682,0.08,1,matched
1754904974.688,imu,1754904974.688,1754904974.688,0.05,1,matched
1754904974.695,imu,1754904974.695,1754904974.695,0.05,1,matched
1754904974.698,lidar,1754904974.698,1754904974.698,0.05,1,matched
1754904974.701,imu,1754904974.701,1754904974.701,0.04,1,matched
1754904974.708,imu,1754904974.708,1754904974.708,0.05,1,matched
1754904974.715,imu,1754904974.715,1754904974.715,0.06,1,matched
1754904974.721,imu,1754904974.721,1754904974.721,0.07,1,matched
1754904974.728,imu,1754904974.728,1754904974.728,0.05,1,matched
1754904974.734,imu,1754904974.734,1754904974.734,0.06,1,matched
1754904974.741,imu,1754904974.741,1754904974.741,0.05,1,matched
1754904974.751,imu,1754904974.751,1754904974.751,0.04,1,matched
1754904974.754,imu,1754904974.754,1754904974.754,0.04,1,matched
1754904974.762,imu,1754904974.762,1754904974.762,0.04,1,matched
1754904974.769,imu,1754904974.769,1754904974.769,0.04,1,matched
1754904974.775,imu,1754904974.775,1754904974.775,0.05,1,matched
1754904974.782,imu,1754904974.782,1754904974.782,0.03,1,matched
1754904974.789,imu,1754904974.789,1754904974.789,0.05,1,matched
1754904974.795,imu,1754904974.795,1754904974.795,0.04,1,matched
1754904974.802,imu,1754904974.802,1754904974.802,0.05,1,matched
1754904974.809,imu,1754904974.809,1754904974.809,0.04,1,matched
1754904974.815,imu,1754904974.815,1754904974.815,0.04,1,matched
1754904974.822,imu,1754904974.822,1754904974.822,0.11,1,matched
1754904974.829,imu,1754904974.828,1754904974.829,0.06,1,matched
1754904974.835,imu,1754904974.835,1754904974.835,0.05,1,matched
1754904974.842,imu,1754904974.842,1754904974.842,0.08,1,matched
1754904974.849,imu,1754904974.849,1754904974.849,0.05,1,matched
1754904974.855,imu,1754904974.855,1754904974.855,0.05,1,matched
1754904974.862,imu,1754904974.862,1754904974.862,0.06,1,matched
1754904974.869,imu,1754904974.869,1754904974.869,0.05,1,matched
1754904974.875,imu,1754904974.875,1754904974.875,0.04,1,matched
1754904974.882,imu,1754904974.882,1754904974.882,0.05,1,matched
1754904974.889,imu,1754904974.889,1754904974.889,0.06,1,matched
1754904974.895,imu,1754904974.895,1754904974.895,0.06,1,matched
1754904974.896,gps,1754904974.895,1754904974.895,0.05,1,matched
1754904974.902,imu,1754904974.902,1754904974.902,0.05,1,matched
1754904974.909,imu,1754904974.908,1754904974.908,0.06,1,matched
1754904974.915,imu,1754904974.915,1754904974.915,0.06,1,matched
1754904974.922,imu,1754904974.922,1754904974.922,0.08,1,matched
1754904974.928,imu,1754904974.928,1754904974.928,0.05,1,matched
1754904974.938,imu,1754904974.938,1754904974.938,0.05,1,matched
1754904974.942,imu,1754904974.942,1754904974.942,0.03,1,matched
1754904974.948,imu,1754904974.948,1754904974.948,0.04,1,matched
1754904974.955,imu,1754904974.955,1754904974.955,0.05,1,matched
1754904974.962,imu,1754904974.961,1754904974.962,0.05,1,matched
1754904974.968,imu,1754904974.968,1754904974.968,0.06,1,matched
1754904974.975,imu,1754904974.975,1754904974.975,0.04,1,matched
1754904974.981,imu,1754904974.981,1754904974.981,0.04,1,matched
1754904974.988,imu,1754904974.988,1754904974.988,0.06,1,matched
