event_time,sensor_id,raw_time,converted_time,delta_ms,matched,reason
1754904995.192,imu,1754904995.192,1754904995.192,0.08,1,matched
1754904995.198,imu,1754904995.198,1754904995.198,0.05,1,matched
1754904995.205,imu,1754904995.205,1754904995.205,0.05,1,matched
1754904995.212,imu,1754904995.211,1754904995.212,0.05,1,matched
1754904995.218,imu,1754904995.218,1754904995.218,0.05,1,matched
1754904995.225,imu,1754904995.225,1754904995.225,0.07,1,matched
1754904995.231,imu,1754904995.231,1754904995.231,0.07,1,matched
1754904995.238,imu,1754904995.238,1754904995.238,0.06,1,matched
1754904995.245,imu,1754904995.245,1754904995.245,0.04,1,matched
1754904995.251,imu,1754904995.251,1754904995.251,0.06,1,matched
1754904995.255,lidar,1754904995.255,1754904995.255,0.06,1,matched
1754904995.258,imu,1754904995.258,1754904995.258,0.06,1,matched
1754904995.264,gps,1754904995.264,1754904995.264,0.04,1,matched
1754904995.265,imu,1754904995.265,1754904995.265,0.03,1,matched
1754904995.271,imu,1754904995.271,1754904995.271,0.06,1,matched
1754904995.278,imu,1754904995.278,1754904995.278,0.06,1,matched
1754904995.285,imu,1754904995.285,1754904995.285,0.04,1,matched
1754904995.291,imu,1754904995.291,1754904995.291,0.07,1,matched
1754904995.298,imu,1754904995.298,1754904995.298,0.05,1,matched
1754904995.304,imu,1754904995.304,1754904995.304,0.05,1,matched
1754904995.311,imu,1754904995.311,1754904995.311,0.10,1,matched
1754904995.318,imu,1754904995.318,1754904995.318,0.04,1,matched
1754904995.324,imu,1754904995.324,1754904995.324,0.04,1,matched
1754904995.332,imu,1754904995.332,1754904995.332,0.09,1,matched
1754904995.339,imu,1754904995.339,1754904995.339,0.06,1,matched
1754904995.345,imu,1754904995.345,1754904995.345,0.04,1,matched
1754904995.352,imu,1754904995.352,1754904995.352,0.04,1,matched
1754904995.358,imu,1754904995.358,1754904995.358,0.05,1,matched
1754904995.365,imu,1754904995.365,1754904995.365,0.05,1,matched
1754904995.372,imu,1754904995.372,1754904995.372,0.09,1,matched
1754904995.379,imu,1754904995.379,1754904995.379,0.09,1,matched
1754904995.385,imu,1754904995.385,1754904995.385,0.04,1,matched
1754904995.394,imu,1754904995.394,1754904995.394,0.08,1,matched
1754904995.401,imu,1754904995.401,1754904995.401,0.11,1,matched
1754904995.407,imu,1754904995.407,1754904995.407,0.05,1,matched
1754904995.414,imu,1754904995.414,1754904995.414,0.05,1,matched
1754904995.421,imu,1754904995.420,1754904995.421,0.05,1,matched
1754904995.427,imu,1754904995.427,1754904995.427,0.06,1,matched
1754904995.434,imu,1754904995.434,1754904995.434,0.06,1,matched
1754904995.440,imu,1754904995.440,1754904995.440,0.04,1,matched
1754904995.447,imu,1754904995.447,1754904995.447,0.05,1,matched
1754904995.454,imu,1754904995.454,1754904995.454,0.07,1,matched
1754904995.461,imu,1754904995.460,1754904995.461,0.07,1,matched
1754904995.462,gps,1754904995.462,1754904995.462,0.03,1,matched
1754904995.467,imu,1754904995.467,1754904995.467,0.05,1,matched
1754904995.474,imu,1754904995.474,1754904995.474,0.08,1,matched
1754904995.480,imu,1754904995.480,1754904995.480,0.05,1,matched
1754904995.487,imu,1754904995.487,1754904995.487,0.05,1,matched
1754904995.494,imu,1754904995.494,1754904995.494,0.04,1,matched
1754904995.500,imu,1754904995.500,1754904995.500,0.05,1,matched
1754904995.507,imu,1754904995.507,1754904995.507,0.05,1,matched
1754904995.514,imu,1754904995.514,1754904995.514,0.04,1,matched
1754904995.520,imu,1754904995.520,1754904995.520,0.07,1,matched
1754904995.529,imu,1754904995.529,1754904995.529,0.05,1,matched
1754904995.536,imu,1754904995.536,1754904995.536,0.05,1,matched
1754904995.537,lidar,1754904995.537,1754904995.537,0.05,1,matched
1754904995.542,imu,1754904995.542,1754904995.542,0.06,1,matched
1754904995.549,imu,1754904995.549,1754904995.549,0.05,1,matched
1754904995.555,imu,1754904995.555,1754904995.555,0.04,1,matched
1754904995.564,imu,1754904995.564,1754904995.564,0.05,1,matched
1754904995.569,imu,1754904995.569,1754904995.569,0.07,1,matched
1754904995.575,imu,1754904995.575,1754904995.575,0.05,1,matched
1754904995.582,imu,1754904995.582,1754904995.582,0.05,1,matched
1754904995.589,imu,1754904995.588,1754904995.588,0.05,1,matched
1754904995.595,imu,1754904995.595,1754904995.595,0.06,1,matched
1754904995.602,imu,1754904995.602,1754904995.602,0.04,1,matched
1754904995.608,imu,1754904995.608,1754904995.608,0.05,1,matched
1754904995.615,imu,1754904995.615,1754904995.615,0.10,1,matched
1754904995.622,imu,1754904995.622,1754904995.622,0.07,1,matched
1754904995.629,imu,1754904995.629,1754904995.629,0.05,1,matched
1754904995.635,imu,1754904995.635,1754904995.635,0.05,1,matched
1754904995.642,imu,1754904995.642,1754904995.642,0.04,1,matched
1754904995.649,imu,1754904995.649,1754904995.649,0.08,1,matched
1754904995.655,imu,1754904995.655,1754904995.655,0.04,1,matched
1754904995.662,imu,1754904995.662,1754904995.662,0.05,1,matched
1754904995.665,gps,1754904995.665,1754904995.665,0.03,1,matched
1754904995.669,imu,1754904995.669,1754904995.669,0.05,1,matched
1754904995.675,imu,1754904995.675,1754904995.675,0.09,1,matched
1754904995.682,imu,1754904995.682,1754904995.682,0.05,1,matched
1754904995.689,imu,1754904995.689,1754904995.689,0.04,1,matched
1754904995.695,imu,1754904995.695,1754904995.695,0.04,1,matched
1754904995.702,imu,1754904995.702,1754904995.702,0.04,1,matched
1754904995.708,imu,1754904995.708,1754904995.708,0.03,1,matched
1754904995.715,imu,1754904995.715,1754904995.715,0.04,1,matched
1754904995.722,imu,1754904995.722,1754904995.722,0.04,1,matched
1754904995.728,imu,1754904995.728,1754904995.728,0.04,1,matched
1754904995.735,imu,1754904995.735,1754904995.735,0.09,1,matched
1754904995.742,imu,1754904995.742,1754904995.742,0.04,1,matched
1754904995.749,imu,1754904995.749,1754904995.749,0.08,1,matched
1754904995.755,imu,1754904995.755,1754904995.755,0.04,1,matched
1754904995.762,imu,1754904995.761,1754904995.761,0.05,1,matched
1754904995.768,imu,1754904995.768,1754904995.768,0.04,1,matched
1754904995.775,imu,1754904995.775,1754904995.775,0.04,1,matched
1754904995.781,imu,1754904995.781,1754904995.781,0.06,1,matched
1754904995.788,imu,1754904995.788,1754904995.788,0.08,1,matched
1754904995.795,imu,1754904995.795,1754904995.795,0.10,1,matched
1754904995.802,imu,1754904995.802,1754904995.802,0.08,1,matched
1754904995.808,imu,1754904995.808,1754904995.808,0.05,1,matched
1754904995.815,imu,1754904995.815,1754904995.815,0.05,1,matched
1754904995.821,imu,1754904995.821,1754904995.821,0.07,1,matched
1754904995.826,lidar,1754904995.826,1754904995.826,0.06,1,matched
1754904995.828,imu,1754904995.828,1754904995.828,0.06,1,matched
1754904995.835,imu,1754904995.835,1754904995.835,0.05,1,matched
1754904995.841,imu,1754904995.841,1754904995.841,0.04,1,matched
1754904995.848,imu,1754904995.848,1754904995.848,0.06,1,matched
1754904995.855,imu,1754904995.855,1754904995.855,0.06,1,matched
1754904995.861,imu,1754904995.861,1754904995.861,0.06,1,matched
1754904995.868,imu,1754904995.868,1754904995.868,0.06,1,matched
1754904995.875,imu,1754904995.875,1754904995.875,0.05,1,matched
1754904995.881,imu,1754904995.881,1754904995.881,0.04,1,matched
1754904995.888,imu,1754904995.888,1754904995.888,0.05,1,matched
1754904995.888,gps,1754904995.888,1754904995.888,0.03,1,matched
1754904995.897,imu,1754904995.897,1754904995.897,0.04,1,matched
1754904995.901,imu,1754904995.901,1754904995.901,0.04,1,matched
1754904995.908,imu,1754904995.908,1754904995.908,0.05,1,matched
1754904995.915,imu,1754904995.914,1754904995.914,0.05,1,matched
1754904995.921,imu,1754904995.921,1754904995.921,0.05,1,matched
1754904995.928,imu,1754904995.928,1754904995.928,0.06,1,matched
1754904995.934,imu,1754904995.934,1754904995.934,0.05,1,matched
1754904995.943,imu,1754904995.943,1754904995.943,0.04,1,matched
1754904995.948,imu,1754904995.948,1754904995.948,0.04,1,matched
1754904995.954,imu,1754904995.954,1754904995.954,0.05,1,matched
1754904995.961,imu,1754904995.961,1754904995.961,0.05,1,matched
1754904995.968,imu,1754904995.968,1754904995.968,0.08,1,matched
1754904995.974,imu,1754904995.974,1754904995.974,0.05,1,matched
1754904995.981,imu,1754904995.981,1754904995.981,0.04,1,matched
1754904995.988,imu,1754904995.988,1754904995.988,0.07,1,matched
1754904995.994,imu,1754904995.994,1754904995.994,0.05,1,matched
1754904996.001,imu,1754904996.001,1754904996.001,0.05,1,matched
1754904996.008,imu,1754904996.008,1754904996.008,0.05,1,matched
1754904996.014,imu,1754904996.014,1754904996.014,0.05,1,matched
1754904996.021,imu,1754904996.021,1754904996.021,0.06,1,matched
1754904996.028,imu,1754904996.028,1754904996.028,0.08,1,matched
1754904996.034,imu,1754904996.034,1754904996.034,0.06,1,matched
1754904996.041,imu,1754904996.041,1754904996.041,0.08,1,matched
1754904996.048,imu,1754904996.047,1754904996.048,0.06,1,matched
1754904996.054,imu,1754904996.054,1754904996.054,0.05,1,matched
1754904996.061,imu,1754904996.061,1754904996.061,0.05,1,matched
1754904996.068,imu,1754904996.067,1754904996.068,0.04,1,matched
1754904996.074,imu,1754904996.074,1754904996.074,0.05,1,matched
1754904996.078,gps,1754904996.078,1754904996.078,0.06,1,matched
1754904996.081,imu,1754904996.081,1754904996.081,0.03,1,matched
1754904996.088,imu,1754904996.088,1754904996.088,0.05,1,matched
1754904996.094,imu,1754904996.094,1754904996.094,0.07,1,matched
1754904996.101,imu,1754904996.101,1754904996.101,0.06,1,matched
1754904996.108,imu,1754904996.107,1754904996.107,0.05,1,matched
1754904996.114,imu,1754904996.114,1754904996.114,0.06,1,matched
1754904996.117,lidar,1754904996.117,1754904996.117,0.04,1,matched
1754904996.121,imu,1754904996.121,1754904996.121,0.05,1,matched
1754904996.128,imu,1754904996.127,1754904996.128,0.05,1,matched
1754904996.138,imu,1754904996.138,1754904996.138,0.06,1,matched
1754904996.141,imu,1754904996.141,1754904996.141,0.07,1,matched
1754904996.148,imu,1754904996.148,1754904996.148,0.07,1,matched
1754904996.154,imu,1754904996.154,1754904996.154,0.05,1,matched
1754904996.162,imu,1754904996.162,1754904996.162,0.07,1,matched
1754904996.168,imu,1754904996.168,1754904996.168,0.04,1,matched
1754904996.175,imu,1754904996.175,1754904996.175,0.06,1,matched
1754904996.182,imu,1754904996.182,1754904996.182,0.05,1,matched
1754904996.188,imu,1754904996.188,1754904996.188,0.05,1,matched
1754904996.197,imu,1754904996.197,1754904996.197,0.04,1,matched
1754904996.202,imu,1754904996.202,1754904996.202,0.05,1,matched
1754904996.208,imu,1754904996.208,1754904996.208,0.05,1,matched
1754904996.215,imu,1754904996.215,1754904996.215,0.05,1,matched
1754904996.222,imu,1754904996.222,1754904996.222,0.09,1,matched
1754904996.228,imu,1754904996.228,1754904996.228,0.04,1,matched
1754904996.235,imu,1754904996.235,1754904996.235,0.07,1,matched
1754904996.242,imu,1754904996.242,1754904996.242,0.05,1,matched
1754904996.248,imu,1754904996.248,1754904996.248,0.05,1,matched
1754904996.255,imu,1754904996.255,1754904996.255,0.05,1,matched
1754904996.266,imu,1754904996.266,1754904996.266,0.07,1,matched
1754904996.268,imu,1754904996.268,1754904996.268,0.04,1,matched
1754904996.273,gps,1754904996.273,1754904996.273,0.05,1,matched
1754904996.275,imu,1754904996.275,1754904996.275,0.03,1,matched
1754904996.281,imu,1754904996.281,1754904996.281,0.03,1,matched
1754904996.288,imu,1754904996.288,1754904996.288,0.04,1,matched
1754904996.295,imu,1754904996.295,1754904996.295,0.05,1,matched
1754904996.301,imu,1754904996.301,1754904996.301,0.04,1,matched
1754904996.308,imu,1754904996.308,1754904996.308,0.07,1,matched
1754904996.315,imu,1754904996.315,1754904996.315,0.04,1,matched
1754904996.321,imu,1754904996.321,1754904996.321,0.05,1,matched
1754904996.328,imu,1754904996.328,1754904996.328,0.07,1,matched
1754904996.339,imu,1754904996.339,1754904996.339,0.03,1,matched
1754904996.341,imu,1754904996.341,1754904996.341,0.03,1,matched
1754904996.348,imu,1754904996.348,1754904996.348,0.04,1,matched
1754904996.354,imu,1754904996.354,1754904996.354,0.05,1,matched
1754904996.361,imu,1754904996.361,1754904996.361,0.06,1,matched
1754904996.368,imu,1754904996.368,1754904996.368,0.04,1,matched
1754904996.374,imu,1754904996.374,1754904996.374,0.05,1,matched
1754904996.381,imu,1754904996.381,1754904996.381,0.04,1,matched
1754904996.388,imu,1754904996.387,1754904996.388,0.04,1,matched
1754904996.396,imu,1754904996.396,1754904996.396,0.04,1,matched
1754904996.403,imu,1754904996.403,1754904996.403,0.07,1,matched
1754904996.409,imu,1754904996.409,1754904996.409,0.06,1,matched
1754904996.411,lidar,1754904996.411,1754904996.411,0.03,1,matched
1754904996.416,imu,1754904996.416,1754904996.416,0.07,1,matched
1754904996.423,imu,1754904996.423,1754904996.423,0.08,1,matched
1754904996.429,imu,1754904996.429,1754904996.429,0.05,1,matched
1754904996.436,imu,1754904996.436,1754904996.436,0.05,1,matched
1754904996.447,imu,1754904996.447,1754904996.447,0.05,1,matched
1754904996.455,imu,1754904996.455,1754904996.455,0.07,1,matched
1754904996.456,imu,1754904996.456,1754904996.456,0.02,1,matched
1754904996.462,gps,1754904996.462,1754904996.462,0.04,1,matched
1754904996.462,imu,1754904996.462,1754904996.462,0.02,1,matched
1754904996.469,imu,1754904996.469,1754904996.469,0.08,1,matched
1754904996.476,imu,1754904996.476,1754904996.476,0.07,1,matched
1754904996.483,imu,1754904996.483,1754904996.483,0.08,1,matched
1754904996.489,imu,1754904996.489,1754904996.489,0.11,1,matched
1754904996.496,imu,1754904996.496,1754904996.496,0.10,1,matched
1754904996.503,imu,1754904996.503,1754904996.503,0.08,1,matched
1754904996.509,imu,1754904996.509,1754904996.509,0.04,1,matched
1754904996.516,imu,1754904996.516,1754904996.516,0.06,1,matched
1754904996.523,imu,1754904996.523,1754904996.523,0.08,1,matched
1754904996.529,imu,1754904996.529,1754904996.529,0.05,1,matched
1754904996.536,imu,1754904996.536,1754904996.536,0.04,1,matched
1754904996.543,imu,1754904996.542,1754904996.543,0.05,1,matched
1754904996.549,imu,1754904996.549,1754904996.549,0.05,1,matched
1754904996.556,imu,1754904996.556,1754904996.556,0.04,1,matched
1754904996.562,imu,1754904996.562,1754904996.562,0.04,1,matched
1754904996.569,imu,1754904996.569,1754904996.569,0.08,1,matched
1754904996.576,imu,1754904996.576,1754904996.576,0.05,1,matched
1754904996.582,imu,1754904996.582,1754904996.582,0.04,1,matched
1754904996.589,imu,1754904996.589,1754904996.589,0.05,1,matched
1754904996.596,imu,1754904996.596,1754904996.596,0.05,1,matched
1754904996.604,imu,1754904996.604,1754904996.604,0.04,1,matched
1754904996.611,imu,1754904996.611,1754904996.611,0.08,1,matched
1754904996.617,imu,1754904996.617,1754904996.617,0.06,1,matched
1754904996.624,imu,1754904996.624,1754904996.624,0.06,1,matched
1754904996.631,imu,1754904996.631,1754904996.631,0.08,1,matched
1754904996.637,imu,1754904996.637,1754904996.637,0.05,1,matched
1754904996.644,imu,1754904996.644,1754904996.644,0.04,1,matched
1754904996.651,imu,1754904996.650,1754904996.651,0.05,1,matched
1754904996.657,imu,1754904996.657,1754904996.657,0.05,1,matched
1754904996.664,imu,1754904996.664,1754904996.664,0.05,1,matched
1754904996.666,gps,1754904996.666,1754904996.666,0.03,1,matched
1754904996.670,imu,1754904996.670,1754904996.670,0.04,1,matched
1754904996.677,imu,1754904996.677,1754904996.677,0.07,1,matched
1754904996.684,imu,1754904996.684,1754904996.684,0.04,1,matched
1754904996.691,imu,1754904996.691,1754904996.691,0.03,1,matched
1754904996.697,imu,1754904996.697,1754904996.697,0.05,1,matched
1754904996.698,lidar,1754904996.698,1754904996.698,0.05,1,matched
1754904996.704,imu,1754904996.704,1754904996.704,0.08,1,matched
1754904996.710,imu,1754904996.710,1754904996.710,0.05,1,matched
1754904996.717,imu,1754904996.717,1754904996.717,0.05,1,matched
1754904996.724,imu,1754904996.724,1754904996.724,0.05,1,matched
1754904996.730,imu,1754904996.730,1754904996.730,0.05,1,matched
1754904996.738,imu,1754904996.738,1754904996.738,0.06,1,matched
1754904996.745,imu,1754904996.744,1754904996.745,0.05,1,matched
1754904996.751,imu,1754904996.751,1754904996.751,0.05,1,matched
1754904996.758,imu,1754904996.758,1754904996.758,0.04,1,matched
1754904996.764,imu,1754904996.764,1754904996.764,0.05,1,matched
1754904996.771,imu,1754904996.771,1754904996.771,0.04,1,matched
1754904996.778,imu,1754904996.778,1754904996.778,0.04,1,matched
1754904996.785,imu,1754904996.785,1754904996.785,0.08,1,matched
1754904996.791,imu,1754904996.791,1754904996.791,0.07,1,matched
1754904996.798,imu,1754904996.798,1754904996.798,0.04,1,matched
1754904996.804,imu,1754904996.804,1754904996.804,0.04,1,matched
1754904996.811,imu,1754904996.811,1754904996.811,0.05,1,matched
1754904996.818,imu,1754904996.818,1754904996.818,0.04,1,matched
1754904996.824,imu,1754904996.824,1754904996.824,0.04,1,matched
1754904996.831,imu,1754904996.831,1754904996.831,0.07,1,matched
1754904996.838,imu,1754904996.838,1754904996.838,0.04,1,matched
1754904996.844,imu,1754904996.844,1754904996.844,0.04,1,matched
1754904996.851,imu,1754904996.851,1754904996.851,0.06,1,matched
1754904996.857,imu,1754904996.857,1754904996.857,0.03,1,matched
1754904996.864,imu,1754904996.864,1754904996.864,0.08,1,matched
1754904996.871,imu,1754904996.871,1754904996.871,0.05,1,matched
1754904996.877,imu,1754904996.877,1754904996.877,0.04,1,matched
1754904996.878,gps,1754904996.878,1754904996.878,0.03,1,matched
1754904996.884,imu,1754904996.884,1754904996.884,0.07,1,matched
1754904996.891,imu,1754904996.891,1754904996.891,0.05,1,matched
1754904996.897,imu,1754904996.897,1754904996.897,0.06,1,matched
1754904996.904,imu,1754904996.904,1754904996.904,0.08,1,matched
1754904996.911,imu,1754904996.911,1754904996.911,0.06,1,matched
1754904996.917,imu,1754904996.917,1754904996.917,0.05,1,matched
1754904996.924,imu,1754904996.924,1754904996.924,0.06,1,matched
1754904996.931,imu,1754904996.931,1754904996.931,0.05,1,matched
1754904996.937,imu,1754904996.937,1754904996.937,0.04,1,matched
1754904996.944,imu,1754904996.944,1754904996.944,0.06,1,matched
1754904996.951,imu,1754904996.951,1754904996.951,0.03,1,matched
1754904996.957,imu,1754904996.957,1754904996.957,0.04,1,matched
1754904996.964,imu,1754904996.964,1754904996.964,0.05,1,matched
1754904996.971,imu,1754904996.971,1754904996.971,0.09,1,matched
1754904996.977,imu,1754904996.977,1754904996.977,0.05,1,matched
1754904996.984,imu,1754904996.984,1754904996.984,0.05,1,matched
1754904996.991,imu,1754904996.991,1754904996.991,0.07,1,matched
1754904996.997,imu,1754904996.997,1754904996.997,0.05,1,matched
1754904997.004,imu,1754904997.004,1754904997.004,0.04,1,matched
1754904997.011,imu,1754904997.010,1754904997.011,0.07,1,matched
1754904997.011,lidar,1754904997.011,1754904997.011,0.04,1,matched
1754904997.017,imu,1754904997.017,1754904997.017,0.06,1,matched
1754904997.024,imu,1754904997.024,1754904997.024,0.06,1,matched
1754904997.031,imu,1754904997.030,1754904997.030,0.06,1,matched
1754904997.037,imu,1754904997.037,1754904997.037,0.05,1,matched
1754904997.044,imu,1754904997.044,1754904997.044,0.05,1,matched
1754904997.050,imu,1754904997.050,1754904997.050,0.04,1,matched
1754904997.057,imu,1754904997.057,1754904997.057,0.08,1,matched
1754904997.064,imu,1754904997.064,1754904997.064,0.06,1,matched
1754904997.070,imu,1754904997.070,1754904997.070,0.06,1,matched
1754904997.077,imu,1754904997.077,1754904997.077,0.05,1,matched
1754904997.083,gps,1754904997.083,1754904997.083,0.04,1,matched
1754904997.084,imu,1754904997.084,1754904997.084,0.02,1,matched
1754904997.090,imu,1754904997.090,1754904997.090,0.04,1,matched
1754904997.097,imu,1754904997.097,1754904997.097,0.06,1,matched
1754904997.104,imu,1754904997.104,1754904997.104,0.04,1,matched
1754904997.110,imu,1754904997.110,1754904997.110,0.07,1,matched
1754904997.117,imu,1754904997.117,1754904997.117,0.05,1,matched
1754904997.124,imu,1754904997.124,1754904997.124,0.07,1,matched
1754904997.135,imu,1754904997.135,1754904997.135,0.04,1,matched
1754904997.137,imu,1754904997.137,1754904997.137,0.03,1,matched
1754904997.145,imu,1754904997.145,1754904997.145,0.04,1,matched
1754904997.151,imu,1754904997.151,1754904997.151,0.05,1,matched
1754904997.157,imu,1754904997.157,1754904997.157,0.05,1,matched
1754904997.164,imu,1754904997.164,1754904997.164,0.03,1,matched
1754904997.171,imu,1754904997.171,1754904997.171,0.07,1,matched
1754904997.177,imu,1754904997.177,1754904997.177,0.06,1,matched
1754904997.184,imu,1754904997.184,1754904997.184,0.13,1,matched
1754904997.191,imu,1754904997.191,1754904997.191,0.08,1,matched
1754904997.197,imu,1754904997.197,1754904997.197,0.04,1,matched
1754904997.207,imu,1754904997.207,1754904997.207,0.05,1,matched
1754904997.214,imu,1754904997.214,1754904997.214,0.05,1,matched
1754904997.221,imu,1754904997.220,1754904997.221,0.06,1,matched
1754904997.227,imu,1754904997.227,1754904997.227,0.05,1,matched
1754904997.234,imu,1754904997.234,1754904997.234,0.05,1,matched
1754904997.241,imu,1754904997.240,1754904997.240,0.05,1,matched
1754904997.247,imu,1754904997.247,1754904997.247,0.07,1,matched
1754904997.254,imu,1754904997.254,1754904997.254,0.04,1,matched
1754904997.261,imu,1754904997.261,1754904997.261,0.06,1,matched
1754904997.267,imu,1754904997.267,1754904997.267,0.11,1,matched
1754904997.272,gps,1754904997.272,1754904997.272,0.04,1,matched
1754904997.274,imu,1754904997.274,1754904997.274,0.03,1,matched
1754904997.280,imu,1754904997.280,1754904997.280,0.05,1,matched
1754904997.287,imu,1754904997.287,1754904997.287,0.04,1,matched
1754904997.294,imu,1754904997.294,1754904997.294,0.04,1,matched
1754904997.300,imu,1754904997.300,1754904997.300,0.05,1,matched
1754904997.305,lidar,1754904997.305,1754904997.305,0.04,1,matched
1754904997.307,imu,1754904997.307,1754904997.307,0.03,1,matched
1754904997.318,imu,1754904997.318,1754904997.318,0.06,1,matched
1754904997.325,imu,1754904997.325,1754904997.325,0.06,1,matched
1754904997.331,imu,1754904997.331,1754904997.331,0.07,1,matched
1754904997.338,imu,1754904997.338,1754904997.338,0.05,1,matched
1754904997.345,imu,1754904997.344,1754904997.345,0.05,1,matched
1754904997.351,imu,1754904997.351,1754904997.351,0.05,1,matched
1754904997.360,imu,1754904997.360,1754904997.360,0.05,1,matched
1754904997.366,imu,1754904997.366,1754904997.366,0.04,1,matched
1754904997.376,imu,1754904997.375,1754904997.375,0.05,1,matched
1754904997.382,imu,1754904997.382,1754904997.382,0.07,1,matched
1754904997.389,imu,1754904997.389,1754904997.389,0.05,1,matched
1754904997.396,imu,1754904997.395,1754904997.395,0.05,1,matched
1754904997.402,imu,1754904997.402,1754904997.402,0.04,1,matched
1754904997.409,imu,1754904997.409,1754904997.409,0.05,1,matched
1754904997.415,imu,1754904997.415,1754904997.415,0.05,1,matched
1754904997.422,imu,1754904997.422,1754904997.422,0.05,1,matched
1754904997.429,imu,1754904997.429,1754904997.429,0.05,1,matched
1754904997.435,imu,1754904997.435,1754904997.435,0.04,1,matched
1754904997.442,imu,1754904997.442,1754904997.442,0.04,1,matched
1754904997.449,imu,1754904997.449,1754904997.449,0.05,1,matched
1754904997.457,imu,1754904997.457,1754904997.457,0.09,1,matched
1754904997.461,gps,1754904997.461,1754904997.461,0.04,1,matched
1754904997.462,imu,1754904997.462,1754904997.462,0.03,1,matched
1754904997.472,imu,1754904997.472,1754904997.472,0.04,1,matched
1754904997.476,imu,1754904997.476,1754904997.476,0.04,1,matched
1754904997.483,imu,1754904997.482,1754904997.483,0.08,1,matched
1754904997.489,imu,1754904997.489,1754904997.489,0.05,1,matched
1754904997.496,imu,1754904997.496,1754904997.496,0.05,1,matched
1754904997.503,imu,1754904997.502,1754904997.502,0.09,1,matched
1754904997.509,imu,1754904997.509,1754904997.509,0.04,1,matched
1754904997.516,imu,1754904997.516,1754904997.516,0.05,1,matched
1754904997.523,imu,1754904997.523,1754904997.523,0.07,1,matched
1754904997.529,imu,1754904997.529,1754904997.529,0.07,1,matched
1754904997.540,imu,1754904997.540,1754904997.540,0.08,1,matched
1754904997.548,imu,1754904997.548,1754904997.548,0.05,1,matched
1754904997.554,imu,1754904997.553,1754904997.554,0.09,1,matched
1754904997.561,imu,1754904997.560,1754904997.560,0.10,1,matched
1754904997.567,imu,1754904997.567,1754904997.567,0.05,1,matched
1754904997.573,imu,1754904997.573,1754904997.573,0.04,1,matched
1754904997.580,imu,1754904997.580,1754904997.580,0.04,1,matched
1754904997.587,imu,1754904997.587,1754904997.587,0.07,1,matched
1754904997.594,imu,1754904997.593,1754904997.594,0.08,1,matched
1754904997.601,imu,1754904997.601,1754904997.601,0.07,1,matched
1754904997.601,lidar,1754904997.601,1754904997.601,0.03,1,matched
1754904997.607,imu,1754904997.607,1754904997.607,0.07,1,matched
1754904997.614,imu,1754904997.614,1754904997.614,0.07,1,matched
1754904997.620,imu,1754904997.620,1754904997.620,0.07,1,matched
1754904997.627,imu,1754904997.627,1754904997.627,0.07,1,matched
1754904997.634,imu,1754904997.634,1754904997.634,0.10,1,matched
1754904997.640,imu,1754904997.640,1754904997.640,0.06,1,matched
1754904997.647,imu,1754904997.647,1754904997.647,0.08,1,matched
1754904997.654,imu,1754904997.654,1754904997.654,0.05,1,matched
1754904997.660,imu,1754904997.660,1754904997.660,0.04,1,matched
1754904997.665,gps,1754904997.665,1754904997.665,0.05,1,matched
1754904997.667,imu,1754904997.667,1754904997.667,0.04,1,matched
1754904997.674,imu,1754904997.674,1754904997.674,0.06,1,matched
1754904997.680,imu,1754904997.680,1754904997.680,0.04,1,matched
1754904997.687,imu,1754904997.687,1754904997.687,0.05,1,matched
1754904997.694,imu,1754904997.694,1754904997.694,0.04,1,matched
1754904997.701,imu,1754904997.700,1754904997.701,0.07,1,matched
1754904997.707,imu,1754904997.707,1754904997.707,0.06,1,matched
1754904997.714,imu,1754904997.714,1754904997.714,0.07,1,matched
1754904997.721,imu,1754904997.721,1754904997.721,0.08,1,matched
1754904997.727,imu,1754904997.727,1754904997.727,0.05,1,matched
1754904997.734,imu,1754904997.734,1754904997.734,0.05,1,matched
1754904997.741,imu,1754904997.741,1754904997.741,0.05,1,matched
1754904997.747,imu,1754904997.747,1754904997.747,0.03,1,matched
1754904997.754,imu,1754904997.754,1754904997.754,0.04,1,matched
1754904997.761,imu,1754904997.761,1754904997.761,0.04,1,matched
1754904997.767,imu,1754904997.767,1754904997.767,0.05,1,matched
1754904997.774,imu,1754904997.774,1754904997.774,0.04,1,matched
1754904997.780,imu,1754904997.780,1754904997.780,0.04,1,matched
1754904997.787,imu,1754904997.787,1754904997.787,0.05,1,matched
1754904997.794,imu,1754904997.794,1754904997.794,0.04,1,matched
1754904997.800,imu,1754904997.800,1754904997.800,0.04,1,matched
1754904997.807,imu,1754904997.807,1754904997.807,0.05,1,matched
1754904997.814,imu,1754904997.814,1754904997.814,0.07,1,matched
1754904997.821,imu,1754904997.820,1754904997.820,0.18,1,matched
1754904997.827,imu,1754904997.827,1754904997.827,0.06,1,matched
1754904997.834,imu,1754904997.833,1754904997.834,0.04,1,matched
1754904997.840,imu,1754904997.840,1754904997.840,0.05,1,matched
1754904997.847,imu,1754904997.847,1754904997.847,0.04,1,matched
1754904997.854,imu,1754904997.854,1754904997.854,0.08,1,matched
1754904997.860,imu,1754904997.860,1754904997.860,0.07,1,matched
1754904997.866,gps,1754904997.866,1754904997.866,0.04,1,matched
1754904997.867,imu,1754904997.867,1754904997.867,0.03,1,matched
1754904997.874,imu,1754904997.874,1754904997.874,0.09,1,matched
