time_ns,time_s,statusjoy,valid_value
1783505118388561537,1783505118.3885617,1,True
1783505118396651536,1783505118.3966515,1,True
1783505118400865408,1783505118.4008653,1,True
1783505118404918378,1783505118.4049182,1,True
1783505118405254331,1783505118.4052544,1,True
1783505118417207762,1783505118.4172077,1,True
1783505118417299145,1783505118.4172993,1,True
1783505118421352335,1783505118.4213524,1,True
1783505118425316086,1783505118.425316,1,True
1783505118437734774,1783505118.4377346,1,True
1783505118441543734,1783505118.4415436,1,True
1783505118445678968,1783505118.445679,1,True
1783505118458223844,1783505118.4582238,1,True
1783505118458308043,1783505118.458308,1,True
1783505118462371823,1783505118.4623718,1,True
1783505118466422308,1783505118.4664223,1,True
1783505118470548044,1783505118.470548,1,True
1783505118478746388,1783505118.4787464,1,True
1783505118478922469,1783505118.4789226,1,True
1783505118486770873,1783505118.4867709,1,True
1783505118499196905,1783505118.499197,1,True
1783505118499354723,1783505118.4993546,1,True
1783505118507275833,1783505118.5072758,1,True
1783505118515378045,1783505118.515378,1,True
1783505118519711804,1783505118.5197117,1,True
1783505118523782948,1783505118.523783,1,True
1783505118527746919,1783505118.527747,1,True
1783505118531708507,1783505118.5317085,1,True
1783505118535601074,1783505118.5356011,1,True
1783505118540058546,1783505118.5400586,1,True
1783505118548103229,1783505118.548103,1,True
1783505118556177258,1783505118.5561771,1,True
1783505118560491220,1783505118.5604913,1,True
1783505118568569627,1783505118.5685697,1,True
1783505118572669405,1783505118.5726695,1,True
1783505118576757961,1783505118.576758,1,True
1783505118580988946,1783505118.580989,1,True
1783505118584986141,1783505118.5849862,1,True
1783505118589008102,1783505118.589008,1,True
1783505118597269514,1783505118.5972695,1,True
1783505118601419857,1783505118.6014197,1,True
1783505118609530024,1783505118.6095302,1,True
1783505118617796856,1783505118.617797,1,True
1783505118621945035,1783505118.6219451,1,True
1783505118625814499,1783505118.6258144,1,True
1783505118630276830,1783505118.630277,1,True
1783505118638236293,1783505118.6382365,1,True
1783505118642460846,1783505118.6424608,1,True
1783505118642541568,1783505118.6425416,1,True
1783505118646631056,1783505118.6466312,1,True
1783505118658916824,1783505118.658917,1,True
1783505118659396979,1783505118.659397,1,True
1783505118667061376,1783505118.6670613,1,True
1783505118679521081,1783505118.679521,1,True
1783505118679855632,1783505118.6798556,1,True
1783505118683556097,1783505118.683556,1,True
1783505118687627020,1783505118.687627,1,True
1783505118691691682,1783505118.6916919,1,True
1783505118695787993,1783505118.6957881,1,True
1783505118700057250,1783505118.7000573,1,True
1783505118708041039,1783505118.708041,1,True
1783505118715980434,1783505118.7159805,1,True
1783505118720440030,1783505118.7204401,1,True
1783505118728505473,1783505118.7285056,1,True
1783505118736562800,1783505118.7365627,1,True
1783505118740825795,1783505118.740826,1,True
1783505118745005113,1783505118.7450051,1,True
1783505118749041141,1783505118.749041,1,True
1783505118753146028,1783505118.7531462,1,True
1783505118757077438,1783505118.7570775,1,True
1783505118761336647,1783505118.7613366,1,True
1783505118769532395,1783505118.7695324,1,True
1783505118777637723,1783505118.7776377,1,True
1783505118781895078,1783505118.7818952,1,True
1783505118789948457,1783505118.7899485,1,True
1783505118794102107,1783505118.794102,1,True
1783505118798083922,1783505118.7980838,1,True
1783505118802288117,1783505118.802288,1,True
1783505118802395269,1783505118.8023953,1,True
1783505118810328472,1783505118.8103285,1,True
1783505118818555800,1783505118.8185558,1,True
1783505118822618047,1783505118.822618,1,True
1783505118826520793,1783505118.826521,1,True
1783505118838989225,1783505118.8389893,1,True
1783505118839067844,1783505118.839068,1,True
1783505118847026395,1783505118.8470263,1,True
1783505118851385000,1783505118.851385,1,True
1783505118859609483,1783505118.8596096,1,True
1783505118859692359,1783505118.8596923,1,True
1783505118863738786,1783505118.8637388,1,True
1783505118867633998,1783505118.8676338,1,True
1783505118880004345,1783505118.8800044,1,True
1783505118880092582,1783505118.8800926,1,True
1783505118888006839,1783505118.888007,1,True
1783505118896190084,1783505118.8961902,1,True
1783505118900529514,1783505118.9005294,1,True
1783505118904594566,1783505118.9045947,1,True
1783505118908567705,1783505118.908568,1,True
1783505118916872329,1783505118.9168725,1,True
1783505118916969191,1783505118.9169693,1,True
1783505118920979390,1783505118.9209795,1,True
1783505118928997564,1783505118.9289975,1,True
1783505118937213630,1783505118.9372137,1,True
1783505118941466466,1783505118.9414663,1,True
1783505118949646275,1783505118.9496462,1,True
1783505118957729541,1783505118.9577296,1,True
1783505118962055926,1783505118.962056,1,True
1783505118965972077,1783505118.965972,1,True
1783505118970140715,1783505118.9701407,1,True
1783505118974168206,1783505118.9741683,1,True
1783505118978246544,1783505118.9782467,1,True
1783505118982483690,1783505118.9824836,1,True
1783505118990541639,1783505118.9905415,1,True
1783505119019376310,1783505119.0193763,1,True
1783505119023735777,1783505119.0237358,1,True
1783505119023885790,1783505119.0238857,1,True
1783505119027484453,1783505119.0274844,1,True
1783505119031653251,1783505119.0316534,1,True
1783505119035709496,1783505119.0357094,1,True
1783505119039743861,1783505119.0397437,1,True
1783505119039857976,1783505119.0398579,1,True
1783505119047721538,1783505119.0477214,1,True
1783505119060255834,1783505119.0602558,1,True
1783505119060378806,1783505119.0603788,1,True
1783505119068273747,1783505119.0682738,1,True
1783505119072594561,1783505119.0725946,1,True
1783505119076531953,1783505119.076532,1,True
1783505119080774991,1783505119.080775,1,True
1783505119084908943,1783505119.084909,1,True
1783505119088798284,1783505119.0887983,1,True
1783505119096903942,1783505119.096904,1,True
1783505119101266556,1783505119.1012664,1,True
1783505119109274129,1783505119.1092741,1,True
1783505119117436374,1783505119.1174364,1,True
1783505119121762939,1783505119.1217628,1,True
1783505119125704960,1783505119.125705,1,True
1783505119129961473,1783505119.1299615,1,True
1783505119137968205,1783505119.137968,1,True
1783505119142250677,1783505119.1422508,1,True
1783505119146082760,1783505119.1460829,1,True
1783505119150190743,1783505119.1501908,1,True
1783505119158400578,1783505119.1584005,1,True
1783505119162597258,1783505119.1625974,1,True
1783505119170657552,1783505119.1706576,1,True
1783505119178918823,1783505119.1789188,1,True
1783505119183206174,1783505119.183206,1,True
1783505119183520737,1783505119.1835208,1,True
1783505119191244817,1783505119.1912448,1,True
1783505119195291384,1783505119.1952913,1,True
1783505119199429835,1783505119.19943,1,True
1783505119203481722,1783505119.2034817,1,True
1783505119211613069,1783505119.2116132,1,True
1783505119219909206,1783505119.2199092,1,True
1783505119220030806,1783505119.2200308,1,True
1783505119232160038,1783505119.23216,1,True
1783505119236046303,1783505119.2360463,1,True
1783505119240472737,1783505119.2404728,1,True
1783505119244543660,1783505119.2445438,1,True
1783505119248517410,1783505119.2485173,1,True
1783505119252807577,1783505119.2528076,1,True
1783505119256501900,1783505119.256502,1,True
1783505119260965253,1783505119.2609653,1,True
1783505119268982656,1783505119.268983,1,True
1783505119277165539,1783505119.2771657,1,True
1783505119281602052,1783505119.2816021,1,True
1783505119289609315,1783505119.2896092,1,True
1783505119294033544,1783505119.2940338,1,True
1783505119298009548,1783505119.2980096,1,True
1783505119302263236,1783505119.3022633,1,True
1783505119306314933,1783505119.306315,1,True
1783505119310079690,1783505119.3100798,1,True
1783505119318376488,1783505119.3183765,1,True
1783505119322759590,1783505119.3227596,1,True
1783505119330658278,1783505119.3306582,1,True
1783505119338838387,1783505119.3388383,1,True
1783505119343311919,1783505119.3433118,1,True
1783505119346700877,1783505119.346701,1,True
1783505119351118063,1783505119.351118,1,True
1783505119359096612,1783505119.3590965,1,True
1783505119363286420,1783505119.3632865,1,True
1783505119363398511,1783505119.3633983,1,True
1783505119371435911,1783505119.371436,1,True
1783505119379614276,1783505119.379614,1,True
1783505119383710116,1783505119.3837101,1,True
1783505119391979393,1783505119.3919795,1,True
1783505119400177216,1783505119.4001772,1,True
1783505119400297703,1783505119.4002976,1,True
1783505119404402790,1783505119.4044027,1,True
1783505119412589782,1783505119.4125898,1,True
1783505119416610060,1783505119.41661,1,True
1783505119420764431,1783505119.4207644,1,True
1783505119420867996,1783505119.4208682,1,True
1783505119433077159,1783505119.4330773,1,True
1783505119441252338,1783505119.4412525,1,True
1783505119441378967,1783505119.441379,1,True
1783505119453523328,1783505119.4535234,1,True
1783505119457753812,1783505119.457754,1,True
1783505119461900699,1783505119.4619007,1,True
1783505119466014483,1783505119.4660144,1,True
1783505119470009713,1783505119.4700096,1,True
1783505119474091427,1783505119.4740915,1,True
1783505119478026845,1783505119.4780269,1,True
1783505119482351266,1783505119.4823513,1,True
1783505119490253722,1783505119.490254,1,True
1783505119498646662,1783505119.4986467,1,True
1783505119502810310,1783505119.5028105,1,True
1783505119510729467,1783505119.5107296,1,True
1783505119515055441,1783505119.5150554,1,True
1783505119519049900,1783505119.51905,1,True
1783505119523252892,1783505119.523253,1,True
1783505119527121394,1783505119.5271213,1,True
1783505119531452117,1783505119.5314522,1,True
1783505119539580628,1783505119.5395806,1,True
1783505119543755488,1783505119.5437555,1,True
1783505119551802285,1783505119.5518024,1,True
1783505119560108812,1783505119.560109,1,True
1783505119564088664,1783505119.5640886,1,True
1783505119572461035,1783505119.5724611,1,True
1783505119572550754,1783505119.5725508,1,True
1783505119580650381,1783505119.5806506,1,True
1783505119584624131,1783505119.584624,1,True
1783505119584695676,1783505119.5846956,1,True
1783505119592669236,1783505119.5926692,1,True
1783505119600927642,1783505119.6009278,1,True
1783505119601007493,1783505119.6010077,1,True
1783505119613134491,1783505119.6131346,1,True
1783505119621399650,1783505119.6213996,1,True
1783505119621482055,1783505119.621482,1,True
1783505119625454453,1783505119.6254544,1,True
1783505119633596670,1783505119.6335967,1,True
1783505119637632908,1783505119.637633,1,True
1783505119641897767,1783505119.6418977,1,True
1783505119645838024,1783505119.645838,1,True
1783505119654103504,1783505119.6541035,1,True
1783505119658000459,1783505119.6580005,1,True
1783505119662431040,1783505119.662431,1,True
1783505119674596271,1783505119.6745963,1,True
1783505119678683124,1783505119.678683,1,True
1783505119682869886,1783505119.6828697,1,True
1783505119686965776,1783505119.6869657,1,True
1783505119690919589,1783505119.6909196,1,True
1783505119695122641,1783505119.6951227,1,True
1783505119699115938,1783505119.699116,1,True
1783505119703393762,1783505119.7033937,1,True
1783505119715590111,1783505119.7155902,1,True
1783505119719584730,1783505119.7195847,1,True
1783505119723782883,1783505119.723783,1,True
1783505119731791649,1783505119.7317917,1,True
1783505119735993329,1783505119.7359934,1,True
1783505119740132180,1783505119.740132,1,True
1783505119744295658,1783505119.7442956,1,True
1783505119748218923,1783505119.7482188,1,True
1783505119752339290,1783505119.7523391,1,True
1783505119760479974,1783505119.76048,1,True
1783505119764643442,1783505119.7646434,1,True
1783505119772823280,1783505119.7728233,1,True
1783505119781114358,1783505119.7811143,1,True
1783505119785112524,1783505119.7851126,1,True
1783505119793499142,1783505119.7934992,1,True
1783505119793595824,1783505119.7935958,1,True
1783505119801643083,1783505119.801643,1,True
1783505119801744203,1783505119.8017442,1,True
1783505119805752298,1783505119.8057523,1,True
1783505119813743962,1783505119.8137438,1,True
1783505119817814835,1783505119.8178148,1,True
1783505119822100543,1783505119.8221004,1,True
1783505119834330265,1783505119.8343303,1,True
1783505119838160204,1783505119.83816,1,True
1783505119842443999,1783505119.842444,1,True
1783505119846626683,1783505119.8466265,1,True
1783505119854743282,1783505119.8547432,1,True
1783505119858812903,1783505119.8588128,1,True
1783505119863163213,1783505119.8631632,1,True
1783505119863294300,1783505119.8632941,1,True
1783505119875248723,1783505119.8752487,1,True
1783505119879312543,1783505119.8793128,1,True
1783505119883640110,1783505119.88364,1,True
1783505119895666128,1783505119.8956661,1,True
1783505119899764062,1783505119.899764,1,True
1783505119903956965,1783505119.903957,1,True
1783505119907887955,1783505119.907888,1,True
1783505119912023911,1783505119.9120238,1,True
1783505119916299901,1783505119.9162998,1,True
1783505119920423834,1783505119.920424,1,True
1783505119924454111,1783505119.9244542,1,True
1783505119932399848,1783505119.9324,1,True
1783505119940639148,1783505119.9406393,1,True
1783505119944889780,1783505119.9448898,1,True
1783505119953048268,1783505119.9530482,1,True
1783505119957305252,1783505119.9573054,1,True
1783505119961517973,1783505119.961518,1,True
1783505119965570621,1783505119.9655704,1,True
1783505119969448461,1783505119.9694486,1,True
1783505119973476173,1783505119.9734762,1,True
1783505119981740841,1783505119.9817407,1,True
1783505119985706716,1783505119.9857068,1,True
1783505119993896744,1783505119.9938967,1,True
1783505120002206777,1783505120.0022068,1,True
1783505120006201587,1783505120.0062015,1,True
1783505120014459753,1783505120.0144596,1,True
1783505120018709043,1783505120.018709,1,True
1783505120018824460,1783505120.0188243,1,True
1783505120022701438,1783505120.0227013,1,True
1783505120027007685,1783505120.0270078,1,True
1783505120035026930,1783505120.035027,1,True
1783505120038893288,1783505120.0388932,1,True
1783505120043182944,1783505120.0431828,1,True
1783505120055505551,1783505120.0555058,1,True
1783505120059473179,1783505120.059473,1,True
1783505120063521320,1783505120.0635214,1,True
1783505120067669108,1783505120.067669,1,True
1783505120075823979,1783505120.0758238,1,True
1783505120079930740,1783505120.0799305,1,True
1783505120084143290,1783505120.0841434,1,True
1783505120088136998,1783505120.088137,1,True
1783505120096421263,1783505120.0964215,1,True
1783505120121167928,1783505120.121168,1,True
1783505120125394495,1783505120.1253943,1,True
1783505120129210858,1783505120.129211,1,True
1783505120129288444,1783505120.1292884,1,True
1783505120133401717,1783505120.1334016,1,True
1783505120137423779,1783505120.1374238,1,True
1783505120141596193,1783505120.141596,1,True
1783505120145562770,1783505120.145563,1,True
1783505120161880227,1783505120.1618803,1,True
1783505120166150746,1783505120.1661506,1,True
1783505120178372994,1783505120.178373,1,True
1783505120182751246,1783505120.1827512,1,True
1783505120186743271,1783505120.1867433,1,True
1783505120190799346,1783505120.1907995,1,True
1783505120198707262,1783505120.198707,1,True
1783505120207103178,1783505120.2071033,1,True
1783505120219344311,1783505120.2193444,1,True
1783505120223697717,1783505120.2236977,1,True
1783505120236036354,1783505120.2360363,1,True
1783505120240031845,1783505120.2400317,1,True
1783505120240140650,1783505120.2401404,1,True
1783505120244189692,1783505120.2441897,1,True
1783505120248420617,1783505120.2484207,1,True
1783505120256469308,1783505120.2564692,1,True
1783505120260299818,1783505120.2602997,1,True
1783505120264723316,1783505120.2647233,1,True
1783505120277051644,1783505120.2770517,1,True
1783505120281047245,1783505120.2810473,1,True
1783505120285101677,1783505120.2851017,1,True
1783505120289259194,1783505120.2892592,1,True
1783505120301597390,1783505120.3015974,1,True
1783505120301896975,1783505120.301897,1,True
1783505120305738586,1783505120.3057384,1,True
1783505120317917241,1783505120.317917,1,True
1783505120321975290,1783505120.3219752,1,True
1783505120325974859,1783505120.3259747,1,True
1783505120342301614,1783505120.3423016,1,True
1783505120346585078,1783505120.346585,1,True
1783505120346661391,1783505120.3466613,1,True
1783505120354505497,1783505120.3545055,1,True
1783505120358906913,1783505120.358907,1,True
1783505120362964331,1783505120.3629642,1,True
1783505120375155390,1783505120.3751554,1,True
1783505120379266479,1783505120.3792665,1,True
1783505120387487805,1783505120.3874876,1,True
1783505120395634772,1783505120.3956347,1,True
1783505120399856028,1783505120.399856,1,True
1783505120403855026,1783505120.403855,1,True
1783505120412044422,1783505120.4120445,1,True
1783505120416134983,1783505120.4161348,1,True
1783505120420214382,1783505120.4202142,1,True
1783505120436651655,1783505120.4366517,1,True
1783505120440669798,1783505120.4406698,1,True
1783505120457181932,1783505120.457182,1,True
1783505120457261592,1783505120.4572616,1,True
1783505120461450598,1783505120.4614506,1,True
1783505120465356971,1783505120.465357,1,True
1783505120477650083,1783505120.4776502,1,True
1783505120481648619,1783505120.4816487,1,True
1783505120498224353,1783505120.4982245,1,True
1783505120502092234,1783505120.5020924,1,True
1783505120510342344,1783505120.5103424,1,True
1783505120514615158,1783505120.514615,1,True
1783505120522700128,1783505120.5227,1,True
1783505120522982831,1783505120.5229828,1,True
1783505120534893511,1783505120.5348935,1,True
1783505120543198465,1783505120.5431983,1,True
1783505120555483000,1783505120.5554829,1,True
1783505120559427666,1783505120.5594275,1,True
1783505120567885558,1783505120.5678856,1,True
1783505120576037133,1783505120.5760372,1,True
1783505120580039928,1783505120.58004,1,True
1783505120584055497,1783505120.5840557,1,True
1783505120596290979,1783505120.596291,1,True
1783505120600480677,1783505120.6004808,1,True
1783505120616829042,1783505120.616829,1,True
1783505120620902610,1783505120.6209025,1,True
1783505120625107596,1783505120.6251078,1,True
1783505120633149885,1783505120.6331499,1,True
1783505120637404505,1783505120.6374044,1,True
1783505120641308814,1783505120.641309,1,True
1783505120657805789,1783505120.657806,1,True
1783505120661858037,1783505120.661858,1,True
1783505120678502540,1783505120.6785026,1,True
1783505120678659426,1783505120.6786594,1,True
1783505120682513461,1783505120.6825135,1,True
1783505120686443729,1783505120.6864438,1,True
1783505120698703537,1783505120.6987035,1,True
1783505120702930154,1783505120.7029302,1,True
1783505120715093902,1783505120.715094,1,True
1783505120723290251,1783505120.7232904,1,True
1783505120731340605,1783505120.7313406,1,True
1783505120735721272,1783505120.735721,1,True
1783505120743727964,1783505120.743728,1,True
1783505120743896271,1783505120.7438962,1,True
1783505120756096928,1783505120.756097,1,True
1783505120760204160,1783505120.7602043,1,True
1783505120776635301,1783505120.7766354,1,True
1783505120780675366,1783505120.7806754,1,True
1783505120788829336,1783505120.7888293,1,True
1783505120797017720,1783505120.7970176,1,True
1783505120801354094,1783505120.801354,1,True
1783505120805153986,1783505120.805154,1,True
1783505120817625544,1783505120.8176255,1,True
1783505120821569228,1783505120.8215692,1,True
1783505120838090418,1783505120.8380904,1,True
1783505120841961565,1783505120.8419614,1,True
1783505120846240110,1783505120.84624,1,True
1783505120854428234,1783505120.854428,1,True
1783505120858572164,1783505120.8585722,1,True
1783505120862640523,1783505120.8626406,1,True
1783505120879303742,1783505120.8793037,1,True
1783505120883097202,1783505120.8830972,1,True
1783505120895302678,1783505120.8953028,1,True
1783505120899669619,1783505120.8996694,1,True
1783505120903787862,1783505120.9037879,1,True
1783505120907756302,1783505120.9077563,1,True
1783505120915672693,1783505120.9156725,1,True
1783505120924074530,1783505120.9240744,1,True
1783505120936325803,1783505120.9363258,1,True
1783505120940518736,1783505120.9405186,1,True
1783505120952875968,1783505120.952876,1,True
1783505120956793502,1783505120.9567935,1,True
1783505120960821104,1783505120.960821,1,True
1783505120965151426,1783505120.9651515,1,True
1783505120977352955,1783505120.9773529,1,True
1783505120981505763,1783505120.9815059,1,True
1783505120997854057,1783505120.997854,1,True
1783505121001830813,1783505121.0018308,1,True
1783505121010084921,1783505121.0100849,1,True
1783505121018267234,1783505121.0182672,1,True
1783505121022433968,1783505121.022434,1,True
1783505121022629226,1783505121.022629,1,True
1783505121039057572,1783505121.0390577,1,True
1783505121042930662,1783505121.0429306,1,True
1783505121059415625,1783505121.0594156,1,True
1783505121063471951,1783505121.0634718,1,True
1783505121067316738,1783505121.0673168,1,True
1783505121075586726,1783505121.0755868,1,True
1783505121079873706,1783505121.0798738,1,True
1783505121083742318,1783505121.0837421,1,True
1783505121095873504,1783505121.0958736,1,True
1783505121125028328,1783505121.1250284,1,True
1783505121128865371,1783505121.1288652,1,True
1783505121129011496,1783505121.1290114,1,True
1783505121133014411,1783505121.1330144,1,True
1783505121137133625,1783505121.1371336,1,True
1783505121141007137,1783505121.1410072,1,True
1783505121149168320,1783505121.1491685,1,True
1783505121157416997,1783505121.157417,1,True
1783505121161611734,1783505121.1616118,1,True
1783505121173732360,1783505121.1737323,1,True
1783505121178286925,1783505121.1782868,1,True
1783505121182095444,1783505121.1820953,1,True
1783505121186262929,1783505121.186263,1,True
1783505121198453527,1783505121.1984534,1,True
1783505121202510524,1783505121.2025106,1,True
1783505121219071400,1783505121.2190714,1,True
1783505121223082631,1783505121.2230828,1,True
1783505121231275834,1783505121.2312758,1,True
1783505121239559758,1783505121.2395597,1,True
1783505121239821311,1783505121.2398212,1,True
1783505121243664445,1783505121.2436645,1,True
1783505121259981812,1783505121.2599819,1,True
1783505121264093762,1783505121.2640936,1,True
1783505121276141341,1783505121.2761414,1,True
1783505121284718187,1783505121.284718,1,True
1783505121284965724,1783505121.2849655,1,True
1783505121296829396,1783505121.2968295,1,True
1783505121297007001,1783505121.297007,1,True
1783505121304806672,1783505121.3048067,1,True
1783505121317044579,1783505121.3170445,1,True
1783505121321574458,1783505121.3215744,1,True
1783505121337742663,1783505121.3377426,1,True
1783505121342002973,1783505121.3420029,1,True
1783505121345806643,1783505121.3458066,1,True
1783505121349959200,1783505121.3499591,1,True
1783505121358115253,1783505121.3581154,1,True
1783505121362251620,1783505121.3622515,1,True
1783505121378899149,1783505121.378899,1,True
1783505121382691257,1783505121.3826914,1,True
1783505121395088144,1783505121.3950882,1,True
1783505121399210193,1783505121.3992102,1,True
1783505121403381005,1783505121.403381,1,True
1783505121407452850,1783505121.4074528,1,True
1783505121419644690,1783505121.4196446,1,True
1783505121423684284,1783505121.4236844,1,True
1783505121439929194,1783505121.439929,1,True
1783505121444162293,1783505121.4441624,1,True
1783505121448020716,1783505121.4480207,1,True
1783505121456256490,1783505121.4562566,1,True
1783505121460804151,1783505121.460804,1,True
1783505121464847232,1783505121.4648473,1,True
1783505121476828356,1783505121.4768283,1,True
1783505121485020677,1783505121.4850206,1,True
1783505121497490211,1783505121.4974902,1,True
1783505121501536628,1783505121.5015366,1,True
1783505121505755861,1783505121.505756,1,True
1783505121518189347,1783505121.5181894,1,True
1783505121522205316,1783505121.5222054,1,True
1783505121522332336,1783505121.5223324,1,True
1783505121538574711,1783505121.5385747,1,True
1783505121542424167,1783505121.542424,1,True
1783505121558948864,1783505121.5589488,1,True
1783505121562981045,1783505121.5629811,1,True
1783505121567055174,1783505121.567055,1,True
1783505121575300896,1783505121.575301,1,True
1783505121579383682,1783505121.5793839,1,True
1783505121583400533,1783505121.5834005,1,True
1783505121599846953,1783505121.5998468,1,True
1783505121603925661,1783505121.6039257,1,True
1783505121616289475,1783505121.6162896,1,True
1783505121620543293,1783505121.6205432,1,True
1783505121624624075,1783505121.624624,1,True
1783505121628541569,1783505121.6285417,1,True
1783505121636596302,1783505121.6365962,1,True
1783505121644894423,1783505121.6448944,1,True
1783505121657309905,1783505121.65731,1,True
1783505121665582428,1783505121.6655824,1,True
1783505121673734594,1783505121.6737347,1,True
1783505121677646337,1783505121.6776464,1,True
1783505121681873645,1783505121.6818736,1,True
1783505121686277536,1783505121.6862776,1,True
1783505121698134134,1783505121.698134,1,True
1783505121702409413,1783505121.7024095,1,True
1783505121718688086,1783505121.718688,1,True
1783505121722892171,1783505121.7228923,1,True
1783505121730984524,1783505121.7309844,1,True
1783505121739205660,1783505121.7392056,1,True
1783505121743276914,1783505121.7432768,1,True
1783505121743490998,1783505121.7434912,1,True
1783505121759598669,1783505121.7595985,1,True
1783505121763518147,1783505121.763518,1,True
1783505121780070075,1783505121.78007,1,True
1783505121784197365,1783505121.7841973,1,True
1783505121788264110,1783505121.7882643,1,True
1783505121792209557,1783505121.7922096,1,True
1783505121800664053,1783505121.800664,1,True
1783505121804710811,1783505121.8047109,1,True
1783505121821139116,1783505121.821139,1,True
1783505121825197626,1783505121.8251975,1,True
1783505121837277786,1783505121.8372777,1,True
1783505121841712175,1783505121.8417122,1,True
1783505121845879289,1783505121.8458793,1,True
1783505121849866274,1783505121.8498662,1,True
1783505121857857547,1783505121.8578575,1,True
1783505121866137003,1783505121.866137,1,True
1783505121878258541,1783505121.8782585,1,True
1783505121882435454,1783505121.8824353,1,True
1783505121894731390,1783505121.8947313,1,True
1783505121898769251,1783505121.8987691,1,True
1783505121902946375,1783505121.9029462,1,True
1783505121907134539,1783505121.9071345,1,True
1783505121919279872,1783505121.9192798,1,True
1783505121923368278,1783505121.9233682,1,True
1783505121939819627,1783505121.9398196,1,True
1783505121943674443,1783505121.9436743,1,True
1783505121947928401,1783505121.9479284,1,True
1783505121960348802,1783505121.9603488,1,True
1783505121964458970,1783505121.964459,1,True
1783505121964622859,1783505121.9646227,1,True
1783505121980752441,1783505121.9807525,1,True
1783505121984793428,1783505121.9847934,1,True
1783505122001245509,1783505122.0012455,1,True
1783505122005466795,1783505122.005467,1,True
1783505122005551635,1783505122.0055516,1,True
1783505122017718609,1783505122.0177186,1,True
1783505122017847752,1783505122.0178478,1,True
1783505122025793799,1783505122.0257938,1,True
1783505122038030124,1783505122.0380301,1,True
1783505122046224579,1783505122.0462246,1,True
1783505122058558107,1783505122.0585582,1,True
1783505122062862821,1783505122.0628629,1,True
1783505122066910901,1783505122.066911,1,True
1783505122070800041,1783505122.0708,1,True
1783505122079054981,1783505122.079055,1,True
1783505122083223799,1783505122.0832238,1,True
1783505122099526257,1783505122.0995262,1,True
1783505122128377409,1783505122.1283774,1,True
1783505122128473730,1783505122.1284738,1,True
1783505122132406343,1783505122.1324062,1,True
1783505122136633681,1783505122.1366336,1,True
1783505122140477416,1783505122.1404774,1,True
1783505122144493947,1783505122.1444938,1,True
1783505122161019054,1783505122.161019,1,True
1783505122164997443,1783505122.1649973,1,True
1783505122169193362,1783505122.1691935,1,True
1783505122181663317,1783505122.1816633,1,True
1783505122182017935,1783505122.182018,1,True
1783505122185788973,1783505122.1857889,1,True
1783505122197803299,1783505122.1978033,1,True
1783505122206189977,1783505122.20619,1,True
1783505122218350588,1783505122.2183506,1,True
1783505122226750351,1783505122.2267504,1,True
1783505122227021883,1783505122.227022,1,True
1783505122230987177,1783505122.2309873,1,True
1783505122239024226,1783505122.2390242,1,True
1783505122239355230,1783505122.239355,1,True
1783505122243001663,1783505122.2430017,1,True
1783505122251039113,1783505122.2510393,1,True
1783505122259295435,1783505122.2592955,1,True
1783505122267668808,1783505122.2676687,1,True
1783505122271652567,1783505122.2716527,1,True
1783505122279886226,1783505122.2798862,1,True
1783505122284149132,1783505122.2841492,1,True
1783505122288081664,1783505122.2880816,1,True
1783505122292272443,1783505122.2922723,1,True
1783505122292605140,1783505122.2926052,1,True
1783505122300223460,1783505122.3002236,1,True
1783505122304466598,1783505122.3044667,1,True
1783505122308507945,1783505122.308508,1,True
1783505122320829410,1783505122.3208294,1,True
1783505122324897578,1783505122.3248975,1,True
1783505122329045005,1783505122.329045,1,True
1783505122337112963,1783505122.3371131,1,True
1783505122341189857,1783505122.3411899,1,True
1783505122345229562,1783505122.3452296,1,True
1783505122349545958,1783505122.349546,1,True
1783505122349661836,1783505122.349662,1,True
1783505122361718622,1783505122.3617184,1,True
1783505122365720625,1783505122.3657205,1,True
1783505122369884804,1783505122.369885,1,True
1783505122382332066,1783505122.382332,1,True
1783505122386317217,1783505122.3863173,1,True
1783505122390353856,1783505122.390354,1,True
1783505122394583328,1783505122.3945832,1,True
1783505122402832868,1783505122.402833,1,True
1783505122403056800,1783505122.4030569,1,True
1783505122406908650,1783505122.4069088,1,True
1783505122410948194,1783505122.410948,1,True
1783505122418874104,1783505122.418874,1,True
1783505122427342696,1783505122.4273427,1,True
1783505122431471048,1783505122.431471,1,True
1783505122439506503,1783505122.4395065,1,True
1783505122443617382,1783505122.4436173,1,True
1783505122447975396,1783505122.4479754,1,True
1783505122451910674,1783505122.4519107,1,True
1783505122460139785,1783505122.4601398,1,True
1783505122460448988,1783505122.460449,1,True
1783505122464075363,1783505122.4640753,1,True
1783505122472291740,1783505122.472292,1,True
1783505122480499401,1783505122.4804995,1,True
1783505122484745745,1783505122.4847457,1,True
1783505122492783405,1783505122.4927833,1,True
1783505122500886138,1783505122.500886,1,True
1783505122505333360,1783505122.5053332,1,True
1783505122509237930,1783505122.509238,1,True
1783505122513470959,1783505122.513471,1,True
1783505122513742781,1783505122.513743,1,True
1783505122521535389,1783505122.5215354,1,True
1783505122525680632,1783505122.5256805,1,True
1783505122529679329,1783505122.5296793,1,True
1783505122541757726,1783505122.5417576,1,True
1783505122545885106,1783505122.545885,1,True
1783505122550042031,1783505122.5500422,1,True
1783505122558202132,1783505122.558202,1,True
1783505122562485385,1783505122.5624855,1,True
