time_ns,time_s,statusjoy,valid_value
1783505086149500764,1783505086.1495006,1,True
1783505086161692937,1783505086.1616929,1,True
1783505086165568213,1783505086.1655684,1,True
1783505086170026928,1783505086.170027,1,True
1783505086182258055,1783505086.1822581,1,True
1783505086186304403,1783505086.1863046,1,True
1783505086190592586,1783505086.1905925,1,True
1783505086198785752,1783505086.1987858,1,True
1783505086202788517,1783505086.2027886,1,True
1783505086206835326,1783505086.2068353,1,True
1783505086223241724,1783505086.2232418,1,True
1783505086227263295,1783505086.2272632,1,True
1783505086231503529,1783505086.2315037,1,True
1783505086243674572,1783505086.2436745,1,True
1783505086247746959,1783505086.2477472,1,True
1783505086251928983,1783505086.251929,1,True
1783505086255997212,1783505086.2559972,1,True
1783505086268298291,1783505086.2682981,1,True
1783505086272314672,1783505086.2723145,1,True
1783505086280350561,1783505086.2803504,1,True
1783505086288699660,1783505086.2886996,1,True
1783505086292691184,1783505086.2926912,1,True
1783505086296800260,1783505086.2968004,1,True
1783505086300793919,1783505086.300794,1,True
1783505086305111638,1783505086.3051116,1,True
1783505086309264748,1783505086.3092647,1,True
1783505086321321957,1783505086.321322,1,True
1783505086329643474,1783505086.3296435,1,True
1783505086333666438,1783505086.3336666,1,True
1783505086341884009,1783505086.341884,1,True
1783505086345913344,1783505086.3459134,1,True
1783505086350313449,1783505086.3503134,1,True
1783505086354320503,1783505086.3543203,1,True
1783505086362486407,1783505086.3624866,1,True
1783505086366463033,1783505086.366463,1,True
1783505086370704208,1783505086.3707042,1,True
1783505086382985710,1783505086.3829858,1,True
1783505086386958199,1783505086.3869581,1,True
1783505086391175128,1783505086.3911753,1,True
1783505086403551379,1783505086.4035516,1,True
1783505086403820105,1783505086.40382,1,True
1783505086407622053,1783505086.407622,1,True
1783505086415549427,1783505086.4155495,1,True
1783505086423811622,1783505086.4238117,1,True
1783505086427870834,1783505086.4278708,1,True
1783505086432039212,1783505086.4320393,1,True
1783505086444403891,1783505086.444404,1,True
1783505086448434719,1783505086.4484346,1,True
1783505086452560837,1783505086.452561,1,True
1783505086460868278,1783505086.4608684,1,True
1783505086461136764,1783505086.4611366,1,True
1783505086469063797,1783505086.4690638,1,True
1783505086473146474,1783505086.4731464,1,True
1783505086473296376,1783505086.4732964,1,True
1783505086481066143,1783505086.4810662,1,True
1783505086489426514,1783505086.4894264,1,True
1783505086493481728,1783505086.4934816,1,True
1783505086501600804,1783505086.5016007,1,True
1783505086509962336,1783505086.5099623,1,True
1783505086513986332,1783505086.5139863,1,True
1783505086517975081,1783505086.517975,1,True
1783505086521995780,1783505086.5219958,1,True
1783505086526221126,1783505086.526221,1,True
1783505086530429279,1783505086.5304291,1,True
1783505086534467030,1783505086.534467,1,True
1783505086542568242,1783505086.5425682,1,True
1783505086546620842,1783505086.5466208,1,True
1783505086554806442,1783505086.5548065,1,True
1783505086563017752,1783505086.5630178,1,True
1783505086567161403,1783505086.5671613,1,True
1783505086571457622,1783505086.5714576,1,True
1783505086575421043,1783505086.5754209,1,True
1783505086579385988,1783505086.579386,1,True
1783505086583638935,1783505086.5836391,1,True
1783505086587637753,1783505086.5876377,1,True
1783505086591728084,1783505086.5917282,1,True
1783505086604078747,1783505086.6040788,1,True
1783505086608117039,1783505086.608117,1,True
1783505086612154851,1783505086.612155,1,True
1783505086624612435,1783505086.6246123,1,True
1783505086624715439,1783505086.6247156,1,True
1783505086628611183,1783505086.628611,1,True
1783505086632735047,1783505086.632735,1,True
1783505086636919195,1783505086.6369193,1,True
1783505086644924896,1783505086.6449249,1,True
1783505086649089968,1783505086.64909,1,True
1783505086653117701,1783505086.6531177,1,True
1783505086665490655,1783505086.6654906,1,True
1783505086669554837,1783505086.669555,1,True
1783505086673654044,1783505086.673654,1,True
1783505086677656129,1783505086.6776562,1,True
1783505086681909907,1783505086.68191,1,True
1783505086690162785,1783505086.6901627,1,True
1783505086690270508,1783505086.6902704,1,True
1783505086702267894,1783505086.702268,1,True
1783505086710535129,1783505086.710535,1,True
1783505086714626863,1783505086.7146268,1,True
1783505086722712144,1783505086.722712,1,True
1783505086726927631,1783505086.7269275,1,True
1783505086735249228,1783505086.735249,1,True
1783505086735362402,1783505086.7353623,1,True
1783505086743278074,1783505086.743278,1,True
1783505086747532674,1783505086.7475328,1,True
1783505086751609479,1783505086.7516096,1,True
1783505086755554256,1783505086.7555542,1,True
1783505086763697817,1783505086.7636979,1,True
1783505086767861847,1783505086.7678618,1,True
1783505086771931368,1783505086.7719314,1,True
1783505086784297029,1783505086.784297,1,True
1783505086788484022,1783505086.788484,1,True
1783505086792596635,1783505086.7925968,1,True
1783505086792697244,1783505086.7926974,1,True
1783505086796732942,1783505086.796733,1,True
1783505086804728855,1783505086.8047287,1,True
1783505086809025706,1783505086.8090258,1,True
1783505086812988245,1783505086.812988,1,True
1783505086829527023,1783505086.8295271,1,True
1783505086833410183,1783505086.8334103,1,True
1783505086841600824,1783505086.8416007,1,True
1783505086845907803,1783505086.8459077,1,True
1783505086849965612,1783505086.8499656,1,True
1783505086854040303,1783505086.8540404,1,True
1783505086858060412,1783505086.8580604,1,True
1783505086866302409,1783505086.8663025,1,True
1783505086870359367,1783505086.8703592,1,True
1783505086874435421,1783505086.8744354,1,True
1783505086882485205,1783505086.8824852,1,True
1783505086890856556,1783505086.8908565,1,True
1783505086894803146,1783505086.8948033,1,True
1783505086902943522,1783505086.9029434,1,True
1783505086907268755,1783505086.9072688,1,True
1783505086911316486,1783505086.9113164,1,True
1783505086915357383,1783505086.9153574,1,True
1783505086923418590,1783505086.9234185,1,True
1783505086952376609,1783505086.9523766,1,True
1783505086956424670,1783505086.9564247,1,True
1783505086956546680,1783505086.9565465,1,True
1783505086960552351,1783505086.9605525,1,True
1783505086964537173,1783505086.9645371,1,True
1783505086968604320,1783505086.9686043,1,True
1783505086968730177,1783505086.9687302,1,True
1783505086972827732,1783505086.9728277,1,True
1783505086984925227,1783505086.9849253,1,True
1783505086989004877,1783505086.9890049,1,True
1783505087005470768,1783505087.0054708,1,True
1783505087009593399,1783505087.0095932,1,True
1783505087009702735,1783505087.0097027,1,True
1783505087013876794,1783505087.0138767,1,True
1783505087017906090,1783505087.0179062,1,True
1783505087030044251,1783505087.030044,1,True
1783505087033938011,1783505087.033938,1,True
1783505087050636279,1783505087.0506363,1,True
1783505087054548765,1783505087.0545487,1,True
1783505087058562782,1783505087.0585628,1,True
1783505087066899898,1783505087.0669,1,True
1783505087071011269,1783505087.0710113,1,True
1783505087071106087,1783505087.071106,1,True
1783505087075098634,1783505087.0750985,1,True
1783505087083028362,1783505087.0830286,1,True
1783505087087417236,1783505087.0874174,1,True
1783505087103680334,1783505087.1036804,1,True
1783505087107790251,1783505087.1077902,1,True
1783505087116124171,1783505087.1161242,1,True
1783505087116424608,1783505087.1164248,1,True
1783505087124097843,1783505087.1240978,1,True
1783505087128448514,1783505087.1284485,1,True
1783505087132492868,1783505087.1324928,1,True
1783505087136494211,1783505087.1364944,1,True
1783505087144724967,1783505087.144725,1,True
1783505087148804067,1783505087.1488042,1,True
1783505087156947017,1783505087.156947,1,True
1783505087165208060,1783505087.165208,1,True
1783505087169530719,1783505087.1695306,1,True
1783505087173539967,1783505087.1735399,1,True
1783505087177426884,1783505087.177427,1,True
1783505087181601804,1783505087.1816018,1,True
1783505087185643483,1783505087.1856434,1,True
1783505087189823954,1783505087.189824,1,True
1783505087193703607,1783505087.1937037,1,True
1783505087206215083,1783505087.2062151,1,True
1783505087210318148,1783505087.210318,1,True
1783505087214199444,1783505087.2141995,1,True
1783505087222278865,1783505087.2222788,1,True
1783505087230703887,1783505087.2307038,1,True
1783505087234744845,1783505087.2347448,1,True
1783505087239081420,1783505087.2390814,1,True
1783505087247126976,1783505087.247127,1,True
1783505087251190757,1783505087.251191,1,True
1783505087255232516,1783505087.2552326,1,True
1783505087267752508,1783505087.2677524,1,True
1783505087268108609,1783505087.2681086,1,True
1783505087275860402,1783505087.2758605,1,True
1783505087280006348,1783505087.2800064,1,True
1783505087283751468,1783505087.2837515,1,True
1783505087288235310,1783505087.2882352,1,True
1783505087292345659,1783505087.2923455,1,True
1783505087296316444,1783505087.2963164,1,True
1783505087304259097,1783505087.304259,1,True
1783505087308727310,1783505087.3087273,1,True
1783505087316692114,1783505087.316692,1,True
1783505087324780091,1783505087.32478,1,True
1783505087329097790,1783505087.3290977,1,True
1783505087333171430,1783505087.3331714,1,True
1783505087337262852,1783505087.3372629,1,True
1783505087345486004,1783505087.3454862,1,True
1783505087345568640,1783505087.3455687,1,True
1783505087349570163,1783505087.34957,1,True
1783505087357674701,1783505087.3576748,1,True
1783505087365844141,1783505087.3658442,1,True
1783505087370095045,1783505087.370095,1,True
1783505087386395052,1783505087.3863952,1,True
1783505087390591884,1783505087.390592,1,True
1783505087394631819,1783505087.3946319,1,True
1783505087394712020,1783505087.394712,1,True
1783505087398811839,1783505087.3988118,1,True
1783505087406863137,1783505087.4068632,1,True
1783505087411001268,1783505087.4110014,1,True
1783505087414882404,1783505087.4148824,1,True
1783505087431551908,1783505087.431552,1,True
1783505087435476897,1783505087.435477,1,True
1783505087443710959,1783505087.443711,1,True
1783505087447972823,1783505087.4479728,1,True
1783505087452089794,1783505087.4520898,1,True
1783505087452382756,1783505087.4523828,1,True
1783505087456073393,1783505087.4560735,1,True
1783505087468425318,1783505087.4684253,1,True
1783505087468538281,1783505087.4685383,1,True
1783505087476531028,1783505087.476531,1,True
1783505087488929060,1783505087.488929,1,True
1783505087489101245,1783505087.4891014,1,True
1783505087497153083,1783505087.497153,1,True
1783505087497411691,1783505087.4974115,1,True
1783505087505194382,1783505087.5051944,1,True
1783505087509463560,1783505087.5094635,1,True
1783505087513645894,1783505087.513646,1,True
1783505087517430789,1783505087.5174308,1,True
1783505087529937035,1783505087.5299373,1,True
1783505087537993402,1783505087.5379934,1,True
1783505087546037526,1783505087.5460374,1,True
1783505087550356728,1783505087.5503566,1,True
1783505087554419286,1783505087.5544193,1,True
1783505087558476154,1783505087.558476,1,True
1783505087562421662,1783505087.5624218,1,True
1783505087566499499,1783505087.5664995,1,True
1783505087570711679,1783505087.5707116,1,True
1783505087587041232,1783505087.5870414,1,True
1783505087591296334,1783505087.5912962,1,True
1783505087595030283,1783505087.5950303,1,True
1783505087603287649,1783505087.6032875,1,True
1783505087607564070,1783505087.607564,1,True
1783505087611812619,1783505087.6118126,1,True
1783505087615609056,1783505087.6156092,1,True
1783505087619876220,1783505087.6198761,1,True
1783505087631961763,1783505087.6319618,1,True
1783505087635954820,1783505087.6359549,1,True
1783505087648546356,1783505087.6485462,1,True
1783505087652499328,1783505087.6524994,1,True
1783505087656628071,1783505087.656628,1,True
1783505087660741295,1783505087.6607413,1,True
1783505087669028417,1783505087.6690283,1,True
1783505087669156879,1783505087.6691568,1,True
1783505087673041142,1783505087.673041,1,True
1783505087689421350,1783505087.6894214,1,True
1783505087689512793,1783505087.6895127,1,True
1783505087697485021,1783505087.697485,1,True
1783505087705485032,1783505087.705485,1,True
1783505087709903321,1783505087.7099035,1,True
1783505087713908171,1783505087.7139082,1,True
1783505087718138666,1783505087.7181387,1,True
1783505087726125983,1783505087.7261262,1,True
1783505087730360525,1783505087.7303605,1,True
1783505087738637027,1783505087.738637,1,True
1783505087746572847,1783505087.7465727,1,True
1783505087750835974,1783505087.750836,1,True
1783505087758946854,1783505087.758947,1,True
1783505087767039008,1783505087.767039,1,True
1783505087771299370,1783505087.7712994,1,True
1783505087775286365,1783505087.7752862,1,True
1783505087779267290,1783505087.7792673,1,True
1783505087787568629,1783505087.7875686,1,True
1783505087791744320,1783505087.7917442,1,True
1783505087795580362,1783505087.7955804,1,True
1783505087812175465,1783505087.8121753,1,True
1783505087815928100,1783505087.815928,1,True
1783505087824544102,1783505087.824544,1,True
1783505087828487225,1783505087.8284872,1,True
1783505087836972942,1783505087.836973,1,True
1783505087837262517,1783505087.8372626,1,True
1783505087849239866,1783505087.8492398,1,True
1783505087853181456,1783505087.8531814,1,True
1783505087857234477,1783505087.8572345,1,True
1783505087869687592,1783505087.8696876,1,True
1783505087869800685,1783505087.8698008,1,True
1783505087877771321,1783505087.8777714,1,True
1783505087890169964,1783505087.8901699,1,True
1783505087890283919,1783505087.890284,1,True
1783505087894287245,1783505087.8942873,1,True
1783505087898189722,1783505087.8981898,1,True
1783505087906412663,1783505087.9064126,1,True
1783505087910741143,1783505087.9107413,1,True
1783505087918814251,1783505087.9188142,1,True
1783505087951908979,1783505087.9519088,1,True
1783505087955622178,1783505087.9556222,1,True
1783505087955781859,1783505087.955782,1,True
1783505087959690628,1783505087.9596908,1,True
1783505087964172607,1783505087.9641726,1,True
1783505087968014770,1783505087.968015,1,True
1783505087968126390,1783505087.9681265,1,True
1783505087972242860,1783505087.9722428,1,True
1783505087980262528,1783505087.9802625,1,True
1783505087988470952,1783505087.988471,1,True
1783505087992610616,1783505087.9926105,1,True
1783505087992841010,1783505087.992841,1,True
1783505087996748546,1783505087.9967484,1,True
1783505088000806686,1783505088.0008066,1,True
1783505088009099389,1783505088.0090992,1,True
1783505088013167247,1783505088.0131674,1,True
1783505088016953905,1783505088.016954,1,True
1783505088029359131,1783505088.029359,1,True
1783505088037339044,1783505088.0373392,1,True
1783505088041558397,1783505088.0415583,1,True
1783505088049702139,1783505088.0497022,1,True
1783505088053906485,1783505088.0539064,1,True
1783505088053985744,1783505088.0539858,1,True
1783505088070395408,1783505088.0703955,1,True
1783505088070653415,1783505088.0706534,1,True
1783505088078487182,1783505088.0784874,1,True
1783505088090891445,1783505088.0908916,1,True
1783505088091199145,1783505088.0911992,1,True
1783505088094865347,1783505088.0948653,1,True
1783505088099059092,1783505088.099059,1,True
1783505088107115008,1783505088.107115,1,True
1783505088111371983,1783505088.111372,1,True
1783505088111488874,1783505088.1114888,1,True
1783505088119357106,1783505088.119357,1,True
1783505088127489998,1783505088.12749,1,True
1783505088131893669,1783505088.1318939,1,True
1783505088139835159,1783505088.1398351,1,True
1783505088148038093,1783505088.1480381,1,True
1783505088152605884,1783505088.152606,1,True
1783505088156331978,1783505088.156332,1,True
1783505088164427028,1783505088.164427,1,True
1783505088168532517,1783505088.1685324,1,True
1783505088172847631,1783505088.1728475,1,True
1783505088180834407,1783505088.1808343,1,True
1783505088188937062,1783505088.188937,1,True
1783505088193110479,1783505088.1931105,1,True
1783505088201375089,1783505088.201375,1,True
1783505088205445512,1783505088.2054455,1,True
1783505088209664315,1783505088.2096643,1,True
1783505088213588322,1783505088.2135882,1,True
1783505088217605545,1783505088.2176056,1,True
1783505088222052438,1783505088.2220523,1,True
1783505088230048351,1783505088.2300482,1,True
1783505088234037681,1783505088.2340379,1,True
1783505088238127070,1783505088.238127,1,True
1783505088250635289,1783505088.2506351,1,True
1783505088254566600,1783505088.2545667,1,True
1783505088258670496,1783505088.2586706,1,True
1783505088263011940,1783505088.263012,1,True
1783505088271315614,1783505088.2713158,1,True
1783505088271650124,1783505088.27165,1,True
1783505088275403300,1783505088.2754033,1,True
1783505088279393061,1783505088.279393,1,True
1783505088291705351,1783505088.2917054,1,True
1783505088292049239,1783505088.2920492,1,True
1783505088299791674,1783505088.2997916,1,True
1783505088312251232,1783505088.312251,1,True
1783505088312524407,1783505088.3125243,1,True
1783505088316433386,1783505088.3164334,1,True
1783505088320603417,1783505088.3206034,1,True
1783505088328521373,1783505088.3285215,1,True
1783505088332836617,1783505088.3328366,1,True
1783505088333118188,1783505088.3331182,1,True
1783505088340830096,1783505088.3408303,1,True
1783505088348806252,1783505088.3488061,1,True
1783505088353060742,1783505088.353061,1,True
1783505088369412657,1783505088.3694127,1,True
1783505088373569473,1783505088.3735695,1,True
1783505088377606333,1783505088.3776064,1,True
1783505088381754663,1783505088.3817546,1,True
1783505088381887083,1783505088.381887,1,True
1783505088389777617,1783505088.3897777,1,True
1783505088394011098,1783505088.394011,1,True
1783505088402092201,1783505088.4020922,1,True
1783505088410193383,1783505088.4101934,1,True
1783505088418361160,1783505088.4183612,1,True
1783505088426740155,1783505088.4267402,1,True
1783505088430964178,1783505088.4309642,1,True
1783505088434965331,1783505088.4349651,1,True
1783505088439137526,1783505088.4391375,1,True
1783505088439259967,1783505088.43926,1,True
1783505088451373081,1783505088.451373,1,True
1783505088455390384,1783505088.4553905,1,True
1783505088459375035,1783505088.4593751,1,True
1783505088471954289,1783505088.471954,1,True
1783505088475833031,1783505088.4758332,1,True
1783505088479814506,1783505088.4798143,1,True
1783505088484168564,1783505088.4841685,1,True
1783505088492396154,1783505088.492396,1,True
1783505088492556055,1783505088.492556,1,True
1783505088496520489,1783505088.4965205,1,True
1783505088500568389,1783505088.5005684,1,True
1783505088512890428,1783505088.5128903,1,True
1783505088513048576,1783505088.5130486,1,True
1783505088520985508,1783505088.5209856,1,True
1783505088528973756,1783505088.5289738,1,True
1783505088533414217,1783505088.5334141,1,True
1783505088537476264,1783505088.5374763,1,True
1783505088541737087,1783505088.5417368,1,True
1783505088549933257,1783505088.5499332,1,True
1783505088550207725,1783505088.5502079,1,True
1783505088553756374,1783505088.5537565,1,True
1783505088570132645,1783505088.5701327,1,True
1783505088574291174,1783505088.5742912,1,True
1783505088582434856,1783505088.582435,1,True
1783505088590524706,1783505088.5905247,1,True
1783505088594775700,1783505088.594776,1,True
1783505088598826757,1783505088.5988266,1,True
1783505088602967071,1783505088.602967,1,True
1783505088603083331,1783505088.6030834,1,True
1783505088610960059,1783505088.6109602,1,True
1783505088623336350,1783505088.6233366,1,True
1783505088631524846,1783505088.6315248,1,True
1783505088635731556,1783505088.6357315,1,True
1783505088639549113,1783505088.6395493,1,True
1783505088647887722,1783505088.6478877,1,True
1783505088652012998,1783505088.652013,1,True
1783505088656143595,1783505088.6561437,1,True
1783505088656329205,1783505088.6563292,1,True
1783505088672548139,1783505088.672548,1,True
1783505088676508675,1783505088.6765087,1,True
1783505088680547819,1783505088.680548,1,True
1783505088693267547,1783505088.6932673,1,True
1783505088693566461,1783505088.6935666,1,True
1783505088701249775,1783505088.7012498,1,True
1783505088705430997,1783505088.705431,1,True
1783505088713634782,1783505088.7136347,1,True
1783505088713796937,1783505088.7137969,1,True
1783505088721670991,1783505088.7216709,1,True
1783505088729672995,1783505088.729673,1,True
1783505088734098318,1783505088.7340984,1,True
1783505088742163962,1783505088.742164,1,True
1783505088750227132,1783505088.7502272,1,True
1783505088754540093,1783505088.75454,1,True
1783505088758587783,1783505088.7585878,1,True
1783505088766676471,1783505088.7666764,1,True
1783505088770852844,1783505088.7708528,1,True
1783505088775003458,1783505088.7750034,1,True
1783505088783127322,1783505088.7831273,1,True
1783505088791318584,1783505088.7913184,1,True
1783505088795565229,1783505088.7955654,1,True
1783505088803608431,1783505088.8036084,1,True
1783505088811873843,1783505088.8118737,1,True
1783505088812029977,1783505088.8120298,1,True
1783505088816111060,1783505088.816111,1,True
1783505088824195460,1783505088.8241956,1,True
1783505088824349621,1783505088.8243496,1,True
1783505088832238252,1783505088.8322384,1,True
1783505088836471131,1783505088.836471,1,True
1783505088840247079,1783505088.8402472,1,True
1783505088852817145,1783505088.852817,1,True
1783505088856803930,1783505088.856804,1,True
1783505088864973932,1783505088.8649738,1,True
1783505088873339662,1783505088.8733397,1,True
1783505088877399165,1783505088.877399,1,True
1783505088877519401,1783505088.8775194,1,True
1783505088881584424,1783505088.8815844,1,True
1783505088893837964,1783505088.8938382,1,True
1783505088894017662,1783505088.8940175,1,True
1783505088901843004,1783505088.9018428,1,True
1783505088914261915,1783505088.914262,1,True
1783505088918168289,1783505088.9181683,1,True
1783505088922384757,1783505088.9223847,1,True
1783505088926539910,1783505088.9265401,1,True
1783505088926665737,1783505088.9266658,1,True
1783505088955492639,1783505088.9554925,1,True
1783505088959358637,1783505088.9593587,1,True
1783505088959541141,1783505088.9595413,1,True
1783505088963512788,1783505088.963513,1,True
1783505088971378045,1783505088.9713778,1,True
1783505088975808136,1783505088.9758081,1,True
1783505088979879371,1783505088.9798794,1,True
1783505088983782478,1783505088.9837823,1,True
1783505088987865064,1783505088.987865,1,True
1783505088991890904,1783505088.991891,1,True
1783505088996190769,1783505088.9961908,1,True
1783505089004368215,1783505089.004368,1,True
1783505089012385658,1783505089.0123856,1,True
1783505089024687639,1783505089.0246875,1,True
1783505089033054040,1783505089.0330539,1,True
1783505089037010348,1783505089.0370104,1,True
1783505089041005099,1783505089.0410051,1,True
1783505089045352344,1783505089.0453525,1,True
1783505089053448325,1783505089.0534484,1,True
1783505089061553895,1783505089.061554,1,True
1783505089073996411,1783505089.0739963,1,True
1783505089078013603,1783505089.0780137,1,True
1783505089086276009,1783505089.086276,1,True
1783505089094602615,1783505089.0946026,1,True
1783505089094749382,1783505089.0947495,1,True
1783505089098638062,1783505089.098638,1,True
1783505089102851275,1783505089.1028514,1,True
1783505089106868788,1783505089.1068687,1,True
1783505089114862527,1783505089.1148627,1,True
1783505089123063206,1783505089.1230633,1,True
1783505089135524337,1783505089.1355243,1,True
1783505089135665834,1783505089.135666,1,True
1783505089143563922,1783505089.143564,1,True
1783505089151665414,1783505089.1516654,1,True
1783505089155938960,1783505089.155939,1,True
1783505089159936496,1783505089.1599364,1,True
1783505089172207618,1783505089.1722076,1,True
1783505089176466146,1783505089.1764662,1,True
1783505089192652539,1783505089.1926525,1,True
1783505089196796902,1783505089.196797,1,True
1783505089200932117,1783505089.200932,1,True
1783505089204924533,1783505089.2049243,1,True
