time_ns,time_s,channel_count,values,joints_0,joints_1,joints_2,joints_3
1783505088212709355,1783505088.2127094,4,"[1.8999998569488525, 6.390909194946289, -0.4999999701976776, -2.0]",1.8999998569488525,6.390909194946289,-0.4999999701976776,-2.0
1783505088315142813,1783505088.3151429,4,"[1.8999998569488525, 6.390909194946289, -0.4999999701976776, -2.0]",1.8999998569488525,6.390909194946289,-0.4999999701976776,-2.0
1783505088413516457,1783505088.4135165,4,"[1.8999998569488525, 6.390909194946289, -0.4999999701976776, -2.0]",1.8999998569488525,6.390909194946289,-0.4999999701976776,-2.0
1783505088516005951,1783505088.516006,4,"[1.8999998569488525, 6.390909194946289, -0.4999999701976776, -2.0]",1.8999998569488525,6.390909194946289,-0.4999999701976776,-2.0
1783505088614065633,1783505088.6140656,4,"[1.8999998569488525, 6.390909194946289, -0.4999999701976776, -2.0]",1.8999998569488525,6.390909194946289,-0.4999999701976776,-2.0
1783505088716365570,1783505088.7163656,4,"[1.8999998569488525, 6.390909194946289, -0.4999999701976776, -2.0]",1.8999998569488525,6.390909194946289,-0.4999999701976776,-2.0
1783505088814683870,1783505088.814684,4,"[1.8999998569488525, 6.390909194946289, -0.4999999701976776, -2.0]",1.8999998569488525,6.390909194946289,-0.4999999701976776,-2.0
1783505088913299491,1783505088.9132996,4,"[1.8999998569488525, 6.390909194946289, -0.4999999701976776, -2.0]",1.8999998569488525,6.390909194946289,-0.4999999701976776,-2.0
1783505089015511721,1783505089.0155118,4,"[1.8999998569488525, 6.390909194946289, -0.4999999701976776, -2.0]",1.8999998569488525,6.390909194946289,-0.4999999701976776,-2.0
1783505089113993469,1783505089.1139934,4,"[2.0, 6.390909194946289, -0.4999999701976776, -2.0]",2.0,6.390909194946289,-0.4999999701976776,-2.0
1783505089216222521,1783505089.2162225,4,"[2.0, 6.390909194946289, -0.4999999701976776, -2.0]",2.0,6.390909194946289,-0.4999999701976776,-2.0
1783505089314658462,1783505089.3146586,4,"[2.0, 6.390909194946289, -0.4999999701976776, -2.0]",2.0,6.390909194946289,-0.4999999701976776,-2.0
1783505089416743432,1783505089.4167435,4,"[2.0, 6.390909194946289, -0.4999999701976776, -2.0]",2.0,6.390909194946289,-0.4999999701976776,-2.0
1783505089515352851,1783505089.5153527,4,"[2.0, 6.390909194946289, -0.4999999701976776, -2.0]",2.0,6.390909194946289,-0.4999999701976776,-2.0
1783505089617524825,1783505089.6175246,4,"[2.0999999046325684, 6.390909194946289, -0.4999999701976776, -2.0]",2.0999999046325684,6.390909194946289,-0.4999999701976776,-2.0
1783505089716045075,1783505089.7160451,4,"[2.0999999046325684, 6.390909194946289, -0.4999999701976776, -2.0]",2.0999999046325684,6.390909194946289,-0.4999999701976776,-2.0
1783505089814246184,1783505089.8142462,4,"[2.1999998092651367, 6.390909194946289, -0.4999999701976776, -2.0]",2.1999998092651367,6.390909194946289,-0.4999999701976776,-2.0
1783505089916575795,1783505089.9165757,4,"[2.1999998092651367, 6.390909194946289, -0.4999999701976776, -2.0]",2.1999998092651367,6.390909194946289,-0.4999999701976776,-2.0
1783505090015075046,1783505090.015075,4,"[2.299999952316284, 6.387878894805908, -0.4999999701976776, -2.0]",2.299999952316284,6.387878894805908,-0.4999999701976776,-2.0
1783505090117316801,1783505090.117317,4,"[2.299999952316284, 6.387878894805908, -0.4999999701976776, -2.0]",2.299999952316284,6.387878894805908,-0.4999999701976776,-2.0
1783505090215764354,1783505090.2157645,4,"[2.3999998569488525, 6.387878894805908, -0.4999999701976776, -2.0]",2.3999998569488525,6.387878894805908,-0.4999999701976776,-2.0
1783505090314013803,1783505090.3140137,4,"[2.499999761581421, 6.387878894805908, -0.4999999701976776, -2.0]",2.499999761581421,6.387878894805908,-0.4999999701976776,-2.0
1783505090416287979,1783505090.416288,4,"[2.5999999046325684, 6.387878894805908, -0.4999999701976776, -2.0]",2.5999999046325684,6.387878894805908,-0.4999999701976776,-2.0
1783505090514476724,1783505090.5144768,4,"[2.6999998092651367, 6.387878894805908, -0.4999999701976776, -2.0]",2.6999998092651367,6.387878894805908,-0.4999999701976776,-2.0
1783505090617093516,1783505090.6170936,4,"[2.799999713897705, 6.387878894805908, -0.4999999701976776, -2.0]",2.799999713897705,6.387878894805908,-0.4999999701976776,-2.0
1783505090715353034,1783505090.715353,4,"[2.8999998569488525, 6.387878894805908, -0.4999999701976776, -1.0]",2.8999998569488525,6.387878894805908,-0.4999999701976776,-1.0
1783505090817465726,1783505090.8174655,4,"[3.0999996662139893, 6.387878894805908, -0.4999999701976776, -1.0]",3.0999996662139893,6.387878894805908,-0.4999999701976776,-1.0
1783505090915957562,1783505090.9159575,4,"[3.1999998092651367, 6.387878894805908, -0.4999999701976776, -1.0]",3.1999998092651367,6.387878894805908,-0.4999999701976776,-1.0
1783505091018213584,1783505091.0182137,4,"[3.1999998092651367, 6.387878894805908, -0.4999999701976776, -1.0]",3.1999998092651367,6.387878894805908,-0.4999999701976776,-1.0
1783505091116796301,1783505091.1167965,4,"[3.3999998569488525, 6.387878894805908, -0.4999999701976776, -1.0]",3.3999998569488525,6.387878894805908,-0.4999999701976776,-1.0
1783505091214992830,1783505091.214993,4,"[3.499999761581421, 6.387878894805908, -0.4999999701976776, -1.0]",3.499999761581421,6.387878894805908,-0.4999999701976776,-1.0
1783505091317420354,1783505091.3174202,4,"[3.5999996662139893, 6.387878894805908, -0.4999999701976776, -1.0]",3.5999996662139893,6.387878894805908,-0.4999999701976776,-1.0
1783505091415739334,1783505091.4157393,4,"[3.6999998092651367, 6.387878894805908, -0.4999999701976776, -1.0]",3.6999998092651367,6.387878894805908,-0.4999999701976776,-1.0
1783505091517989584,1783505091.5179896,4,"[3.799999713897705, 6.390909194946289, -0.4999999701976776, -1.0]",3.799999713897705,6.390909194946289,-0.4999999701976776,-1.0
1783505091616749235,1783505091.6167493,4,"[3.8999998569488525, 6.39393949508667, -0.4999999701976776, -1.0]",3.8999998569488525,6.39393949508667,-0.4999999701976776,-1.0
1783505091714783738,1783505091.7147837,4,"[4.099999904632568, 6.396969795227051, -0.4999999701976776, -1.0]",4.099999904632568,6.396969795227051,-0.4999999701976776,-1.0
1783505091816982321,1783505091.8169823,4,"[4.099999904632568, 6.400000095367432, -0.4999999701976776, -1.0]",4.099999904632568,6.400000095367432,-0.4999999701976776,-1.0
1783505091919445393,1783505091.9194455,4,"[4.199999809265137, 6.406060695648193, -0.4999999701976776, -1.0]",4.199999809265137,6.406060695648193,-0.4999999701976776,-1.0
1783505092017683810,1783505092.0176837,4,"[4.299999713897705, 6.412121295928955, -0.4999999701976776, -1.0]",4.299999713897705,6.412121295928955,-0.4999999701976776,-1.0
1783505092116142873,1783505092.1161427,4,"[4.400000095367432, 6.418181896209717, -0.4999999701976776, -1.0]",4.400000095367432,6.418181896209717,-0.4999999701976776,-1.0
1783505092218485788,1783505092.2184858,4,"[4.5, 6.4242424964904785, -0.4999999701976776, -1.0]",4.5,6.4242424964904785,-0.4999999701976776,-1.0
1783505092316933900,1783505092.3169339,4,"[4.599999904632568, 6.433333396911621, -0.4999999701976776, -1.0]",4.599999904632568,6.433333396911621,-0.4999999701976776,-1.0
1783505092418990195,1783505092.4189901,4,"[4.699999809265137, 6.442424297332764, -0.4999999701976776, -1.0]",4.699999809265137,6.442424297332764,-0.4999999701976776,-1.0
1783505092517444218,1783505092.5174441,4,"[4.699999809265137, 6.454545497894287, -0.4999999701976776, -1.0]",4.699999809265137,6.454545497894287,-0.4999999701976776,-1.0
1783505092615886891,1783505092.615887,4,"[4.799999713897705, 6.46363639831543, -0.4999999701976776, -1.0]",4.799999713897705,6.46363639831543,-0.4999999701976776,-1.0
1783505092718276433,1783505092.7182763,4,"[4.799999713897705, 6.475757598876953, -0.4999999701976776, -1.0]",4.799999713897705,6.475757598876953,-0.4999999701976776,-1.0
1783505092816502637,1783505092.8165026,4,"[4.900000095367432, 6.484848499298096, -0.4999999701976776, -1.0]",4.900000095367432,6.484848499298096,-0.4999999701976776,-1.0
1783505092918838528,1783505092.9188385,4,"[5.0, 6.493939399719238, -0.4999999701976776, -1.0]",5.0,6.493939399719238,-0.4999999701976776,-1.0
1783505093017293343,1783505093.0172932,4,"[5.0, 6.5, -0.4999999701976776, -1.0]",5.0,6.5,-0.4999999701976776,-1.0
1783505093119452881,1783505093.119453,4,"[5.099999904632568, 6.509090900421143, -0.4999999701976776, -1.0]",5.099999904632568,6.509090900421143,-0.4999999701976776,-1.0
1783505093217746131,1783505093.2177463,4,"[5.099999904632568, 6.518181800842285, -0.4999999701976776, -1.0]",5.099999904632568,6.518181800842285,-0.4999999701976776,-1.0
1783505093320058167,1783505093.320058,4,"[5.199999809265137, 6.527272701263428, -0.4999999701976776, -1.0]",5.199999809265137,6.527272701263428,-0.4999999701976776,-1.0
1783505093418447648,1783505093.4184477,4,"[5.199999809265137, 6.53636360168457, -0.4999999701976776, -1.0]",5.199999809265137,6.53636360168457,-0.4999999701976776,-1.0
1783505093517076881,1783505093.517077,4,"[5.299999713897705, 6.545454502105713, -0.4999999701976776, -1.0]",5.299999713897705,6.545454502105713,-0.4999999701976776,-1.0
1783505093618858577,1783505093.6188586,4,"[5.299999713897705, 6.5545454025268555, -0.4999999701976776, -1.0]",5.299999713897705,6.5545454025268555,-0.4999999701976776,-1.0
1783505093717594512,1783505093.7175946,4,"[5.400000095367432, 6.560606002807617, -0.4999999701976776, -1.0]",5.400000095367432,6.560606002807617,-0.4999999701976776,-1.0
1783505093819804565,1783505093.8198047,4,"[5.5, 6.56969690322876, -0.4999999701976776, -1.0]",5.5,6.56969690322876,-0.4999999701976776,-1.0
1783505093918433097,1783505093.918433,4,"[5.599999904632568, 6.578787803649902, -0.4999999701976776, -1.0]",5.599999904632568,6.578787803649902,-0.4999999701976776,-1.0
1783505094020558380,1783505094.0205584,4,"[5.699999809265137, 6.587878704071045, -0.4999999701976776, -1.0]",5.699999809265137,6.587878704071045,-0.4999999701976776,-1.0
1783505094118960214,1783505094.1189601,4,"[5.799999713897705, 6.5969696044921875, -0.4999999701976776, -1.0]",5.799999713897705,6.5969696044921875,-0.4999999701976776,-1.0
1783505094217286235,1783505094.217286,4,"[5.899999618530273, 6.603030204772949, -0.4999999701976776, -1.0]",5.899999618530273,6.603030204772949,-0.4999999701976776,-1.0
1783505094319637204,1783505094.3196373,4,"[6.099999904632568, 6.612121105194092, -0.4999999701976776, -1.0]",6.099999904632568,6.612121105194092,-0.4999999701976776,-1.0
1783505094417913992,1783505094.4179142,4,"[6.099999904632568, 6.618182182312012, -0.4999999701976776, -1.0]",6.099999904632568,6.618182182312012,-0.4999999701976776,-1.0
1783505094520158950,1783505094.520159,4,"[6.099999904632568, 6.630303382873535, -0.4999999701976776, -1.0]",6.099999904632568,6.630303382873535,-0.4999999701976776,-1.0
1783505094618652477,1783505094.6186523,4,"[6.199999809265137, 6.636363983154297, -0.4999999701976776, -1.0]",6.199999809265137,6.636363983154297,-0.4999999701976776,-1.0
1783505094721020077,1783505094.7210202,4,"[6.199999809265137, 6.6454548835754395, -0.4999999701976776, -1.0]",6.199999809265137,6.6454548835754395,-0.4999999701976776,-1.0
1783505094819606288,1783505094.8196063,4,"[6.099999904632568, 6.654545783996582, -0.4999999701976776, -1.0]",6.099999904632568,6.654545783996582,-0.4999999701976776,-1.0
1783505094917682999,1783505094.917683,4,"[5.899999618530273, 6.663636684417725, -0.4999999701976776, -1.0]",5.899999618530273,6.663636684417725,-0.4999999701976776,-1.0
1783505095020065667,1783505095.0200658,4,"[6.0, 6.672727584838867, -0.4999999701976776, -1.0]",6.0,6.672727584838867,-0.4999999701976776,-1.0
1783505095118406666,1783505095.1184068,4,"[6.199999809265137, 6.684848785400391, -0.4999999701976776, -1.0]",6.199999809265137,6.684848785400391,-0.4999999701976776,-1.0
1783505095220448321,1783505095.2204483,4,"[6.099999904632568, 6.696969985961914, -0.4999999701976776, -1.0]",6.099999904632568,6.696969985961914,-0.4999999701976776,-1.0
1783505095319000998,1783505095.3190012,4,"[6.0, 6.7090911865234375, -0.4999999701976776, -1.0]",6.0,6.7090911865234375,-0.4999999701976776,-1.0
1783505095421223033,1783505095.421223,4,"[6.099999904632568, 6.721212387084961, -0.4999999701976776, -1.0]",6.099999904632568,6.721212387084961,-0.4999999701976776,-1.0
1783505095519575533,1783505095.5195756,4,"[6.299999713897705, 6.733333587646484, -0.4999999701976776, -1.0]",6.299999713897705,6.733333587646484,-0.4999999701976776,-1.0
1783505095621986494,1783505095.6219866,4,"[6.399999618530273, 6.748485088348389, -0.4999999701976776, -1.0]",6.399999618530273,6.748485088348389,-0.4999999701976776,-1.0
1783505095720409527,1783505095.7204096,4,"[6.399999618530273, 6.760606288909912, -0.4999999701976776, -1.0]",6.399999618530273,6.760606288909912,-0.4999999701976776,-1.0
1783505095818822291,1783505095.8188224,4,"[6.5, 6.7727274894714355, -0.4999999701976776, -1.0]",6.5,6.7727274894714355,-0.4999999701976776,-1.0
1783505095920975406,1783505095.9209754,4,"[6.599999904632568, 6.784848690032959, -0.4999999701976776, -1.0]",6.599999904632568,6.784848690032959,-0.4999999701976776,-1.0
1783505096019406374,1783505096.0194063,4,"[6.699999809265137, 6.796969890594482, -0.4999999701976776, -1.0]",6.699999809265137,6.796969890594482,-0.4999999701976776,-1.0
1783505096121421498,1783505096.1214216,4,"[6.699999809265137, 6.806060791015625, -0.4999999701976776, -1.0]",6.699999809265137,6.806060791015625,-0.4999999701976776,-1.0
1783505096220060007,1783505096.2200599,4,"[6.699999809265137, 6.815151691436768, -0.4999999701976776, -1.0]",6.699999809265137,6.815151691436768,-0.4999999701976776,-1.0
1783505096322393441,1783505096.3223934,4,"[6.799999713897705, 6.82424259185791, -0.4999999701976776, -1.0]",6.799999713897705,6.82424259185791,-0.4999999701976776,-1.0
1783505096421034535,1783505096.4210346,4,"[6.799999713897705, 6.833333492279053, -0.4999999701976776, -1.0]",6.799999713897705,6.833333492279053,-0.4999999701976776,-1.0
1783505096519142002,1783505096.519142,4,"[6.899999618530273, 6.8393940925598145, -0.4999999701976776, -1.0]",6.899999618530273,6.8393940925598145,-0.4999999701976776,-1.0
1783505096621446011,1783505096.621446,4,"[6.899999618530273, 6.845454692840576, -0.4999999701976776, -1.0]",6.899999618530273,6.845454692840576,-0.4999999701976776,-1.0
1783505096719911885,1783505096.719912,4,"[7.0, 6.851515293121338, -0.4999999701976776, -1.0]",7.0,6.851515293121338,-0.4999999701976776,-1.0
1783505096822159246,1783505096.8221593,4,"[7.0, 6.8575758934021, -0.4999999701976776, -1.0]",7.0,6.8575758934021,-0.4999999701976776,-1.0
1783505096921030023,1783505096.92103,4,"[7.099999904632568, 6.863636493682861, -0.4999999701976776, -1.0]",7.099999904632568,6.863636493682861,-0.4999999701976776,-1.0
1783505097022740392,1783505097.0227404,4,"[7.099999904632568, 6.869697093963623, -0.4999999701976776, -1.0]",7.099999904632568,6.869697093963623,-0.4999999701976776,-1.0
1783505097121189323,1783505097.1211894,4,"[7.199999809265137, 6.878787994384766, -0.4999999701976776, -1.0]",7.199999809265137,6.878787994384766,-0.4999999701976776,-1.0
1783505097223574113,1783505097.223574,4,"[7.199999809265137, 6.884848594665527, -0.4999999701976776, -1.0]",7.199999809265137,6.884848594665527,-0.4999999701976776,-1.0
1783505097321987858,1783505097.3219879,4,"[7.299999713897705, 6.89393949508667, -0.4999999701976776, -1.0]",7.299999713897705,6.89393949508667,-0.4999999701976776,-1.0
1783505097420234598,1783505097.4202344,4,"[7.299999713897705, 6.9030303955078125, -0.4999999701976776, -1.0]",7.299999713897705,6.9030303955078125,-0.4999999701976776,-1.0
1783505097522607495,1783505097.5226076,4,"[7.399999618530273, 6.915151596069336, -0.4999999701976776, -1.0]",7.399999618530273,6.915151596069336,-0.4999999701976776,-1.0
1783505097620867189,1783505097.620867,4,"[7.399999618530273, 6.927272796630859, -0.4999999701976776, -1.0]",7.399999618530273,6.927272796630859,-0.4999999701976776,-1.0
1783505097723032005,1783505097.723032,4,"[7.5, 6.939393997192383, -0.4999999701976776, -1.0]",7.5,6.939393997192383,-0.4999999701976776,-1.0
1783505097821578710,1783505097.8215787,4,"[7.599999904632568, 6.951515197753906, -0.4999999701976776, -1.0]",7.599999904632568,6.951515197753906,-0.4999999701976776,-1.0
1783505097919984329,1783505097.9199843,4,"[7.599999904632568, 6.96363639831543, -0.4999999701976776, -1.0]",7.599999904632568,6.96363639831543,-0.4999999701976776,-1.0
1783505098022170124,1783505098.02217,4,"[7.699999809265137, 6.975757598876953, -0.4999999701976776, -1.0]",7.699999809265137,6.975757598876953,-0.4999999701976776,-1.0
1783505098120596422,1783505098.1205964,4,"[7.699999809265137, 6.990909099578857, -0.4999999701976776, -1.0]",7.699999809265137,6.990909099578857,-0.4999999701976776,-1.0
1783505098222989787,1783505098.2229898,4,"[7.699999809265137, 7.003030300140381, -0.4999999701976776, -1.0]",7.699999809265137,7.003030300140381,-0.4999999701976776,-1.0
1783505098321288404,1783505098.3212883,4,"[7.799999713897705, 7.015151500701904, -0.4999999701976776, -1.0]",7.799999713897705,7.015151500701904,-0.4999999701976776,-1.0
1783505098423443972,1783505098.423444,4,"[7.799999713897705, 7.024242401123047, -0.4999999701976776, -1.0]",7.799999713897705,7.024242401123047,-0.4999999701976776,-1.0
1783505098521904063,1783505098.5219042,4,"[7.799999713897705, 7.03636360168457, -0.4999999701976776, -1.0]",7.799999713897705,7.03636360168457,-0.4999999701976776,-1.0
1783505098624062656,1783505098.6240628,4,"[7.899999618530273, 7.045454978942871, -0.4999999701976776, -1.0]",7.899999618530273,7.045454978942871,-0.4999999701976776,-1.0
1783505098722544729,1783505098.7225447,4,"[7.899999618530273, 7.0545454025268555, -0.4999999701976776, -1.0]",7.899999618530273,7.0545454025268555,-0.4999999701976776,-1.0
1783505098821048713,1783505098.8210487,4,"[7.999999523162842, 7.060606002807617, -0.4999999701976776, -1.0]",7.999999523162842,7.060606002807617,-0.4999999701976776,-1.0
1783505098923177720,1783505098.9231777,4,"[7.999999523162842, 7.069697380065918, -0.4999999701976776, -1.0]",7.999999523162842,7.069697380065918,-0.4999999701976776,-1.0
1783505099021795028,1783505099.021795,4,"[7.999999523162842, 7.07575798034668, -0.4999999701976776, -1.0]",7.999999523162842,7.07575798034668,-0.4999999701976776,-1.0
1783505099124113542,1783505099.1241136,4,"[8.09999942779541, 7.081818580627441, -0.4999999701976776, -1.0]",8.09999942779541,7.081818580627441,-0.4999999701976776,-1.0
1783505099222342507,1783505099.2223425,4,"[8.09999942779541, 7.087879180908203, -0.4999999701976776, -1.0]",8.09999942779541,7.087879180908203,-0.4999999701976776,-1.0
1783505099320841861,1783505099.320842,4,"[8.199999809265137, 7.093939781188965, -0.4999999701976776, -1.0]",8.199999809265137,7.093939781188965,-0.4999999701976776,-1.0
1783505099422924991,1783505099.422925,4,"[8.199999809265137, 7.100000381469727, -0.4999999701976776, -1.0]",8.199999809265137,7.100000381469727,-0.4999999701976776,-1.0
1783505099525144278,1783505099.5251443,4,"[8.199999809265137, 7.106060981750488, -0.4999999701976776, -1.0]",8.199999809265137,7.106060981750488,-0.4999999701976776,-1.0
1783505099623511925,1783505099.6235118,4,"[8.299999237060547, 7.115151882171631, -0.4999999701976776, -1.0]",8.299999237060547,7.115151882171631,-0.4999999701976776,-1.0
1783505099721831591,1783505099.7218318,4,"[8.299999237060547, 7.127273082733154, -0.4999999701976776, -1.0]",8.299999237060547,7.127273082733154,-0.4999999701976776,-1.0
1783505099824219165,1783505099.8242192,4,"[8.399999618530273, 7.136363983154297, -0.4999999701976776, -1.0]",8.399999618530273,7.136363983154297,-0.4999999701976776,-1.0
1783505099922564249,1783505099.9225643,4,"[8.5, 7.14848518371582, -0.4999999701976776, -1.0]",8.5,7.14848518371582,-0.4999999701976776,-1.0
1783505100025113427,1783505100.0251133,4,"[8.5, 7.160606384277344, -0.4999999701976776, -1.0]",8.5,7.160606384277344,-0.4999999701976776,-1.0
1783505100123415349,1783505100.1234152,4,"[8.5, 7.172727584838867, -0.4999999701976776, -1.0]",8.5,7.172727584838867,-0.4999999701976776,-1.0
1783505100221819794,1783505100.2218199,4,"[8.59999942779541, 7.184848785400391, -0.4999999701976776, -1.0]",8.59999942779541,7.184848785400391,-0.4999999701976776,-1.0
1783505100324055321,1783505100.3240552,4,"[8.59999942779541, 7.196969985961914, -0.4999999701976776, -1.0]",8.59999942779541,7.196969985961914,-0.4999999701976776,-1.0
1783505100422605621,1783505100.4226055,4,"[8.59999942779541, 7.212121486663818, -0.4999999701976776, -1.0]",8.59999942779541,7.212121486663818,-0.4999999701976776,-1.0
1783505100524783159,1783505100.5247831,4,"[8.699999809265137, 7.224242687225342, -0.4999999701976776, -1.0]",8.699999809265137,7.224242687225342,-0.4999999701976776,-1.0
1783505100623243449,1783505100.6232436,4,"[8.699999809265137, 7.236363887786865, -0.4999999701976776, -1.0]",8.699999809265137,7.236363887786865,-0.4999999701976776,-1.0
1783505100725553456,1783505100.7255535,4,"[8.799999237060547, 7.248485088348389, -0.4999999701976776, -1.0]",8.799999237060547,7.248485088348389,-0.4999999701976776,-1.0
1783505100823899782,1783505100.8239,4,"[8.799999237060547, 7.260606288909912, -0.4999999701976776, -1.0]",8.799999237060547,7.260606288909912,-0.4999999701976776,-1.0
1783505100925990676,1783505100.9259906,4,"[8.899999618530273, 7.269697189331055, -0.4999999701976776, -1.0]",8.899999618530273,7.269697189331055,-0.4999999701976776,-1.0
1783505101024548079,1783505101.024548,4,"[8.899999618530273, 7.278788089752197, -0.4999999701976776, -1.0]",8.899999618530273,7.278788089752197,-0.4999999701976776,-1.0
1783505101122655945,1783505101.122656,4,"[9.0, 7.28787899017334, -0.4999999701976776, -1.0]",9.0,7.28787899017334,-0.4999999701976776,-1.0
1783505101224902802,1783505101.2249029,4,"[9.0, 7.293939590454102, -0.4999999701976776, -1.0]",9.0,7.293939590454102,-0.4999999701976776,-1.0
1783505101323422103,1783505101.3234222,4,"[9.09999942779541, 7.303030490875244, -0.4999999701976776, -1.0]",9.09999942779541,7.303030490875244,-0.4999999701976776,-1.0
1783505101425661958,1783505101.425662,4,"[9.199999809265137, 7.309091091156006, -0.4999999701976776, -1.0]",9.199999809265137,7.309091091156006,-0.4999999701976776,-1.0
1783505101524014545,1783505101.5240145,4,"[9.199999809265137, 7.312121391296387, -0.4999999701976776, -1.0]",9.199999809265137,7.312121391296387,-0.4999999701976776,-1.0
1783505101622309723,1783505101.6223097,4,"[9.199999809265137, 7.318181991577148, -0.4999999701976776, -1.0]",9.199999809265137,7.318181991577148,-0.4999999701976776,-1.0
