time_ns,time_s,joint_count,base_to_cylinder_joint,cylinder_to_arm1_joint,arm_link1_to_arm2_joint,arm_link2_to_arm3_joint,arm_link3_to_arm4_joint,arm_link4_to_armFork_joint,basket_link_to_armFork_joint,basket_crane_link_to_basket_link,winch_link_to_basket_crane_link
1783505086612376308,1783505086.6123762,9,-0.008726645739822998,-0.03316125329117874,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.15306783833106533,0.00828682520594506,0.0,-6.678714752197266
1783505086714538025,1783505086.714538,9,-0.008726645739822998,-0.03316125329117874,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.15306783833106533,0.00828682520594506,0.0,-6.678714752197266
1783505086813133079,1783505086.813133,9,-0.008726645739822998,-0.03316125329117874,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.15306783833106533,0.00828682520594506,0.0,-6.678718566894531
1783505086915109947,1783505086.9151099,9,-0.008726645739822998,-0.03316125329117874,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.15306783833106533,0.00828682520594506,0.0,-6.678714752197266
1783505087013754253,1783505087.0137544,9,-0.008726645739822998,-0.03316125329117874,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.15306783833106533,0.00828682520594506,0.0,-6.678714752197266
1783505087115780644,1783505087.1157806,9,-0.008726645739822998,-0.03316125329117874,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.15306783833106533,0.00828682520594506,0.0,-6.678718566894531
1783505087214378402,1783505087.2143786,9,-0.008726645739822998,-0.03316125329117874,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.15306783833106533,0.00828682520594506,0.0,-6.678718566894531
1783505087316483912,1783505087.3164837,9,-0.008726645739822998,-0.03316125329117874,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.15306783833106533,0.00828682520594506,0.0,-6.6787109375
1783505087415038969,1783505087.415039,9,-0.008726645739822998,-0.03490658503988659,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.1548131700797732,0.00828682520594506,0.0,-6.678714752197266
1783505087513271709,1783505087.5132718,9,-0.008726645739822998,-0.03316125329117874,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.15306783833106533,0.00828682520594506,0.0,-6.6787261962890625
1783505087615480995,1783505087.6154811,9,-0.008726645739822998,-0.03316125329117874,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.15306783833106533,0.00828682520594506,0.0,-6.678707122802734
1783505087713602064,1783505087.713602,9,-0.008726645739822998,-0.03316125329117874,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.15306783833106533,0.00828682520594506,0.0,-6.678714752197266
1783505087815678489,1783505087.8156784,9,-0.008726645739822998,-0.03316125329117874,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.15306783833106533,0.00828682520594506,0.0,-6.678714752197266
1783505087914138908,1783505087.9141388,9,-0.008726645739822998,-0.03316125329117874,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.15306783833106533,0.00828682520594506,0.0,-6.678714752197266
1783505088013514983,1783505088.013515,9,-0.008726645739822998,-0.03316125329117874,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.15306783833106533,0.00828682520594506,0.0,-6.6787261962890625
1783505088114762054,1783505088.114762,9,-0.008726645739822998,-0.03316125329117874,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.15306783833106533,0.00828682520594506,0.0,-6.678714752197266
1783505088213218565,1783505088.2132185,9,-0.008726645739822998,-0.03316125329117874,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.15306783833106533,0.00828682520594506,0.0,-6.678722381591797
1783505088316020507,1783505088.3160205,9,-0.008726645739822998,-0.03316125329117874,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.15306783833106533,0.00828682520594506,0.0,-6.678718566894531
1783505088414366179,1783505088.4143662,9,-0.008726645739822998,-0.03316125329117874,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.15306783833106533,0.00828682520594506,0.0,-6.678718566894531
1783505088516915295,1783505088.516915,9,-0.008726645739822998,-0.03316125329117874,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.15306783833106533,0.00828682520594506,0.0,-6.678718566894531
1783505088614946985,1783505088.614947,9,-0.008726645739822998,-0.03316125329117874,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.15306783833106533,0.00828682520594506,0.0,-6.678722381591797
1783505088717320059,1783505088.71732,9,-0.008726645739822998,-0.03316125329117874,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.15306783833106533,0.00828682520594506,0.0,-6.678722381591797
1783505088815749108,1783505088.8157492,9,-0.008726645739822998,-0.03316125329117874,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.15306783833106533,0.00828682520594506,0.0,-6.6787261962890625
1783505088914027413,1783505088.9140275,9,-0.008726645739822998,-0.03316125329117874,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.15306783833106533,0.00828682520594506,0.0,-6.678718566894531
1783505089016412519,1783505089.0164125,9,-0.008726645739822998,-0.03316125329117874,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.15306783833106533,0.007983091683621525,0.0,-6.678745269775391
1783505089114705471,1783505089.1147053,9,-0.008726645739822998,-0.03490658503988659,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.1548131700797732,0.00803369174433303,0.0,-6.678730010986328
1783505089217144068,1783505089.217144,9,-0.008726645739822998,-0.03490658503988659,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.1548131700797732,0.008084291805044535,0.0,-6.6787261962890625
1783505089315468549,1783505089.3154685,9,-0.008726645739822998,-0.03490658503988659,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.1548131700797732,0.008084291805044535,0.0,-6.6787261962890625
1783505089417632288,1783505089.4176323,9,-0.008726645739822998,-0.03490658503988659,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.1548131700797732,0.008084291805044535,0.0,-6.678749084472656
1783505089516250743,1783505089.5162506,9,-0.008726645739822998,-0.03490658503988659,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.1548131700797732,0.008084291805044535,0.0,-6.678737640380859
1783505089618439980,1783505089.61844,9,-0.008726645739822998,-0.03665191262740524,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.15655849766729182,0.008084291805044535,0.0,-6.678733825683594
1783505089716754332,1783505089.7167544,9,-0.008726645739822998,-0.03665191262740524,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.15655849766729182,0.008084291805044535,0.0,-6.678737640380859
1783505089815071319,1783505089.8150713,9,-0.008726645739822998,-0.03839724021492389,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.1583038252548105,0.008084291805044535,0.0,-6.678737640380859
1783505089917569809,1783505089.9175699,9,-0.008726645739822998,-0.03839724021492389,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.1583038252548105,0.008084291805044535,0.0,-6.678749084472656
1783505090015920860,1783505090.0159209,9,-0.008726645739822998,-0.04014257196363174,0.0010403683980306038,0.0010403683980306038,0.0010403683980306038,0.16004915700351832,0.008084291805044535,0.0,-6.678714752197266
1783505090118257003,1783505090.1182568,9,-0.008726645739822998,-0.04014257196363174,0.0010403683980306038,0.0010403683980306038,0.0010403683980306038,0.16004915700351832,0.008134891865756042,0.0,-6.6787261962890625
1783505090216488609,1783505090.2164886,9,-0.008726645739822998,-0.04188789955115039,0.0010403683980306038,0.0010403683980306038,0.0010403683980306038,0.16179448459103699,0.008134891865756042,0.0,-6.678745269775391
1783505090314740683,1783505090.3147407,9,-0.008726645739822998,-0.04363322713866904,0.0010403683980306038,0.0010403683980306038,0.0010403683980306038,0.16353981217855562,0.008134891865756042,0.0,-6.678760528564453
1783505090417102114,1783505090.417102,9,-0.008726645739822998,-0.04537855888737689,0.0010403683980306038,0.0010403683980306038,0.0010403683980306038,0.16528514392726348,0.008134891865756042,0.0,-6.678745269775391
1783505090514982467,1783505090.5149825,9,-0.008726645739822998,-0.047123886474895536,0.0010403683980306038,0.0010403683980306038,0.0010403683980306038,0.16703047151478212,0.008134891865756042,0.0,-6.678745269775391
1783505090617551640,1783505090.6175516,9,-0.008726645739822998,-0.048869214062414186,0.0010403683980306038,0.0010403683980306038,0.0010403683980306038,0.16877579910230078,0.008134891865756042,0.0,-6.6787567138671875
1783505090716673934,1783505090.716674,9,-0.008726645739822998,-0.050614545811122034,0.0010403683980306038,0.0010403683980306038,0.0010403683980306038,0.15306783833106533,0.008134891865756042,0.0,-6.678752899169922
1783505090818544239,1783505090.8185441,9,-0.008726645739822998,-0.054105200986159334,0.0010403683980306038,0.0010403683980306038,0.0010403683980306038,0.15655849350610263,0.008134891865756042,0.0,-6.678779602050781
1783505090916931538,1783505090.9169316,9,-0.008726645739822998,-0.05585053273486718,0.0010403683980306038,0.0010403683980306038,0.0010403683980306038,0.1583038252548105,0.008134891865756042,0.0,-6.678714752197266
1783505091019265066,1783505091.019265,9,-0.008726645739822998,-0.05585053273486718,0.0010403683980306038,0.0010403683980306038,0.0010403683980306038,0.1583038252548105,0.008134891865756042,0.0,-6.678779602050781
1783505091117848033,1783505091.1178482,9,-0.008726645739822998,-0.05934119207109368,0.0010403683980306038,0.0010403683980306038,0.0010403683980306038,0.16179448459103699,0.008134891865756042,0.0,-6.678779602050781
1783505091215863240,1783505091.2158632,9,-0.008726645739822998,-0.06108651965861233,0.0010403683980306038,0.0010403683980306038,0.0010403683980306038,0.16353981217855562,0.008134891865756042,0.0,-6.678737640380859
1783505091318441750,1783505091.3184416,9,-0.008726645739822998,-0.06283184724613097,0.0010403683980306038,0.0010403683980306038,0.0010403683980306038,0.16528513976607426,0.008134891865756042,0.0,-6.678798675537109
1783505091416782060,1783505091.4167821,9,-0.008726645739822998,-0.06457717899483884,0.0010403683980306038,0.0010403683980306038,0.0010403683980306038,0.16703047151478215,0.008134891865756042,0.0,-6.678749084472656
1783505091518922874,1783505091.5189228,9,-0.008726645739822998,-0.06632250658235748,3.0268351236983904e-05,3.0268351236983904e-05,3.0268351236983904e-05,0.16877579910230078,0.008134891865756042,0.0,-6.678760528564453
1783505091617974524,1783505091.6179745,9,-0.008726645739822998,-0.06806783833106533,-0.000979831695556636,-0.000979831695556636,-0.000979831695556636,0.17052113085100865,0.008185491926467546,0.0,-6.678722381591797
1783505091715576212,1783505091.7155764,9,-0.008726645739822998,-0.07155849766729183,-0.001989931742350256,-0.001989931742350256,-0.001989931742350256,0.17401179018723514,0.008185491926467546,0.0,-6.678714752197266
1783505091817791126,1783505091.8177912,9,-0.008726645739822998,-0.07155849766729183,-0.0030000317891438755,-0.0030000317891438755,-0.0030000317891438755,0.17401179018723514,0.008185491926467546,0.0,-6.678737640380859
1783505091920183775,1783505091.920184,9,-0.008726645739822998,-0.07330382525481048,-0.005020231882731115,-0.005020231882731115,-0.005020231882731115,0.17575711777475378,0.008185491926467546,0.0,-6.678730010986328
1783505092018612992,1783505092.018613,9,-0.008726645739822998,-0.07504915284232913,-0.007040431976318355,-0.007040431976318355,-0.007040431976318355,0.17750244536227242,0.008185491926467546,0.0,-6.678730010986328
1783505092117079148,1783505092.117079,9,-0.008726645739822998,-0.07679448875222618,-0.009060632069905594,-0.009060632069905594,-0.009060632069905594,0.17924778127216948,0.008185491926467546,0.0,-6.6787109375
1783505092219396936,1783505092.2193968,9,-0.008726645739822998,-0.07853981633974483,-0.011080832163492834,-0.011080832163492834,-0.011080832163492834,0.18099310885968814,0.008185491926467546,0.0,-6.678730010986328
1783505092317648708,1783505092.3176486,9,-0.008726645739822998,-0.08028514392726348,-0.014111132303873694,-0.014111132303873694,-0.014111132303873694,0.18273843644720678,0.008185491926467546,0.0,-6.678730010986328
1783505092419864643,1783505092.4198647,9,-0.008726645739822998,-0.08203047151478213,-0.01714143244425455,-0.01714143244425455,-0.01714143244425455,0.1844837640347254,0.008185491926467546,0.0,-6.6787109375
1783505092518309249,1783505092.5183094,9,-0.008726645739822998,-0.08203047151478213,-0.02118183263142903,-0.02118183263142903,-0.02118183263142903,0.1844837640347254,0.008185491926467546,0.0,-6.678714752197266
1783505092616743515,1783505092.6167433,9,-0.008726645739822998,-0.08377579910230078,-0.02421213277180989,-0.02421213277180989,-0.02421213277180989,0.18622909162224408,0.008185491926467546,0.0,-6.678714752197266
1783505092719170889,1783505092.7191708,9,-0.008726645739822998,-0.08377579910230078,-0.02825253295898437,-0.02825253295898437,-0.02825253295898437,0.18622909162224408,0.008185491926467546,0.0,-6.678718566894531
1783505092817432901,1783505092.8174329,9,-0.008726645739822998,-0.08552113501219782,-0.03128283309936523,-0.03128283309936523,-0.03128283309936523,0.18797442753214114,0.008185491926467546,0.0,-6.6787261962890625
1783505092919583412,1783505092.9195836,9,-0.008726645739822998,-0.08726646259971647,-0.03431313323974609,-0.03431313323974609,-0.03431313323974609,0.18971975511965977,0.008185491926467546,0.0,-6.678730010986328
1783505093018133858,1783505093.0181339,9,-0.008726645739822998,-0.08726646259971647,-0.03633333333333333,-0.03633333333333333,-0.03633333333333333,0.18971975511965977,0.008185491926467546,0.0,-6.678718566894531
1783505093120281363,1783505093.1202815,9,-0.008726645739822998,-0.08901179018723512,-0.03936363347371419,-0.03936363347371419,-0.03936363347371419,0.1914650827071784,0.008337425266656567,0.0,-6.678718566894531
1783505093218671125,1783505093.218671,9,-0.008726645739822998,-0.08901179018723512,-0.04239393361409505,-0.04239393361409505,-0.04239393361409505,0.1914650827071784,0.0086410256309256,0.0,-6.678703308105469
1783505093321225147,1783505093.3212252,9,-0.008726645739822998,-0.09075711777475377,-0.04542423375447591,-0.04542423375447591,-0.04542423375447591,0.19321041029469707,0.008134891865756042,0.0,-6.678730010986328
1783505093419803434,1783505093.4198034,9,-0.008726645739822998,-0.09075711777475377,-0.048454533894856766,-0.048454533894856766,-0.048454533894856766,0.19321041029469707,0.007983091683621525,0.0,-6.678730010986328
1783505093517775488,1783505093.5177753,9,-0.008726645739822998,-0.09250244536227242,-0.051484834035237625,-0.051484834035237625,-0.051484834035237625,0.19495573788221573,0.007983091683621525,0.0,-6.678733825683594
1783505093619138896,1783505093.6191387,9,-0.008726645739822998,-0.09250244536227242,-0.054515134175618485,-0.054515134175618485,-0.054515134175618485,0.19495573788221573,0.008590425570214095,0.0,-6.678718566894531
1783505093718478558,1783505093.7184787,9,-0.008726645739822998,-0.09424778127216947,-0.05653533426920573,-0.05653533426920573,-0.05653533426920573,0.19670107379211277,0.008590425570214095,0.0,-6.678718566894531
1783505093820719700,1783505093.8207197,9,-0.008726645739822998,-0.09599310885968812,-0.059565634409586586,-0.059565634409586586,-0.059565634409586586,0.1984464013796314,0.008185491926467546,0.0,-6.678722381591797
1783505093919330018,1783505093.9193301,9,-0.008726645739822998,-0.09773843644720677,-0.06259593454996744,-0.06259593454996744,-0.06259593454996744,0.20019172896715007,0.008134891865756042,0.0,-6.678722381591797
1783505094021327741,1783505094.0213277,9,-0.008726645739822998,-0.09948376403472542,-0.0656262346903483,-0.0656262346903483,-0.0656262346903483,0.20193705655466873,0.008134891865756042,0.0,-6.678722381591797
1783505094119801159,1783505094.119801,9,-0.008726645739822998,-0.10122909162224407,-0.06865653483072916,-0.06865653483072916,-0.06865653483072916,0.20368238414218737,0.008438625388079579,0.0,-6.678722381591797
1783505094218209105,1783505094.218209,9,-0.008726645739822998,-0.10297441920976272,-0.0706767349243164,-0.0706767349243164,-0.0706767349243164,0.205427711729706,0.008489225448791084,0.0,-6.678722381591797
1783505094320466457,1783505094.3204665,9,-0.008726645739822998,-0.10646508270717842,-0.07370703506469727,-0.07370703506469727,-0.07370703506469727,0.20891837522712173,0.008489225448791084,0.0,-6.678722381591797
1783505094418824067,1783505094.4188242,9,-0.008726645739822998,-0.10646508270717842,-0.0757273941040039,-0.0757273941040039,-0.0757273941040039,0.20891837522712173,0.008489225448791084,0.0,-6.678722381591797
1783505094521106166,1783505094.5211062,9,-0.008726645739822998,-0.10646508270717842,-0.07976779429117838,-0.07976779429117838,-0.07976779429117838,0.20891837522712173,0.008438625388079579,0.0,-6.678737640380859
1783505094619653845,1783505094.619654,9,-0.008726645739822998,-0.10821041029469707,-0.08178799438476562,-0.08178799438476562,-0.08178799438476562,0.21066370281464036,0.00742635785774046,0.0,-6.6787567138671875
1783505094721783416,1783505094.7217834,9,-0.008726645739822998,-0.10821041029469707,-0.08481829452514648,-0.08481829452514648,-0.08481829452514648,0.21066370281464036,0.008185491926467546,0.0,-6.678733825683594
1783505094820345161,1783505094.8203452,9,-0.008726645739822998,-0.10646508270717842,-0.08784859466552734,-0.08784859466552734,-0.08784859466552734,0.20891837522712173,0.008944759153249137,0.0,-6.678699493408203
1783505094918504097,1783505094.9185042,9,-0.008726645739822998,-0.10297441920976272,-0.0908788948059082,-0.0908788948059082,-0.0908788948059082,0.205427711729706,0.008944759153249137,0.0,-6.678707122802734
1783505095020847882,1783505095.0208478,9,-0.008726645739822998,-0.10471975511965978,-0.09390919494628906,-0.09390919494628906,-0.09390919494628906,0.20717304763960306,0.008236225145233556,0.0,-6.678737640380859
1783505095122084238,1783505095.1220844,9,-0.008726645739822998,-0.10821041029469707,-0.09794959513346353,-0.09794959513346353,-0.09794959513346353,0.21066370281464036,0.007578158039874976,0.0,-6.678752899169922
1783505095220893490,1783505095.2208934,9,-0.008726645739822998,-0.10646508270717842,-0.10198999532063802,-0.10198999532063802,-0.10198999532063802,0.20891837522712173,0.00803369174433303,0.0,-6.6787261962890625
1783505095319705907,1783505095.319706,9,-0.008726645739822998,-0.10471975511965978,-0.1060303955078125,-0.1060303955078125,-0.1060303955078125,0.20717304763960306,0.008489225448791084,0.0,-6.678714752197266
1783505095421907363,1783505095.4219074,9,-0.008726645739822998,-0.10646508270717842,-0.11007079569498697,-0.11007079569498697,-0.11007079569498697,0.20891837522712173,0.008539825509502589,0.0,-6.678707122802734
1783505095520249163,1783505095.5202491,9,-0.008726645739822998,-0.10995573788221571,-0.11411119588216145,-0.11411119588216145,-0.11411119588216145,0.212409030402159,0.008236225145233556,0.0,-6.678722381591797
1783505095622549636,1783505095.6225498,9,-0.008726645739822998,-0.11170106546973436,-0.11916169611612955,-0.11916169611612955,-0.11916169611612955,0.21415435798967766,0.007780691440775502,0.0,-6.678749084472656
1783505095721148621,1783505095.7211487,9,-0.008726645739822998,-0.11170106546973436,-0.12320209630330403,-0.12320209630330403,-0.12320209630330403,0.21415435798967766,0.007780691440775502,0.0,-6.678722381591797
1783505095819599246,1783505095.8195994,9,-0.008726645739822998,-0.11344640137963143,-0.1272424964904785,-0.1272424964904785,-0.1272424964904785,0.21589969389957472,0.008438625388079579,0.0,-6.6787109375
1783505095921707827,1783505095.9217079,9,-0.008726645739822998,-0.11519172896715008,-0.131282896677653,-0.131282896677653,-0.131282896677653,0.2176450214870934,0.0086410256309256,0.0,-6.678707122802734
1783505096020230357,1783505096.0202303,9,-0.008726645739822998,-0.11693705655466871,-0.13532329686482747,-0.13532329686482747,-0.13532329686482747,0.219390349074612,0.00828682520594506,0.0,-6.6787261962890625
1783505096121979560,1783505096.1219797,9,-0.008726645739822998,-0.11693705655466871,-0.13835359700520833,-0.13835359700520833,-0.13835359700520833,0.219390349074612,0.007983091683621525,0.0,-6.678741455078125
1783505096220831752,1783505096.2208316,9,-0.008726645739822998,-0.11693705655466871,-0.1413838971455892,-0.1413838971455892,-0.1413838971455892,0.219390349074612,0.007983091683621525,0.0,-6.678730010986328
1783505096323286384,1783505096.3232863,9,-0.008726645739822998,-0.11868238414218736,-0.14441419728597005,-0.14441419728597005,-0.14441419728597005,0.22113567666213066,0.008489225448791084,0.0,-6.678703308105469
1783505096421659763,1783505096.4216597,9,-0.008726645739822998,-0.11868238414218736,-0.1474444974263509,-0.1474444974263509,-0.1474444974263509,0.22113567666213066,0.008691625691637105,0.0,-6.6786956787109375
1783505096520141356,1783505096.5201414,9,-0.008726645739822998,-0.12042771172970601,-0.14946469751993816,-0.14946469751993816,-0.14946469751993816,0.22288100424964932,0.008438625388079579,0.0,-6.6787261962890625
1783505096622377136,1783505096.6223772,9,-0.008726645739822998,-0.12042771172970601,-0.15148489761352538,-0.15148489761352538,-0.15148489761352538,0.22288100424964932,0.00803369174433303,0.0,-6.678737640380859
1783505096720885360,1783505096.7208853,9,-0.008726645739822998,-0.12217304763960307,-0.15350509770711263,-0.15350509770711263,-0.15350509770711263,0.22462634015954638,0.00803369174433303,0.0,-6.678730010986328
1783505096823124786,1783505096.8231246,9,-0.008726645739822998,-0.12217304763960307,-0.15552529780069987,-0.15552529780069987,-0.15552529780069987,0.22462634015954638,0.008337425266656567,0.0,-6.678718566894531
1783505096921890475,1783505096.9218905,9,-0.008726645739822998,-0.12391837522712172,-0.1575454978942871,-0.1575454978942871,-0.1575454978942871,0.22637166774706502,0.008539825509502589,0.0,-6.678703308105469
1783505097023558094,1783505097.0235581,9,-0.008726645739822998,-0.12391837522712172,-0.15956569798787434,-0.15956569798787434,-0.15956569798787434,0.22637166774706502,0.008539825509502589,0.0,-6.678722381591797
1783505097122058902,1783505097.122059,9,-0.008726645739822998,-0.12566370281464037,-0.1625959981282552,-0.1625959981282552,-0.1625959981282552,0.22811699533458366,0.008134891865756042,0.0,-6.678745269775391
1783505097224446117,1783505097.2244463,9,-0.008726645739822998,-0.12566370281464037,-0.16461619822184245,-0.16461619822184245,-0.16461619822184245,0.22811699533458366,0.008084291805044535,0.0,-6.678733825683594
1783505097322790681,1783505097.3227906,9,-0.008726645739822998,-0.127409030402159,-0.1676464983622233,-0.1676464983622233,-0.1676464983622233,0.22986232292210232,0.008236225145233556,0.0,-6.6787109375
1783505097421093957,1783505097.421094,9,-0.008726645739822998,-0.127409030402159,-0.17067679850260417,-0.17067679850260417,-0.17067679850260417,0.22986232292210232,0.008539825509502589,0.0,-6.678703308105469
1783505097523510808,1783505097.5235107,9,-0.008726645739822998,-0.12915435798967767,-0.17471719868977864,-0.17471719868977864,-0.17471719868977864,0.23160765050962098,0.008539825509502589,0.0,-6.6787261962890625
1783505097621710339,1783505097.6217103,9,-0.008726645739822998,-0.12915435798967767,-0.1787575988769531,-0.1787575988769531,-0.1787575988769531,0.23160765050962098,0.008185491926467546,0.0,-6.678737640380859
1783505097724236786,1783505097.7242367,9,-0.008726645739822998,-0.1308996938995747,-0.1827979990641276,-0.1827979990641276,-0.1827979990641276,0.233352986419518,0.00803369174433303,0.0,-6.678737640380859
1783505097822523461,1783505097.8225234,9,-0.008726645739822998,-0.13264502148709337,-0.18683839925130208,-0.18683839925130208,-0.18683839925130208,0.23509831400703665,0.008134891865756042,0.0,-6.678722381591797
1783505097920953035,1783505097.920953,9,-0.008726645739822998,-0.13264502148709337,-0.19087879943847655,-0.19087879943847655,-0.19087879943847655,0.23509831400703665,0.008489225448791084,0.0,-6.678703308105469
1783505098023043871,1783505098.0230439,9,-0.008726645739822998,-0.134390349074612,-0.19491919962565105,-0.19491919962565105,-0.19491919962565105,0.23684364159455532,0.008539825509502589,0.0,-6.678707122802734
1783505098121537225,1783505098.1215372,9,-0.008726645739822998,-0.134390349074612,-0.19996969985961913,-0.19996969985961913,-0.19996969985961913,0.23684364159455532,0.008236225145233556,0.0,-6.678733825683594
1783505098223801968,1783505098.2238019,9,-0.008726645739822998,-0.134390349074612,-0.20401010004679362,-0.20401010004679362,-0.20401010004679362,0.23684364159455532,0.008084291805044535,0.0,-6.678737640380859
1783505098322133808,1783505098.3221338,9,-0.008726645739822998,-0.13613567666213067,-0.2080505002339681,-0.2080505002339681,-0.2080505002339681,0.23858896918207398,0.008084291805044535,0.0,-6.6787261962890625
1783505098424299364,1783505098.4242992,9,-0.008726645739822998,-0.13613567666213067,-0.21108080037434895,-0.21108080037434895,-0.21108080037434895,0.23858896918207398,0.008590425570214095,0.0,-6.678718566894531
1783505098522777590,1783505098.5227776,9,-0.008726645739822998,-0.13613567666213067,-0.21512120056152342,-0.21512120056152342,-0.21512120056152342,0.23858896918207398,0.008590425570214095,0.0,-6.678714752197266
1783505098625008359,1783505098.6250083,9,-0.008726645739822998,-0.1378810042496493,-0.2181516596476237,-0.2181516596476237,-0.2181516596476237,0.2403342967695926,0.00828682520594506,0.0,-6.678733825683594
